控件ID【控件大类(1=事件|2=条件|3=动作|4=局部事件)_子类（01~17）_序号（0001~）】,名称,控件大类,子类型,子类名称,显示过滤【①全局（1=显示（默认）|0=隐藏），②局部（1=显示（默认）|0=隐藏），③道具类型（0=通用|1=方块|2=杂物|3=工具|4=一组物品|5=怪物|6=账号物品|7=弓|8=投掷物/弹药|9=装备|10=枪械|11=食物|12=石矛|15=包裹|16=机械）(子类型=6时才读)（兼用多种道具类型时，数字用‘|’隔开），④使用仅供学习的模板地图时禁用（0=不禁用，1=禁用）】,描述,描述备注,备注,事件传参备注,事件传参,参数1,参数默认值1,参数2,参数默认值2,参数3,参数默认值3,参数4,参数默认值4,参数5,参数默认值5,参数6,参数默认值6,参数7,参数默认值7,参数8,参数默认值8,参数9,参数默认值9,参数10,参数默认值10,触发器显示（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见）,触发器提示版本号（填写版本号的第二位）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070022,使生物对玩家造成伤害,3,7,生物,"1,1,0,0",使|@1|对|@2|造成|@3|点伤害，伤害类型为|@4,使【生物】对【玩家】造成【数值】点伤害，伤害类型为【伤害类型】,"1.可以获取到伤害来源为生物，会显示伤害飘字
2.会根据防御力计算最终的伤害值
3. 会触发对应的事件（例如生物造成伤害、生物受到伤害等），但不会触发生物攻击、攻击命中等事件",,,"1031,1",6|300001,"1018,1",6|250002,"1005,1",1|10,"1011,1",5|80001,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070023,使生物对生物造成伤害,3,7,生物,"1,1,0,0",使|@1|对|@2|造成|@3|点伤害，伤害类型为|@4,使【生物】对【生物】造成【数值】点伤害，伤害类型为【伤害类型】,"1.可以获取到伤害来源为生物，会显示伤害飘字
2.会根据防御力计算最终的伤害值
3. 会触发对应的事件（例如生物造成伤害、生物受到伤害等），但不会触发生物攻击、攻击命中等事件",,,"1031,1",6|300001,"1031,1",6|300002,"1005,1",1|10,"1011,1",5|80001,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070024,使生物伤害区域内的目标,3,7,生物,"1,1,0,0",使|@1|对|@2|内的目标造成|@3|点伤害，伤害类型为|@4,使【生物】对【区域】内的目标造成【数值】点伤害，伤害类型为【伤害类型】,"1.对所有人造成伤害（包括自己），可以获取到伤害来源为生物，会显示伤害飘字
2.会根据防御力计算最终的伤害值
3. 会触发对应的事件（例如生物造成伤害、生物受到伤害等），但不会触发生物攻击、攻击命中等事件",,,"1031,1",6|300001,"1001,1",,"1005,1",1|10,"1011,1",5|80001,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070025,替换生物,3,7,生物,"1,1,0,0",替换|@1|为|@2|，使用旧生物的生命值百分比|@3,替换【生物】为【生物类型】，使用旧生物的生命值百分比【真假】,"1.替换后保留生物的图文信息
2.替换后生物队伍不变
3.生物变量也会改变，例如：替换前变量存了A生物，替换成B生物后，变量存的值从A生物变为B生物（只影响生物变量，不影响生物类型变量）",,,"1031,1",6|300001,"1032,1",,"1014,1",5|320001,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070026,改变生物队伍,3,7,生物,"1,1,0,0",改变|@1|队伍为|@2,改变【生物】队伍为【队伍】,,,,"1031,1",6|300001,"1023,1",5|170001,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070027,移除生物免疫伤害类型,3,7,生物,"1,1,0,0",移除|@1|免疫的伤害类型为|@2,移除【玩家】免疫的伤害类型为【伤害类型】,,,,"1031,1",6|300001,"1011,1",5|80001,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080001,添加生物进生物组,3,8,生物组,"1,1,0,0",添加|@1|进入指定|@2,添加【生物】进入指定【生物组】,,,,"1031,1",6|300001,"1033,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080002,从生物组中移除生物,3,8,生物组,"1,1,0,0",将|@1|移除出|@2,将【生物】移除出【生物组】,,,,"1031,1",6|300001,"1033,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080003,清空生物组,3,8,生物组,"1,1,0,0",清空|@1,清空【生物组】,,,,"1033,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080004,对生物组执行触发器,3,8,生物组,"1,1,0,0",对|@1|内的每一个生物执行|@2|，并检查触发器条件为|@3,对【生物组】内的每一个生物执行【触发器】，并检查触发器条件为【布尔值】,,,,"1033,1",,"1038,1",,"1014,1",5|320002,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100001,创建道具至储物箱,3,10,道具,"1,1,0,0",创建|@1||@2|个至指定|@3|储存箱,创建【道具类型】【数值】个至指定【位置】储存箱,,,,"1028,1",,"1005,1",,"1002,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100002,销毁储物箱中的道具,3,10,道具,"1,1,0,0",销毁指定|@1|储存箱中的|@2|个|@3,销毁指定【位置】储存箱中的【数值】个【道具类型】,,,,"1002,1",,"1005,1",,"1028,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100003,清空储物箱的道具,3,10,道具,"1,1,0,0",清空指定|@1|储存箱中的所有道具,清空指定【位置】储存箱中的所有道具,,,,"1002,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100004,创建投掷物,3,10,道具,"1,1,0,0",在指定|@1|创建|@2|，向|@3|发射,在指定【位置】创建【投掷物类型】，向【位置】发射,,,,"1002,1",6|240001,"1029,1",,"1002,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100005,创建属于玩家的投掷物,3,10,道具,"1,1,0,0",在指定|@1|创建属于|@2|的|@3|，向|@4|发射,在指定【位置】创建属于【玩家】的【投掷物类型】，向【位置】发射,,,,"1002,1",6|240001,"1018,1",,"1029,1",,"1002,1",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100006,销毁投掷物,3,10,道具,"1,1,0,0",销毁|@1,销毁【投掷物】,,,,"1044,1",6|280001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100007,创建掉落物,3,10,道具,"1,1,0,0",在指定|@1|创建|@2|个|@3|的掉落物,在指定【位置】创建【数值】个【道具类型】的掉落物,,,,"1002,1",6|240001,"1005,1",1|1,"1028,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100008,销毁掉落物,3,10,道具,"1,1,0,0",销毁|@1,销毁【掉落物】,,,,"1030,1",6|290001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100009,修改冷却时间,3,10,道具,"1,1,0,0",修改|@1|的|@2|使用的冷却时间为|@3|秒,修改【玩家】的【道具类型】使用的冷却时间为【数值】秒,,,,"1018,1",,"1028,1",,"1005,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100010,进入冷却时间,3,10,道具,"1,1,0,0",使|@1|的|@2|进入冷却时间,使【玩家】的【道具类型】进入冷却时间,,,,"1018,1",,"1028,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100011,创建属于生物的投掷物,3,10,道具,"1,1,0,0",在指定|@1|创建属于|@2|的|@3|，向|@4|发射,在指定【位置】创建属于【生物】的【投掷物类型】，向【位置】发射,,,,"1002,1",6|240001,"1031,1",,"1029,1",,"1002,1",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100012,使玩家发射投掷物,3,10,道具,"1,1,0,0",使|@1|朝|@2|发射|@3,使【玩家】朝【方向】发射【投掷物类型】,,,,"1018,1",6|250001,"1047,1",,"1029,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100013,使生物发射投掷物,3,10,道具,"1,1,0,0",使|@1|朝|@2|发射|@3,使【生物】朝【方向】发射【投掷物类型】,,,,"1031,1",6|300001,"1047,1",,"1029,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100014,改变道具外观,3,10,道具,"0,0,0,0",改变|@1|的外观为|@2,改变【道具类型】的外观为【外观类型】,,,,"1028,1",,"1060,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100015,改变投掷物外观,3,10,道具,"1,0,0,0",改变|@1|的外观为|@2,改变【投掷物】的外观为【外观类型】,,,,"1044,1",6|280001,"1060,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110001,运行倒计时器,3,11,计时器,"1,1,0,0",启动|@1|，倒数|@2|秒，重复计时为|@3,启动【计时器】，倒数【数值】秒，重复计时为【布尔值】,,,,"1040,1",,"1005,1",1|5,"1014,1",5|320002,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110002,运行正向计时器,3,11,计时器,"1,1,0,0",启动|@1,启动【计时器】,,,,"1040,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110003,暂停计时器,3,11,计时器,"1,1,0,0",暂停|@1,暂停【计时器】,,,,"1040,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110004,恢复计时器,3,11,计时器,"1,1,0,0",恢复|@1,恢复【计时器】,,,,"1040,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110005,停止计时器,3,11,计时器,"1,1,0,0",停止|@1,停止【计时器】,,,,"1040,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110006,等待时间,3,11,计时器,"1,1,0,0",等待|@1|秒后，继续执行下一条动作,等待【数值】秒后，继续执行下一条动作,,,,"1005,1",1|5,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110007,改变计时器计时,3,11,计时器,"1,1,0,0",改变|@1|为|@2|秒,改变【计时器】为【数值】秒,,,,"1040,1",,"1005,1",1|5,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110009,显示计时器窗口,3,11,计时器,"1,1,0,0",对|@1|显示|@2|窗口，标题为|@3,对【玩家组】显示【计时器】窗口，标题为【字符串】,,,,"1019,1",,"1040,1",,"1010,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110010,隐藏计时器窗口,3,11,计时器,"1,1,0,0",对|@1|隐藏|@2|窗口,对【玩家组】隐藏【计时器】窗口,,,,"1019,1",,"1040,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120001,设置位置,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【位置】为【位置】,,,,"1002,0",,"1002,1",6|240001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120002,设置区域,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【区域】为【区域】,,,,"1001,0",,"1001,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120003,设置数值,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【数值】为【数值】,,,,"1005,0",,"1005,1",1|0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120004,设置布尔值,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【布尔值】为【布尔值】,,,,"1014,0",,"1014,1",5|320002,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120005,设置玩家,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【玩家】为【玩家】,,,,"1018,0",,"1018,1",6|250001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120006,设置方块类型,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【方块类型】为【方块类型】,,,,"1025,0",,"1025,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120007,设置道具类型,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【道具类型】为【道具类型】,,,,"1028,0",,"1028,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120008,设置生物,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【生物】为【生物】,,,,"1031,0",,"1031,1",6|300001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120009,设置生物类型,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【生物类型】为【生物类型】,,,,"1032,0",,"1032,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120010,设置字符串,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【字符串】为【字符串】,,,,"1010,0",,"1010,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120011,设置特效类型,3,12,赋值,"1,1,0,0",设置|@1|为|@2,设置【特效类型】为【特效类型】,,,,"1045,0",,"1045,1",6|340001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130001,在位置上播放特效,3,13,特效,"1,1,0,0",在|@1|上播放|@2|，大小为|@3,在【位置】上播放【特效类型】，大小为【数值】,,,,"1002,1",6|240001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130002,对玩家播放特效,3,13,特效,"1,1,0,0",在|@1|上播放|@2|，大小为|@3,对【玩家】播放【特效类型】，大小为【数值】,,,,"1018,1",6|250001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130003,对生物播放特效,3,13,特效,"1,1,0,0",在|@1|上播放|@2|，大小为|@3,对【生物】播放【特效类型】，大小为【数值】,,,,"1031,1",6|300001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130004,对投掷物播放特效,3,13,特效,"1,1,0,0",在|@1|上播放|@2|，大小为|@3,在【投掷物】上播放【特效类型】，大小为【数值】,,,,"1044,1",6|280001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130005,删除位置上的特效,3,13,特效,"1,1,0,0",删除|@1|上的|@2,删除【位置】上的【特效类型】,,,,"1002,1",6|240001,"1045,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130006,删除玩家身上的特效,3,13,特效,"1,1,0,0",删除|@1|身上的|@2,删除【玩家】身上的【特效类型】,,,,"1018,1",6|250001,"1045,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130007,删除生物身上的特效,3,13,特效,"1,1,0,0",删除|@1|身上的|@2,删除【生物】身上的【特效类型】,,,,"1031,1",6|300001,"1045,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130008,删除投掷物上的特效,3,13,特效,"1,1,0,0",删除|@1|上的|@2,删除【投掷物】上的【特效类型】,,,,"1044,1",6|280001,"1045,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130009,改变位置特效大小,3,13,特效,"1,1,0,0",改变|@1|上的|@2|大小为|@3,改变【位置】上的【特效类型】大小为【数值】,,,,"1002,1",6|240001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130010,改变玩家特效大小,3,13,特效,"1,1,0,0",改变|@1|上的|@2|为大小|@3,改变【玩家】上的【特效类型】大小为【数值】,,,,"1018,1",6|250001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130011,改变生物特效大小,3,13,特效,"1,1,0,0",改变|@1|上的|@2|大小为|@3,改变【生物】上的【特效类型】大小为【数值】,,,,"1031,1",6|300001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130012,改变投掷物特效大小,3,13,特效,"1,1,0,0",改变|@1|上的|@2|大小为|@3,改变【投掷物】上的【特效类型】大小为【数值】,,,,"1044,1",6|280001,"1045,1",,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140012,使玩家播放音效,3,14,音效,"1,1,0,0",使|@1|播放场景|@2|，音量为|@3|，音调为|@4|，循环播放为|@5,使【玩家】播放场景【音效】，音量为【数值】，音调为【数值】，循环播放为【布尔值】,,,,"1018,1",6|250001,"1046,1",,"1005,1",1|100,"1005,1",1|1,"1014,1",5|320002,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140013,使生物播放音效,3,14,音效,"1,1,0,0",使|@1|播放场景|@2|，音量为|@3|，音调为|@4|，循环播放为|@5,使【生物】播放场景【音效】，音量为【数值】，音调为【数值】，循环播放为【布尔值】,,,,"1031,1",6|300001,"1046,1",,"1005,1",1|100,"1005,1",1|1,"1014,1",5|320002,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140014,在位置上播放音效,3,14,音效,"1,1,0,0",在|@1|播放场景|@2|，音量为|@3|，音调为|@4|，循环播放为|@5,在【位置】播放场景【音效】，音量为【数值】，音调为【数值】，循环播放为【布尔值】,,,,"1002,1",6|240001,"1046,1",,"1005,1",1|100,"1005,1",1|1,"1014,1",5|320002,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140015,关闭玩家音效,3,14,音效,"1,1,0,0",关闭|@1|身上正在播放的|@2,关闭【玩家】身上正在播放的【音效】,,,,"1018,1",6|250001,"1046,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140016,关闭生物音效,3,14,音效,"1,1,0,0",关闭|@1|身上正在播放的|@2,关闭【生物】身上正在播放的【音效】,,,,"1031,1",6|300001,"1046,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140017,关闭位置音效,3,14,音效,"1,1,0,0",关闭|@1|上正在播放的|@2,关闭【位置】上正在播放的【音效】,,,,"1002,1",6|240001,"1046,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140018,对玩家组播放界面音效,3,14,音效,"1,1,0,0",对|@1|播放界面|@2|，音量为|@3|，音调为|@4|，循环播放为|@5,对【玩家组】播放界面【音效】，音量为【数值】，音调为【数值】，循环播放为【布尔值】,,,,"1019,1",,"1046,1",,"1005,1",1|100,"1005,1",1|1,"1014,1",5|320002,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140019,对玩家播放界面音效,3,14,音效,"1,1,0,0",对|@1|播放界面|@2|，音量为|@3|，音调为|@4|，循环播放为|@5,对【玩家】播放界面【音效】，音量为【数值】，音调为【数值】，循环播放为【布尔值】,,,,"1018,1",6|250001,"1046,1",,"1005,1",1|100,"1005,1",1|1,"1014,1",5|320002,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140020,关闭玩家组界面音效,3,14,音效,"1,1,0,0",关闭|@1|正在播放的界面|@2,关闭【玩家组】正在播放的界面【音效】,,,,"1019,1",,"1046,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140021,关闭玩家界面音效,3,14,音效,"1,1,0,0",关闭|@1|正在播放的界面|@2,关闭【玩家】正在播放的界面【音效】,,,,"1018,1",6|250001,"1046,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140022,对玩家播放界面音乐,3,14,音效,"1,1,0,0",对|@1|播放界面|@2|，音量为|@3|，循环播放为|@4,对【玩家】播放界面【音乐】，音量为【数值】，循环播放为【布尔值】,该触发器播放的声音受到玩家设置的“音效”开关控制，关闭“音效”后声音无法听到,,,"1018,1",6|250001,"1080,1",,"1005,1",1|100,"1014,1",5|320002,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140023,暂停/恢复玩家界面音乐,3,14,音效,"1,1,0,0",@1||@2|正在播放的界面音乐,【暂停恢复】【玩家】正在播放的界面音乐,,,,"1081,1",5|580001,"1018,1",6|250001,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150001,执行脚本,3,15,脚本,"1,0,0,0",执行脚本|@1,执行脚本【脚本】,,,,"1050,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160001,播放广告(老),3,16,开发者,"1,0,0,1",对|@1|播放广告，设置广告位名字为|@2|，并且运行|@3,对【玩家】播放广告，设置广告位名字为【字符串】，并且运行【触发器】,,,,"1018,1",6|250001,"1010,1",,"1038,1",,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160002,打开开发者商店（老）,3,16,开发者,"1,0,0,1",使|@1|打开开发者商店(仅按下按钮和松开按钮可触发),使【玩家】打开开发者商店(仅按下按钮和松开按钮可触发),,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160003,显示商品购买窗口,3,16,开发者,"1,0,0,1",对|@1|显示|@2|的购买窗口，推荐语显示|@3,对【玩家】显示【商品】的购买窗口，推荐语显示【字符串】(仅按下按钮和松开按钮可触发，其他事件直接发放道具),,,,"1018,1",6|250001,"1059,1",,"1010,1",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160004,播放视频,3,16,开发者,"1,0,0,1",对|@1|打开|@2|并自动播放视频,对【玩家】打开【视频链接】并自动播放视频,,,,"1018,1",6|250001,"1073,1",,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160005,播放广告,3,16,开发者,"1,0,0,1",对|@1|播放广告，设置广告位名字为|@2|，并且运行|@3|(仅按下按钮和松开按钮可触发),对【玩家】播放广告，设置广告位名字为【字符串】，并且运行【触发器】(仅按下按钮和松开按钮可触发),,,,"1018,1",6|250001,"1010,1",,"1038,1",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160006,打开开发者商店,3,16,开发者,"1,0,0,1",对|@1|打开开发者商店,对【玩家】打开开发者商店,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160007,打开开发者商店指定页面,3,16,开发者,"1,0,0,1",对|@1|打开开发者商店|@2|，商店名为|@3,对【玩家】打开开发者商店【指定页面】，商店名为【字符串】,,,,"1018,1",6|250001,"1101,1",,"1010,1",,,,,,,,,,,,,,,,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160008,打开商品详情页,3,16,开发者,"1,0,0,1",对|@1|打开|@2|详情页（仅按下按钮和松开按钮可触发）,对【玩家】打开【商品】详情页（仅按下按钮和松开按钮可触发）,,,,"1018,1",6|250001,"1059,1",,,,,,,,,,,,,,,,,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170001,在位置上创建图文信息,3,17,图文信息,"1,1,0,0",在|@1|上创建|@2,在【位置】上创建【图文信息】,,,,"1002,1",6|240001,"1057,1",3|150001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
