物品ID,物品名称（仅备注用）,分类ID,界面分类ID(控制在哪个UI分类下显示的字段，支持填多个ID),品质（-1糟糕，0普通，1稀有，2珍贵，3传说）,需要家园等级（一般用于购买限制）,系列（填stringid）,品牌（填文件夹.文件名，路径在res/ui下）,家园评分,图鉴评分,出售类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）编辑背包回收,出售价格,功能数量（用到几个功能就填几）,功能1ID,功能1值1,功能1值2,功能1值3,功能1值4,功能2ID,功能2值1,功能2值2,功能2值3,功能2值4,功能3ID,功能3值1,功能3值2,功能3值3,功能3值4,界面模型大小,占地大小(512=半格砖 1024=4分之1砖),替代描述（对应stringID，屏蔽原描述和合成配方，显示本表配置描述）
ItemID,Name,ItemType,UiType,Quality,HomeLv,Series,Brand,HomeScore,HandBookScore,SellType,SellNum,FunctionNum,Function1_ID,Function1_val1,Function1_val2,Function1_val3,Function1_val4,Function2_ID,Function2_val1,Function2_val2,Function2_val3,Function2_val4,Function3_ID,Function3_val1,Function3_val2,Function3_val3,Function3_val4,ModelSize,AreaSize,ReplaceString
3,静态水,1002,1101|1102,0,,,,,,,,2,1,1x1x1,,,,19,1,,,,,,,,,,,
64014,蔬菜汤,6001,6001,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64015,蛋炒饭,6001,6001,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
64016,烟熏火腿,6001,6001,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64017,面条汤,6001,6001,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64018,奶油蛋糕,6002,6002,0,,,,,,2,10,1,20,400,12,,,,,,,,,,,,,,,
64019,蜂蜜蛋糕,6002,6002,0,,,,,,2,10,1,20,200,7,,,,,,,,,,,,,,,
64020,牛奶糖,6002,6002,0,,,,,,2,10,1,20,400,12,,,,,,,,,,,,,,,
64021,饼干,6002,6002,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64022,薯条,6002,6002,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64023,南瓜饼,6002,6002,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
64024,水果拼盘,6002,6002,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64025,鸡肉汉堡,6002,6002,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64026,牛肉汉堡,6002,6002,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64027,羊肉汉堡,6002,6002,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64028,墩墩肉汉堡,6002,6002,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64029,年糕,6002,6002,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64030,汤圆,6002,6002,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64031,奶酪,6002,6002,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64032,冰淇淋,6002,6002,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64033,水果冰淇淋,6002,6002,0,,,,,10,2,10,1,20,600,18,,,,,,,,,,,,,,,
64034,炒瓜子,6002,6002,0,,,,,10,2,10,1,20,200,7,,,,,,,,,,,,,,,
64035,盒装牛奶,6003,6003,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
64036,水果奶昔,6003,6003,0,,,,,10,2,10,1,20,600,16,,,,,,,,,,,,,,,
64037,西瓜汁,6003,6003,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64038,芒果汁,6003,6003,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64039,梨子果汁,6003,6003,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64040,柑橘果汁,6003,6003,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64041,桃子果汁,6003,6003,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64042,蜂蜜茶,6003,6003,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64043,球球豆浆,6003,6003,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
64044,气泡果汁,6003,6003,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
64045,恶魔果汁,6003,6003,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64046,酸奶,6003,6003,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64047,胡萝卜汁,6003,6003,0,,,,,10,2,10,1,20,200,8,,,,,,,,,,,,,,,
64048,咖啡,6003,6003,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64049,清凉菊花茶,6003,6003,0,,,,,10,2,10,1,20,500,15,,,,,,,,,,,,,,,
64050,龙舌兰特饮,6003,6003,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64051,猩红药剂,6003,6003,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
64052,玫瑰花茶,6003,6003,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64054,普通米饭,6001,6001,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64055,佳品米饭,6001,6001,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64056,极品米饭,6001,6001,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64057,绝味米饭,6001,6001,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64058,普通小麦面包,6001,6001,-1,,,,,,2,10,1,20,190,8,,,,,,,,,,,,,,,
64059,佳品小麦面包,6001,6001,1,,,,,,2,10,1,20,210,8,,,,,,,,,,,,,,,
64060,极品小麦面包,6001,6001,2,,,,,,2,10,1,20,220,8,,,,,,,,,,,,,,,
64061,绝味小麦面包,6001,6001,3,,,,,,2,10,1,20,230,8,,,,,,,,,,,,,,,
64062,普通粽子,6001,6001,-1,,,,,,2,10,1,20,380,12,,,,,,,,,,,,,,,
64063,佳品粽子,6001,6001,1,,,,,,2,10,1,20,420,12,,,,,,,,,,,,,,,
64064,极品粽子,6001,6001,2,,,,,,2,10,1,20,440,12,,,,,,,,,,,,,,,
64065,绝味粽子,6001,6001,3,,,,,,2,10,1,20,460,12,,,,,,,,,,,,,,,
64066,普通凉拌萝卜,6001,6001,-1,,,,,,2,10,1,20,170,8,,,,,,,,,,,,,,,
64067,佳品凉拌萝卜,6001,6001,1,,,,,,2,10,1,20,230,8,,,,,,,,,,,,,,,
64068,极品凉拌萝卜,6001,6001,2,,,,,,2,10,1,20,260,8,,,,,,,,,,,,,,,
64069,绝味凉拌萝卜,6001,6001,3,,,,,,2,10,1,20,290,8,,,,,,,,,,,,,,,
64070,普通烤鸡腿,6001,6001,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64071,佳品烤鸡腿,6001,6001,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64072,极品烤鸡腿,6001,6001,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64073,绝味烤鸡腿,6001,6001,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64074,普通烤牛排,6001,6001,-1,,,,,,2,10,1,20,385,12,,,,,,,,,,,,,,,
64075,佳品烤牛排,6001,6001,1,,,,,,2,10,1,20,415,12,,,,,,,,,,,,,,,
64076,极品烤牛排,6001,6001,2,,,,,,2,10,1,20,430,12,,,,,,,,,,,,,,,
64077,绝味烤牛排,6001,6001,3,,,,,,2,10,1,20,445,12,,,,,,,,,,,,,,,
64078,普通烤羊腿,6001,6001,-1,,,,,,2,10,1,20,385,12,,,,,,,,,,,,,,,
64079,佳品烤羊腿,6001,6001,1,,,,,,2,10,1,20,415,12,,,,,,,,,,,,,,,
64080,极品烤羊腿,6001,6001,2,,,,,,2,10,1,20,430,12,,,,,,,,,,,,,,,
64081,绝味烤羊腿,6001,6001,3,,,,,,2,10,1,20,445,12,,,,,,,,,,,,,,,
64082,普通烤墩墩肉,6001,6001,-1,,,,,,2,10,1,20,285,9,,,,,,,,,,,,,,,
64083,佳品烤墩墩肉,6001,6001,1,,,,,,2,10,1,20,315,9,,,,,,,,,,,,,,,
64084,极品烤墩墩肉,6001,6001,2,,,,,,2,10,1,20,330,9,,,,,,,,,,,,,,,
64085,绝味烤墩墩肉,6001,6001,3,,,,,,2,10,1,20,345,9,,,,,,,,,,,,,,,
64086,普通蔬菜汤,6001,6001,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64087,佳品蔬菜汤,6001,6001,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64088,极品蔬菜汤,6001,6001,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64089,绝味蔬菜汤,6001,6001,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64090,普通蛋炒饭,6001,6001,-1,,,,,,2,10,1,20,280,9,,,,,,,,,,,,,,,
64091,佳品蛋炒饭,6001,6001,1,,,,,,2,10,1,20,320,9,,,,,,,,,,,,,,,
64092,极品蛋炒饭,6001,6001,2,,,,,,2,10,1,20,340,9,,,,,,,,,,,,,,,
64093,绝味蛋炒饭,6001,6001,3,,,,,,2,10,1,20,360,9,,,,,,,,,,,,,,,
64094,普通烟熏火腿,6001,6001,-1,,,,,,2,10,1,20,185,6,,,,,,,,,,,,,,,
64095,佳品烟熏火腿,6001,6001,1,,,,,,2,10,1,20,215,6,,,,,,,,,,,,,,,
64096,极品烟熏火腿,6001,6001,2,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64097,绝味烟熏火腿,6001,6001,3,,,,,,2,10,1,20,245,6,,,,,,,,,,,,,,,
64098,普通面条汤,6001,6001,-1,,,,,,2,10,1,20,188,6,,,,,,,,,,,,,,,
64099,佳品面条汤,6001,6001,1,,,,,,2,10,1,20,212,6,,,,,,,,,,,,,,,
64100,极品面条汤,6001,6001,2,,,,,,2,10,1,20,224,6,,,,,,,,,,,,,,,
64101,绝味面条汤,6001,6001,3,,,,,,2,10,1,20,236,6,,,,,,,,,,,,,,,
64102,普通奶油蛋糕,6002,6002,-1,,,,,,2,10,1,20,370,12,,,,,,,,,,,,,,,
64103,佳品奶油蛋糕,6002,6002,1,,,,,,2,10,1,20,430,12,,,,,,,,,,,,,,,
64104,极品奶油蛋糕,6002,6002,2,,,,,,2,10,1,20,460,12,,,,,,,,,,,,,,,
64105,绝味奶油蛋糕,6002,6002,3,,,,,,2,10,1,20,490,12,,,,,,,,,,,,,,,
64106,普通蜂蜜蛋糕,6002,6002,-1,,,,,,2,10,1,20,185,7,,,,,,,,,,,,,,,
64107,佳品蜂蜜蛋糕,6002,6002,1,,,,,,2,10,1,20,215,7,,,,,,,,,,,,,,,
64108,极品蜂蜜蛋糕,6002,6002,2,,,,,,2,10,1,20,230,7,,,,,,,,,,,,,,,
64109,绝味蜂蜜蛋糕,6002,6002,3,,,,,,2,10,1,20,245,7,,,,,,,,,,,,,,,
64110,普通牛奶糖,6002,6002,-1,,,,,,2,10,1,20,365,12,,,,,,,,,,,,,,,
64111,佳品牛奶糖,6002,6002,1,,,,,,2,10,1,20,435,12,,,,,,,,,,,,,,,
64112,极品牛奶糖,6002,6002,2,,,,,,2,10,1,20,470,12,,,,,,,,,,,,,,,
64113,绝味牛奶糖,6002,6002,3,,,,,,2,10,1,20,505,12,,,,,,,,,,,,,,,
64114,普通饼干,6002,6002,-1,,,,,,2,10,1,20,185,6,,,,,,,,,,,,,,,
64115,佳品饼干,6002,6002,1,,,,,,2,10,1,20,215,6,,,,,,,,,,,,,,,
64116,极品饼干,6002,6002,2,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64117,绝味饼干,6002,6002,3,,,,,,2,10,1,20,245,6,,,,,,,,,,,,,,,
64118,普通薯条,6002,6002,-1,,,,,,2,10,1,20,180,6,,,,,,,,,,,,,,,
64119,佳品薯条,6002,6002,1,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64120,极品薯条,6002,6002,2,,,,,,2,10,1,20,240,6,,,,,,,,,,,,,,,
64121,绝味薯条,6002,6002,3,,,,,,2,10,1,20,260,6,,,,,,,,,,,,,,,
64122,普通南瓜饼,6002,6002,-1,,,,,,2,10,1,20,280,9,,,,,,,,,,,,,,,
64123,佳品南瓜饼,6002,6002,1,,,,,,2,10,1,20,320,9,,,,,,,,,,,,,,,
64124,极品南瓜饼,6002,6002,2,,,,,,2,10,1,20,340,9,,,,,,,,,,,,,,,
64125,绝味南瓜饼,6002,6002,3,,,,,,2,10,1,20,360,9,,,,,,,,,,,,,,,
64126,普通水果拼盘,6002,6002,-1,,,,,,2,10,1,20,360,12,,,,,,,,,,,,,,,
64127,佳品水果拼盘,6002,6002,1,,,,,,2,10,1,20,440,12,,,,,,,,,,,,,,,
64128,极品水果拼盘,6002,6002,2,,,,,,2,10,1,20,480,12,,,,,,,,,,,,,,,
64129,绝味水果拼盘,6002,6002,3,,,,,,2,10,1,20,520,12,,,,,,,,,,,,,,,
64130,普通鸡肉汉堡,6002,6002,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64131,佳品鸡肉汉堡,6002,6002,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64132,极品鸡肉汉堡,6002,6002,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64133,绝味鸡肉汉堡,6002,6002,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64134,普通牛肉汉堡,6002,6002,-1,,,,,,2,10,1,20,470,15,,,,,,,,,,,,,,,
64135,佳品牛肉汉堡,6002,6002,1,,,,,,2,10,1,20,530,15,,,,,,,,,,,,,,,
64136,极品牛肉汉堡,6002,6002,2,,,,,,2,10,1,20,560,15,,,,,,,,,,,,,,,
64137,绝味牛肉汉堡,6002,6002,3,,,,,,2,10,1,20,590,15,,,,,,,,,,,,,,,
64138,普通羊肉汉堡,6002,6002,-1,,,,,,2,10,1,20,470,15,,,,,,,,,,,,,,,
64139,佳品羊肉汉堡,6002,6002,1,,,,,,2,10,1,20,530,15,,,,,,,,,,,,,,,
64140,极品羊肉汉堡,6002,6002,2,,,,,,2,10,1,20,560,15,,,,,,,,,,,,,,,
64141,绝味羊肉汉堡,6002,6002,3,,,,,,2,10,1,20,590,15,,,,,,,,,,,,,,,
64142,普通墩墩肉汉堡,6002,6002,-1,,,,,,2,10,1,20,360,12,,,,,,,,,,,,,,,
64143,佳品墩墩肉汉堡,6002,6002,1,,,,,,2,10,1,20,440,12,,,,,,,,,,,,,,,
64144,极品墩墩肉汉堡,6002,6002,2,,,,,,2,10,1,20,480,12,,,,,,,,,,,,,,,
64145,绝味墩墩肉汉堡,6002,6002,3,,,,,,2,10,1,20,520,12,,,,,,,,,,,,,,,
64146,普通年糕,6002,6002,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64147,佳品年糕,6002,6002,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64148,极品年糕,6002,6002,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64149,绝味年糕,6002,6002,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64150,普通汤圆,6002,6002,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64151,佳品汤圆,6002,6002,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64152,极品汤圆,6002,6002,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64153,绝味汤圆,6002,6002,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64154,普通奶酪,6002,6002,-1,,,,,,2,10,1,20,475,15,,,,,,,,,,,,,,,
64155,佳品奶酪,6002,6002,1,,,,,,2,10,1,20,525,15,,,,,,,,,,,,,,,
64156,极品奶酪,6002,6002,2,,,,,,2,10,1,20,550,15,,,,,,,,,,,,,,,
64157,绝味奶酪,6002,6002,3,,,,,,2,10,1,20,575,15,,,,,,,,,,,,,,,
64158,普通冰淇淋,6002,6002,-1,,,,,,2,10,1,20,465,15,,,,,,,,,,,,,,,
64159,佳品冰淇淋,6002,6002,1,,,,,,2,10,1,20,535,15,,,,,,,,,,,,,,,
64160,极品冰淇淋,6002,6002,2,,,,,,2,10,1,20,570,15,,,,,,,,,,,,,,,
64161,绝味冰淇淋,6002,6002,3,,,,,,2,10,1,20,605,15,,,,,,,,,,,,,,,
64162,普通水果冰淇淋,6002,6002,-1,,,,,,2,10,1,20,565,18,,,,,,,,,,,,,,,
64163,佳品水果冰淇淋,6002,6002,1,,,,,,2,10,1,20,635,18,,,,,,,,,,,,,,,
64164,极品水果冰淇淋,6002,6002,2,,,,,,2,10,1,20,670,18,,,,,,,,,,,,,,,
64165,绝味水果冰淇淋,6002,6002,3,,,,,,2,10,1,20,705,18,,,,,,,,,,,,,,,
64166,普通炒瓜子,6002,6002,-1,,,,,,2,10,1,20,185,7,,,,,,,,,,,,,,,
64167,佳品炒瓜子,6002,6002,1,,,,,,2,10,1,20,215,7,,,,,,,,,,,,,,,
64168,极品炒瓜子,6002,6002,2,,,,,,2,10,1,20,230,7,,,,,,,,,,,,,,,
64169,绝味炒瓜子,6002,6002,3,,,,,,2,10,1,20,245,7,,,,,,,,,,,,,,,
64170,普通盒装牛奶,6003,6003,-1,,,,,,2,10,1,20,285,9,,,,,,,,,,,,,,,
64171,佳品盒装牛奶,6003,6003,1,,,,,,2,10,1,20,315,9,,,,,,,,,,,,,,,
64172,极品盒装牛奶,6003,6003,2,,,,,,2,10,1,20,330,9,,,,,,,,,,,,,,,
64173,绝味盒装牛奶,6003,6003,3,,,,,,2,10,1,20,345,9,,,,,,,,,,,,,,,
64174,普通水果奶昔,6003,6003,-1,,,,,,2,10,1,20,570,16,,,,,,,,,,,,,,,
64175,佳品水果奶昔,6003,6003,1,,,,,,2,10,1,20,630,16,,,,,,,,,,,,,,,
64176,极品水果奶昔,6003,6003,2,,,,,,2,10,1,20,660,16,,,,,,,,,,,,,,,
64177,绝味水果奶昔,6003,6003,3,,,,,,2,10,1,20,690,16,,,,,,,,,,,,,,,
64178,普通西瓜汁,6003,6003,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64179,佳品西瓜汁,6003,6003,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64180,极品西瓜汁,6003,6003,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64181,绝味西瓜汁,6003,6003,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64182,普通芒果汁,6003,6003,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64183,佳品芒果汁,6003,6003,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64184,极品芒果汁,6003,6003,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64185,绝味芒果汁,6003,6003,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64186,普通梨子果汁,6003,6003,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64187,佳品梨子果汁,6003,6003,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64188,极品梨子果汁,6003,6003,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64189,绝味梨子果汁,6003,6003,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64190,普通柑橘果汁,6003,6003,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64191,佳品柑橘果汁,6003,6003,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64192,极品柑橘果汁,6003,6003,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64193,绝味柑橘果汁,6003,6003,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64194,普通桃子果汁,6003,6003,-1,,,,,,2,10,1,20,190,6,,,,,,,,,,,,,,,
64195,佳品桃子果汁,6003,6003,1,,,,,,2,10,1,20,210,6,,,,,,,,,,,,,,,
64196,极品桃子果汁,6003,6003,2,,,,,,2,10,1,20,220,6,,,,,,,,,,,,,,,
64197,绝味桃子果汁,6003,6003,3,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64198,普通蜂蜜茶,6003,6003,-1,,,,,,2,10,1,20,185,6,,,,,,,,,,,,,,,
64199,佳品蜂蜜茶,6003,6003,1,,,,,,2,10,1,20,215,6,,,,,,,,,,,,,,,
64200,极品蜂蜜茶,6003,6003,2,,,,,,2,10,1,20,230,6,,,,,,,,,,,,,,,
64201,绝味蜂蜜茶,6003,6003,3,,,,,,2,10,1,20,245,6,,,,,,,,,,,,,,,
64202,普通球球豆浆,6003,6003,-1,,,,,,2,10,1,20,280,9,,,,,,,,,,,,,,,
64203,佳品球球豆浆,6003,6003,1,,,,,,2,10,1,20,320,9,,,,,,,,,,,,,,,
64204,极品球球豆浆,6003,6003,2,,,,,,2,10,1,20,340,9,,,,,,,,,,,,,,,
64205,绝味球球豆浆,6003,6003,3,,,,,,2,10,1,20,360,9,,,,,,,,,,,,,,,
64206,普通气泡果汁,6003,6003,-1,,,,,,2,10,1,20,280,9,,,,,,,,,,,,,,,
64207,佳品气泡果汁,6003,6003,1,,,,,,2,10,1,20,320,9,,,,,,,,,,,,,,,
64208,极品气泡果汁,6003,6003,2,,,,,,2,10,1,20,340,9,,,,,,,,,,,,,,,
64209,绝味气泡果汁,6003,6003,3,,,,,,2,10,1,20,360,9,,,,,,,,,,,,,,,
64210,普通恶魔果汁,6003,6003,-1,,,,,,2,10,1,20,470,15,,,,,,,,,,,,,,,
64211,佳品恶魔果汁,6003,6003,1,,,,,,2,10,1,20,530,15,,,,,,,,,,,,,,,
64212,极品恶魔果汁,6003,6003,2,,,,,,2,10,1,20,560,15,,,,,,,,,,,,,,,
64213,绝味恶魔果汁,6003,6003,3,,,,,,2,10,1,20,590,15,,,,,,,,,,,,,,,
64214,普通酸奶,6003,6003,-1,,,,,,2,10,1,20,470,15,,,,,,,,,,,,,,,
64215,佳品酸奶,6003,6003,1,,,,,,2,10,1,20,530,15,,,,,,,,,,,,,,,
64216,极品酸奶,6003,6003,2,,,,,,2,10,1,20,560,15,,,,,,,,,,,,,,,
64217,绝味酸奶,6003,6003,3,,,,,,2,10,1,20,590,15,,,,,,,,,,,,,,,
64218,普通胡萝卜汁,6003,6003,-1,,,,,,2,10,1,20,190,8,,,,,,,,,,,,,,,
64219,佳品胡萝卜汁,6003,6003,1,,,,,,2,10,1,20,230,8,,,,,,,,,,,,,,,
64220,极品胡萝卜汁,6003,6003,2,,,,,,2,10,1,20,260,8,,,,,,,,,,,,,,,
64221,绝味胡萝卜汁,6003,6003,3,,,,,,2,10,1,20,290,8,,,,,,,,,,,,,,,
64222,普通咖啡,6003,6003,-1,,,,,,2,10,1,20,380,12,,,,,,,,,,,,,,,
64223,佳品咖啡,6003,6003,1,,,,,,2,10,1,20,420,12,,,,,,,,,,,,,,,
64224,极品咖啡,6003,6003,2,,,,,,2,10,1,20,440,12,,,,,,,,,,,,,,,
64225,绝味咖啡,6003,6003,3,,,,,,2,10,1,20,460,12,,,,,,,,,,,,,,,
64226,普通清凉菊花茶,6003,6003,-1,,,,,,2,10,1,20,470,15,,,,,,,,,,,,,,,
64227,佳品清凉菊花茶,6003,6003,1,,,,,,2,10,1,20,530,15,,,,,,,,,,,,,,,
64228,极品清凉菊花茶,6003,6003,2,,,,,,2,10,1,20,560,15,,,,,,,,,,,,,,,
64229,绝味清凉菊花茶,6003,6003,3,,,,,,2,10,1,20,590,15,,,,,,,,,,,,,,,
64230,普通龙舌兰特饮,6003,6003,-1,,,,,,2,10,1,20,365,12,,,,,,,,,,,,,,,
64231,佳品龙舌兰特饮,6003,6003,1,,,,,,2,10,1,20,435,12,,,,,,,,,,,,,,,
64232,极品龙舌兰特饮,6003,6003,2,,,,,,2,10,1,20,470,12,,,,,,,,,,,,,,,
64233,绝味龙舌兰特饮,6003,6003,3,,,,,,2,10,1,20,505,12,,,,,,,,,,,,,,,
64234,普通猩红饮料,6003,6003,-1,,,,,,2,10,1,20,280,9,,,,,,,,,,,,,,,
64235,佳品猩红饮料,6003,6003,1,,,,,,2,10,1,20,320,9,,,,,,,,,,,,,,,
64236,极品猩红饮料,6003,6003,2,,,,,,2,10,1,20,340,9,,,,,,,,,,,,,,,
64237,绝味猩红饮料,6003,6003,3,,,,,,2,10,1,20,360,9,,,,,,,,,,,,,,,
64238,普通玫瑰花茶,6003,6003,-1,,,,,,2,10,1,20,380,12,,,,,,,,,,,,,,,
64239,佳品玫瑰花茶,6003,6003,1,,,,,,2,10,1,20,420,12,,,,,,,,,,,,,,,
64240,极品玫瑰花茶,6003,6003,2,,,,,,2,10,1,20,440,12,,,,,,,,,,,,,,,
64241,绝味玫瑰花茶,6003,6003,3,,,,,,2,10,1,20,460,12,,,,,,,,,,,,,,,
64242,馒头,6001,6001,0,,,,,10,2,10,1,20,330,11,,,,,,,,,,,,,,,
64243,糯米团,6002,6002,0,,,,,10,2,10,1,20,330,11,,,,,,,,,,,,,,,
64244,能量水,6003,6003,0,,,,,10,2,10,1,20,330,11,,,,,,,,,,,,,,,
64245,花生碎,6002,6002,0,,,,,10,2,10,1,20,200,8,,,,,,,,,,,,,,,
64246,普通花生碎,6002,6002,-1,,,,,,2,10,1,20,190,8,,,,,,,,,,,,,,,
64247,佳品花生碎,6002,6002,1,,,,,,2,10,1,20,210,8,,,,,,,,,,,,,,,
64248,极品花生碎,6002,6002,2,,,,,,2,10,1,20,220,8,,,,,,,,,,,,,,,
64249,绝味花生碎,6002,6002,3,,,,,,2,10,1,20,230,8,,,,,,,,,,,,,,,
64250,芦荟汁,6003,6003,0,,,,,10,2,10,1,20,200,8,,,,,,,,,,,,,,,
64251,普通芦荟汁,6003,6003,-1,,,,,,2,10,1,20,190,8,,,,,,,,,,,,,,,
64252,佳品芦荟汁,6003,6003,1,,,,,,2,10,1,20,210,8,,,,,,,,,,,,,,,
64253,极品芦荟汁,6003,6003,2,,,,,,2,10,1,20,220,8,,,,,,,,,,,,,,,
64254,绝味芦荟汁,6003,6003,3,,,,,,2,10,1,20,230,8,,,,,,,,,,,,,,,
65000,临时菜品1,6001,6001,0,,,,,,2,10,1,20,1,8,,,,,,,,,,,,,,,
65001,临时菜品2,6001,6001,0,,,,,,2,10,1,20,1,8,,,,,,,,,,,,,,,
65002,临时菜品3,6002,6002,0,,,,,,2,10,1,20,1,8,,,,,,,,,,,,,,,
65003,临时菜品4,6003,6003,0,,,,,,2,10,1,20,1,8,,,,,,,,,,,,,,,
66000,64001~66000为家园食物道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66001,资源道具1,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66002,资源道具2,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66003,资源道具3,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66004,资源道具4,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66005,资源道具5,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66006,资源道具6,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66007,资源道具7,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66008,资源道具8,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66009,资源道具9,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
66010,资源道具10,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
68000,66001~68000为家园资源道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
