工具id,名称,类型：1斧，2镐，3铲，4耙，5剪刀，6工具，7弓，8头盔，9胸甲，10护腿，11靴子，12容器，13点火石，14投掷物，16披风（特殊），17空白卷轴，18火之卷轴，19坐骑鞍，20坐骑项圈，21混乱卷轴，22捕鱼网，23变异卷轴，24法杖，25家园回收（植物），26家园回收（动物），27合成锤，28锅，29鱼竿,子类型：1-剑，2-盾，3-锤，4-矛，5-镐，6-斧，7-铲，8-耙，9-弓，10-杖，11-箭，12-法球，13-回旋镖,等级（装备的等级必须和美术模型名称尾缀数字相同，不然会影响到野人伙伴装备的显隐及行为树）,子等级（用于双持武器配置用的等级，不为0的才会参与到双持内）,技能冷却,效率加成,视野亮度,"攻击类型:0近程,1远程,2爆炸",攻击力,削韧值（默认5）,物理防御,近战防御,远程防御,爆炸防御,元素防御,混乱防御,燃烧防御,毒素防御,冰冻防御,移动速度加成,行走速度,潜行速度,奔跑速度,游泳速度,开垦速度（单位tick）,攻击速度倍率,韧性,韧性恢复间隔时间,韧性恢复速度,攻击附带buffid（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的id）,攻击附带bufflv（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的lv）,耐久,采集消耗耐久,攻击1次消耗耐久,耐压阈值（控制水压环境中装备是否会被损坏）,压力消耗耐久（配合耐压阈值使用，控制水压环境中装备耐久的消耗速度）,修复消耗经验,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,修理材料ID1,修复量1,修理材料ID2,修复量2,修理材料ID3,修复量3,修理材料ID4,修复量4,修理材料ID5,修复量5,修理材料ID6,修复量6,效果库ID1（仅限装备道具使用）,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,分数,自带附魔（旧字段，不要用，但是不可以删）,自带新附魔,消耗ItemID,每次消耗的数量,发射音效,蓄力时间,"蓄力种类(0-弓那种,1-必须蓄到完成才能用,2-无需蓄力)",蓄力消耗体力（默认不填就读luaconstans）,蓄力音效,释放音效,攻击连段动作列表,连段计时器,游泳攻击动作,骑乘攻击动作,第一人称挖掘动作,第一人称启动动作,第一人称循环动作,第一人称右键施放动作,工具启动动作,工具循环动作,工具攻击动作,第三人称待机,第三人称挖掘动作,第三人称循环,第三人称右键施放,第三人称攻击特效,工具切换模型/弓切换有箭和没箭模型,挥动音效,附魔特效比例(默认是1倍写200就是2倍),初速度加成,可否投掷/0=不可投掷，1=可投掷,温度防御,元素攻击,混乱攻击,燃烧攻击,毒素攻击,冰冻攻击,击退抗性（万分比）,评分（用于更换标准）
9996,微缩弓,7,9,1,,,0,,1,25,,,0,,,,,,,,,,,,,,,,,,,,300,0,1,,,20,0,710,67,,,,,,,,,,,,,,,,,,,,,,,,12051,1,misc.bow,1,,,,,,,,,,101111,,,100301,100302,100303,,,100116,,,,,10000,,,,,,,,,,0
11228,花冠,8,,7,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,10,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12201,皮头盔,8,,1,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,60,0,0,2,3,1,0,11307,12,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,200,5
12211,链甲头盔,8,,2,,,0,,,,,6,,3,,,,,,,,,,,,,,,,,,,225,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
11232,陨魔假面,8,,2,,,0,,,,,5,,5,,,,,,,,,,,,,,,,,,,300,0,0,3,5,2,0,11511,60,,,,,,,,,,,1066,1|5,1067,5|5,1068,10|5|1|115,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,32
12216,黄铜头盔,8,,4,,,0,,,,,2,,,,1,,,,,,,,,,,,,,,,,120,0,0,2,3,2,0,11329,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,400,15
12221,秘银头盔,8,,3,,,0,,,,,5,,,,2,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12226,中式头盔,8,,1,,,0,,,,,6,,,,3,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11207,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12231,钛金头盔,8,,5,,,0,,,,,9,,,,3,,,,,,,,,,,,,,,,,400,0,0,3,3,6,0,11330,80,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,800,65
12241,钨金头盔,8,,6,,,0,,,,,18,,,,6,,,,,,,,,,,,,,,,,525,0,0,3,3,10,0,11203,105,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,1000,100
12246,野人面具,8,,1,,,0,,,,,5,,,,,,,,,,,,,,,,,,,,,120,0,0,2,3,2,0,11207,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,15
12202,皮胸甲,9,,1,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,60,0,0,2,3,1,0,11307,12,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,200,5
12212,链甲胸甲,9,,2,,,0,,,,,9,,5,,,,,,,,,,,,,,,,,,,225,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12217,黄铜胸甲,9,,4,,,0,,,,,4,,,,2,,,,,,,,,,,,,,,,,120,0,0,2,3,2,0,11329,24,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,400,15
12222,秘银胸甲,9,,3,,,0,,,,,8,,,,3,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12227,中式胸甲,9,,1,,,0,,,,,9,,,,4,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11207,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12232,钛金胸甲,9,,5,,,0,,,,,15,,,,5,,,,,,,,,,,,,,,,,400,0,0,3,3,6,0,11330,80,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,800,65
12242,钨金胸甲,9,,6,,,0,,,,,29,,,,10,,,,,,,,,,,,,,,,,525,0,0,3,3,10,0,11203,105,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,1000,100
12203,皮护腿,10,,1,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,60,0,0,2,3,1,0,11307,12,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,200,5
12213,链甲护腿,10,,2,,,0,,,,,8,,4,,,,,,,,,,,,,,,,,,,225,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12218,黄铜护腿,10,,4,,,0,,,,,3,,,,1,,,,,,,,,,,,,,,,,120,0,0,2,3,2,0,11329,24,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,400,15
12223,秘银护腿,10,,3,,,0,,,,,7,,,,3,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12228,中式护腿,10,,1,,,0,,,,,8,,,,3,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11207,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12233,钛金护腿,10,,5,,,0,,,,,12,,,,4,,,,,,,,,,,,,,,,,400,0,0,3,3,6,0,11330,80,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,800,65
12243,钨金护腿,10,,6,,,0,,,,,25,,,,8,,,,,,,,,,,,,,,,,525,0,0,3,3,10,0,11203,105,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,1000,100
12204,皮靴子,11,,1,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,60,0,0,2,3,1,0,11307,12,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,200,5
12214,链甲靴子,11,,2,,,0,,,,,6,,3,,,,,,,,,,,,,,,,,,,225,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12219,黄铜靴子,11,,4,,,0,,,,,2,,,,1,,,,,,,,,,,,,,,,,120,0,0,2,3,2,0,11329,24,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,400,15
12224,秘银靴子,11,,3,,,0,,,,,5,,,,2,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11209,40,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,600,32
12229,中式靴子,11,,1,,,0,,,,,6,,,,3,,,,,,,,,,,,,,,,,200,0,0,3,5,3,0,11207,40,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12234,钛金靴子,11,,5,,,0,,,,,9,,,,3,,,,,,,,,,,,,,,,,400,0,0,3,3,6,0,11330,80,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,800,65
12244,钨金靴子,11,,6,,,0,,,,,18,,,,6,,,,,,,,,,,,,,,,,525,0,0,3,3,10,0,11203,105,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,1000,100
11048,木桶,12,,1,,,0,,,,,,0,,,,,,,,,,,,,7,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc.netting,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11049,瓶装水,12,,1,,,0,,,,,,0,,,,,,,,,,,,,10,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11050,秘银桶,12,,1,,,0,,,,,,0,,,,,,,,,,,,,5,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc.netting,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11051,瓶装水,12,,1,,,0,,,,,,0,,,,,,,,,,,,,10,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11052,岩浆坩埚,12,,1,,,0,,,,,,0,,,,,,,,,,,,,10,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11053,蜂蜜秘银桶,12,,1,,,0,,,,,,0,,,,,,,,,,,,,10,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11064,坩埚,12,,1,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11065,盛水钛桶,12,,1,,,0,,,,,,0,,,,,,,,,,,,,10,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11066,蜂蜜钛桶,12,,1,,,0,,,,,,0,,,,,,,,,,,,,10,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11320,小玻璃瓶,12,,1,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misc.netting,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
11055,点火器,13,,,,,0,,,,,,,,,,,,,,,,,,,10,,,,,,,50,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10103,投掷物模板,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,1,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12051,石箭,14,11,1,,,0,,1,15,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.bow,1,1,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12052,嘟嘟鸟蛋,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12053,企鹅蛋,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12054,小沙包,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12061,鲨鱼弓,7,9,1,,,0,,1,25,,,0,,,,,,,,,,,,,,,,,,,,300,0,1,,,5,0,11330,60,,,,,,,,,,,,,,,,,,,,,25.5,,,12062,1,misc.bow,1,,,,,,,,,,101111,,,100301,100302,100303,,,100116,,,1,,10000,,,,,,,,,,2550
12062,海洋箭,14,11,1,,,0,,1,15,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.bow,1,1,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12057,圣诞小雪球,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12058,红色福袋,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12059,汤圆,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12060,紫色福袋,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12280,大爆竹,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.explosive,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12282,石子,14,11,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12285,火箭弹,14,,1,,,0,,1,25,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,1,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12286,金色福袋,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12287,泡泡球,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12289,蜂刺飞镖,14,11,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12290,荧光球,14,,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12619,刺球,14,,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,0,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12836,红色新年烟花,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.yanhua.launch1,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12837,紫色新年烟花,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.yanhua.launch1,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12838,绿色新年烟花,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.yanhua.launch1,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15007,罐装手雷,14,,1,,,0,,1,,50,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,,0.7,0,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15008,菠萝手雷,14,,1,,,0,,1,,50,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,,0.7,0,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12588,变蛋枪子弹,14,,1,,,0,,1,1,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12590,荧光弹,14,,1,,,0,,1,5,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
12591,荧光球,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12248,彩蛋,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12240,小彩蛋,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
12249,彩弹枪子弹,14,,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
15003,子弹,14,11,1,,,0,,1,15,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,0
15050,投射物-野人投矛手,14,11,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15051,投射物-硫黄弓手,14,11,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15052,投射物-小恶魔,14,,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15053,投射物-野生团子,14,,1,,,0,,1,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,misc.throw,,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15054,投射物-黑龙火球,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15055,投射物-黑龙熔岩石柱,14,,1,,,0,,1,100,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15056,投射物-黑龙熔岩球,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15057,投射物-黑龙混乱球,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15058,投射物-小外星人A,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3110.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15059,投射物-小外星人B,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3111.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15060,投射物-小外星人C,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3112.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15061,投射物-萌眼叮叮,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3110.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15062,投射物-萌眼咚咚,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3111.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15063,投射物-萌眼当当,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3112.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15064,投射物-萌眼叮咚,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3110.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15065,投射物-萌眼叮当,14,,1,,,0,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3110.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15066,投射物-萌眼咚当,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3112.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15067,投射物-萌眼咻咻,14,,1,,,0,,1,4,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,ent.3112.projectile_throw,,2,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15068,投射物-混乱弓手,14,11,1,,,0,,1,10,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,,1,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15069,投射物-远程守卫,14,,1,,,0,,1,25,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.bow,,1,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
15070,投射物-远程守卫,14,,1,,,0,,1,25,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,1,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,,,,,,0
