方块ID,方块名称,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],渲染贴图组,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石质，2=黄铜，3=秘银，4=钛金，5=钨金）,随机颜色,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1)
137,萌眼星土坑,Horaspit,Horaspit,,,cosmicburyland,,4,4,,,1,1,1,1,0,0,0,,,,,7,3.5,1,0,,0,,117,10000,0,0,117,10000,,,2,15,0,,1,cosmicburyland,,blocks.grass,blockd.grass,,117,3,1,,6c5a1a,,,,,,,1,15,15,,6,,,,,
138,污染方块,ToxicBlock,ToxicBlock,,,pollution,,4,4,,,1,1,1,1,2,0,0,,,,,-1,-1,1.6,0,,0,,1,10000,0,0,0,0,,,1,15,0,,1,battlegroundblock,,blocks.stone,blockd.stone,,0,0,,,3d3c59,,,,,1,,1,15,15,,6,,,,,
139,BOSS战使用方块,BossFightUtilityBlock,BossFightUtilityBlock,,,giantbattletotem,,,,,,,1,1,1,2,0,0,,,,,500,50,1,0,,0,,0,10000,0,0,0,0,,,1,1,10,,1,alientotem1,alientotem1,blockd.wood,blockd.wood,,0,2,6,,C0C0C0,,,,,1,,1,15,15,,6,,,20,,
140,生命石座,LifeStone,LifeStone,,,keypedestal,,3,,,,1,1,1,1,2,0,1,,,,,50,25,1,0,,0,,140,10000,0,0,0,0,,,2,15,0,1,1,volcanoaltar_earth_on,volcanoaltar,blocks.stone,blockd.stone,,143,2,6,,6B5152,,,,,1,,1,,15,,6,,,20,,
141,勇气石座,CourageStone,CourageStone,,,keypedestal,,3,,,,1,1,1,1,2,0,1,,,,,50,25,1,0,,0,,140,10000,0,0,0,0,,,2,15,0,1,1,volcanoaltar_flame_on,volcanoaltar,blocks.stone,blockd.stone,,143,2,6,,6B5152,,,,,1,,1,,15,,6,,,20,,
142,智慧石座,WisdomStone,WisdomStone,,,keypedestal,,3,,,,1,1,1,1,2,0,1,,,,,50,25,1,0,,0,,140,10000,0,0,0,0,,,2,15,0,1,1,volcanoaltar_horas_on,volcanoaltar,blocks.stone,blockd.stone,,143,2,6,,6B5152,,,,,1,,1,,15,,6,,,20,,
143,破损的祭台,BrokenAltar,BrokenAltar,,,keypedestal,,3,,,,1,1,1,1,2,0,1,,,,,50,25,1,0,,0,,140,10000,0,0,0,0,,,2,15,0,1,1,volcanoaltar_damaged,volcanoaltar,blocks.stone,blockd.stone,,143,2,4,,6B5152,,,,,4,,1,,15,,6,,,20,,
144,红薇蝶玻璃瓶,CrimsonButterflyBottle,CrimsonButterflyBottle,,,glassbottle,,4,,3885,,,1,1,1,0,0,0,,,,,3,0,1,0,,0,,0,0,0,0,0,0,,,2,1,8,,1,glassjar,glassjar,blocks.stone,blockd.glass,blockd.stone,144,2,1,,ffffff,1,,1,item_749.ent,,,0,8,0,,1,,,1,3,
145,兰青蝶玻璃瓶,CyanButterflyBottle,CyanButterflyBottle,,,glassbottle,,4,,3886,,,1,1,1,0,0,0,,,,,3,0,1,0,,0,,0,0,0,0,0,0,,,2,1,8,,1,glassjar,glassjar,blocks.stone,blockd.glass,blockd.stone,145,2,1,,ffffff,1,,1,item_749.ent,,,0,8,0,,1,,,1,3,
146,香粉蝶玻璃瓶,FragrantButterflyBottle,FragrantButterflyBottle,,,glassbottle,,4,,3887,,,1,1,1,0,0,0,,,,,3,0,1,0,,0,,0,0,0,0,0,0,,,2,1,8,,1,glassjar,glassjar,blocks.stone,blockd.glass,blockd.stone,146,2,1,,ffffff,1,,1,item_749.ent,,,0,8,0,,1,,,1,3,
147,白香蝶玻璃瓶,SunButterflyBottle,SunButterflyBottle,,,glassbottle,,4,,3888,,,1,1,1,0,0,0,,,,,3,0,1,0,,0,,0,0,0,0,0,0,,,2,1,8,,1,glassjar,glassjar,blocks.stone,blockd.glass,blockd.stone,147,2,1,,ffffff,1,,1,item_749.ent,,,0,8,0,,1,,,1,3,
148,龙信蝶玻璃瓶,DragonkinButterflyBottle,DragonkinButterflyBottle,,,glassbottle,,4,,3889,,,1,1,1,0,0,0,,,,,3,0,1,0,,0,,0,0,0,0,0,0,,,2,1,8,,1,glassjar,glassjar,blocks.stone,blockd.glass,blockd.stone,148,2,1,,ffffff,1,,1,item_749.ent,,,0,8,0,,1,,,1,3,
149,舌钟蝶玻璃瓶,ShezhongButterflyBottle,ShezhongButterflyBottle,,,glassbottle,,4,,3890,,,1,1,1,0,0,0,,,,,3,0,1,0,,0,,0,0,0,0,0,0,,,2,1,8,,1,glassjar,glassjar,blocks.stone,blockd.glass,blockd.stone,149,2,1,,ffffff,1,,1,item_749.ent,,,0,8,0,,1,,,1,3,
150,红土耕地,RedArableland,RedArableland,,,farmland,,3,3,,,1,1,1,1,0,0,0,,,,,7,3.5,1,0,,0,,233,10000,0,0,233,10000,,,2,15,0,,1,redarableland,redsoil,blocks.grass,blockd.grass,,150,3,1,,e16137,,,,,,233,1,15,15,,6,,,,,
151,红土土坑,RedBuryland,RedBuryland,,,buryland,,3,3,,,1,1,1,1,0,0,0,,,,,7,3.5,1,0,,0,,233,10000,0,0,233,10000,,,2,15,0,,1,redburyland,redsoil,blocks.grass,blockd.grass,,151,3,1,,e16137,,,,,,233,1,15,15,,6,,,,,
152,星球岩竖薄板,HorasRockUprightLamina,HorasRockUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,500,15,1,0,,0,,152,10000,0,0,152,10000,,,2,15,0,,1,Planetstonebrick,,blocks.stone,blocks.stone,blocks.stone,152,2,3,,C0C0C0,,,,,,,0,15,15,,1,,,10,,
153,竹板竖薄板,BambooUprightLamina,BambooUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,20,2,,153,10000,0,0,153,10000,,,2,15,0,,1,planks_bamboo,,blocks.wood,blockd.wood,blockd.wood,153,1,1,,c1a661,,,,,,,0,15,15,,1,,,1,,
154,胭脂红竖薄板,CarmineUprightLamina,CarmineUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,100,2,,154,10000,0,0,154,10000,,,2,15,0,,1,planks_peachblossom,,blocks.wood,blockd.wood,blockd.wood,154,1,1,,7c6037,,,,,,,0,15,15,,1,,,1,,
155,水泥砖竖薄板,CementBrickUprightLamina,CementBrickUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,70,12,1,0,,0,,155,10000,0,0,155,10000,,,2,15,0,,1,brick,,blocks.stone,blockd.stone,blockd.stone,155,2,1,,8d5845,,,,,,,0,15,15,,1,,,10,,
156,硫黄砖竖薄板,SulfurBrickUprightLamina,SulfurBrickUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,40,12,1,0,,0,,156,10000,0,0,156,10000,,,2,15,0,,1,sulfur_brick,,blocks.stone,blockd.stone,blockd.stone,156,2,1,,8e452a,,,,,,,0,15,15,,1,,,10,,
157,石质竖薄板,StoneUprightLamina,StoneUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,157,10000,0,0,157,10000,,,2,15,0,,1,rock,,blocks.stone,blockd.stone,blockd.stone,157,2,1,,939188,,,,,,,0,15,15,,1,,,10,,
158,精制石砖竖薄板,FineBrickUprightLamina,FineBrickUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,75,12,1,0,,0,,158,10000,0,0,158,10000,,,2,15,0,,1,stonebrick,,blocks.stone,blockd.stone,blockd.stone,158,2,1,,84887e,,,,,,,0,15,15,,1,,,10,,
159,钛合金竖薄板,TitaniumUprightLamina,TitaniumUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,200,60,1,0,,0,,159,10000,0,0,159,10000,,,1,15,0,,1,titanium_block,,blocks.stone,blockd.stone,blockd.stone,159,2,3,,81c9fb,,,,,,,0,15,15,,1,,,20,,
160,黄铜竖薄板,BrassUprightLamina,BrassUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,200,40,1,0,,0,,160,10000,0,0,160,10000,,,1,15,0,,1,brass_block,,blocks.stone,blockd.stone,blockd.stone,160,2,1,,81c9fb,,,,,,,0,15,15,,1,,,10,,
161,云母竖薄板,MicaUprightLamina,MicaUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,40,16,1,0,,0,,161,10000,0,0,161,10000,,,1,15,0,,1,silica_block,,blocks.stone,blockd.stone,blockd.stone,161,2,1,,b7bcb7,,,,,,,0,15,15,,1,,,10,,
162,秘银竖薄板,MithrilUprightLamina,MithrilUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,162,10000,0,0,162,10000,,,2,15,0,,1,mithsilver_block,,blocks.stone,blockd.stone,blockd.stone,162,2,1,,5d605d,,,,,,,0,15,15,,1,,,10,,
163,炽炎竖薄板,FlamoUprightLamina,FlamoUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,163,10000,0,0,163,10000,,,2,15,0,,1,flamecrystal_block,,blocks.stone,blockd.stone,blockd.stone,163,2,1,,fac117,,,,,,,0,15,15,,1,,,10,,
164,柠檬黄竖薄板,CitrineUprightLamina,CitrineUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,2,20,2,,164,10000,0,0,164,10000,,,2,15,0,,1,planks_arbor,,blocks.wood,blocks.wood,blocks.wood,164,1,1,,c1a661,,,,,,,0,15,15,,1,,,10,,
165,苍石灰竖薄板,CinerousUprightLamina,CinerousUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,10.5,1,0,,0,,165,10000,0,0,165,10000,,,2,15,0,1,1,planks_leafless,,blocks.wood,blockd.wood,blockd.wood,165,1,3,,7c6037,,,,,,,0,15,15,,1,,,10,,
166,深栗红竖薄板,CrimsonUprightLamina,CrimsonUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,2,,166,10000,0,0,166,10000,,,2,15,0,,1,planks_walnut,,blocks.wood,blockd.wood,blockd.wood,166,1,1,,452f20,,,,,,,0,15,15,,1,,,1,,
167,落日橙竖薄板,SunsetOrangeUprightLamina,SunsetOrangeUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,1,,167,10000,0,0,167,10000,,,2,15,0,,1,planks_phoebe,,blocks.wood,blockd.wood,blockd.wood,167,1,1,,be8254,,,,,,,0,15,15,,1,,,1,,
168,海棠红竖薄板,BegoniaRedUprightLamina,BegoniaRedUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,1,,168,10000,0,0,168,10000,,,2,15,0,,1,planks_redwood,,blocks.wood,blockd.wood,blockd.wood,168,1,1,,644b2b,,,,,,,0,15,15,,1,,,1,,
169,象牙白竖薄板,IvoryUprightLamina,IvoryUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,32,7,1,2,5,1,,169,10000,0,0,169,10000,,,2,15,0,,1,planks_birch,,blocks.wood,blockd.wood,blockd.wood,169,1,1,,dfdbc2,,,,,,,0,15,15,,1,,,1,,
170,秋叶橙竖薄板,DarkOrangeUprightLamina,DarkOrangeUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,9,1,1,20,2,,170,10000,0,0,170,10000,,,2,15,0,,1,planks_cathaya,,blocks.wood,blockd.wood,blockd.wood,170,1,1,,865d39,,,,,,,0,15,15,,1,,,1,,
171,竖薄板,UprightLamina,UprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,20,2,,171,10000,0,0,171,10000,,,2,15,0,,1,planks_fruittree,,blocks.wood,blockd.wood,blockd.wood,171,1,1,,c1a661,,,,,,,0,15,15,,1,,,1,,
172,黄砖竖薄板,YellowBrickUprightLamina,YellowBrickUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172,10000,0,0,172,10000,,,2,15,0,,1,sandstone,sandstone_normal,blocks.stone,blockd.stone,blockd.stone,172,2,1,,84887e,,,,,,,0,15,15,,1,,,10,,
173,锰块竖薄板,MnBlockUprightLamina,MnBlockUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,40,1,0,,0,,173,10000,0,0,173,10000,,,1,15,0,,1,manganeseblock,,blocks.stone,blockd.stone,blockd.stone,173,2,3,,9932CC,,,,,,,0,15,15,,1,,,10,,
174,浅苍灰竖薄板,HoaryUprightLamina,HoaryUprightLamina,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,100,2,,174,10000,0,0,174,10000,,,2,15,0,,1,planks_coconut,,blocks.wood,blockd.wood,blockd.wood,174,1,1,,7c6037,,,,,,,0,15,15,,1,,,1,,
200,樱桃木,CherryWood,CherryWood,,,objtree,1,1,1,,1,1,1,1,3,0,0,0,,,,1,25,6,1,2,5,1,,11323,20000,0,0,11323,20000,,,2,1,0,1,1,log_fruittree_m,tree,blocks.wood,blockd.wood,,200,1,1,,7c6037,,,,,4,,1,15,15,,1,,,1,,
201,落叶松木,Larch,Larch,,,objtree,1,1,1,,,1,1,1,3,0,0,0,,,,1,35,9,1,1,5,1,,11323,20000,0,0,11323,20000,,,2,1,0,1,1,log_cathaya_m,tree,blocks.wood,blockd.wood,,201,1,1,,614b2c,,,,,4,,1,15,15,,1,,,1,,
202,白杨木,Poplarwood,Poplarwood,,,objtree,1,1,1,,,1,1,1,3,0,0,0,,,,1,32,7,1,2,5,1,,11323,20000,0,0,11323,20000,,,2,1,0,1,1,log_birch_m,tree,blocks.wood,blockd.wood,,202,1,1,,f4efe1,,,,,4,,1,15,15,,1,,,1,,
203,红杉木,Redwood,Redwood,,,objtree,1,1,1,,,1,1,1,3,0,0,0,,,,1,35,8,1,1,5,1,,11323,20000,0,0,11323,20000,,,2,1,0,1,1,log_redwood_m,tree,blocks.wood,blockd.wood,,203,1,1,,836b5b,,,,,4,,1,15,15,,1,,,1,,
204,楠木,PhoebeWood,PhoebeWood,,,objtree,,,,,,1,1,1,3,0,0,0,,,,1,35,8,1,1,5,1,,11323,20000,0,0,11323,20000,,,2,1,0,1,1,log_phoebe_m,tree,blocks.wood,blockd.wood,,204,1,1,,96894e,,,,,4,,1,15,15,,1,,,1,,
205,核桃木,WalnutWood,WalnutWood,,,objtree,1,1,1,,,1,1,1,3,0,0,0,,,,1,35,8,1,1,5,1,,11323,20000,0,0,11323,20000,,,2,1,0,1,1,log_walnut_m,tree,blocks.wood,blockd.wood,,205,1,1,,5a4029,,,,,4,,1,15,15,,1,,,1,,
206,木板,WoodBoard,WoodBoard,,,basic,1,4,4,,1,1,1,1,1,0,0,0,,,,1,25,6,1,2,20,2,,206,10000,0,0,206,10000,,,2,15,0,,1,planks_fruittree,,blocks.wood,blockd.wood,,206,1,1,,c1a661,,,,,,,1,15,15,,1,,,1,,
207,秋叶橙木板,YellowOrangeBoard,YellowOrangeBoard,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,35,9,1,1,20,2,,207,10000,0,0,207,10000,,,2,15,0,,1,planks_cathaya,,blocks.wood,blockd.wood,,207,1,1,,865d39,,,,,,,1,15,15,,1,,,1,,
208,象牙白木板,WhiteBoard,WhiteBoard,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,32,7,1,2,20,2,,208,10000,0,0,208,10000,,,2,15,0,,1,planks_birch,,blocks.wood,blockd.wood,,208,1,1,,dfdbc2,,,,,,,1,15,15,,1,,,1,,
209,海棠红木板,LightRedBoard,LightRedBoard,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,35,8,1,1,20,2,,209,10000,0,0,209,10000,,,2,15,0,,1,planks_redwood,,blocks.wood,blockd.wood,,209,1,1,,644b2b,,,,,,,1,15,15,,1,,,1,,
210,落日橙木板,RedOrangeBoard,RedOrangeBoard,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,35,8,1,1,20,2,,210,10000,0,0,210,10000,,,2,15,0,,1,planks_phoebe,,blocks.wood,blockd.wood,,210,1,1,,be8254,,,,,,,1,15,15,,1,,,1,,
211,深栗红木板,DeepRedBoard,DeepRedBoard,,,basic,1,4,4,,,1,1,1,3,0,0,0,,,,1,35,8,1,1,20,2,,211,10000,0,0,211,10000,,,2,15,0,,1,planks_walnut,,blocks.wood,blockd.wood,,211,1,1,,452f20,,,,,,,1,15,15,,1,,,1,,
212,樱桃木树苗,CherryWoodSapling,CherryWoodSapling,,,sapling,,1,1,,,2,1,0,0,0,3,0,,1,2|36|36,,1,0,1,5,60,10,,11405,10000,0,0,11405,10000,,,0,1,0,,1,sapling_fruittree,,,blockd.grass,,212,0,1,,7c6037,,,,,,,0,15,15,,1,,,,,
213,落叶松树苗,LarchSapling,LarchSapling,,,sapling,,1,1,,,2,1,0,0,0,3,0,,1,2|36|36,,2,0,1,5,60,10,,11406,10000,0,0,11406,10000,,,0,1,0,,1,sapling_cathaya,,,blockd.grass,,213,0,1,,614b2c,,,,,,,0,15,15,,1,,,,,
214,白杨木树苗,PoplarSapling,PoplarSapling,,,sapling,,1,1,,,2,1,0,0,0,3,0,,1,2|36|36,,2,0,1,5,60,10,,11410,10000,0,0,11410,10000,,,0,1,0,,1,sapling_birch,,,blockd.grass,,214,0,1,,f4efe1,,,,,,,0,15,15,,1,,,,,
215,红杉树苗,RedwoodSapling,RedwoodSapling,,,sapling,,1,1,,,2,1,0,0,0,3,0,,1,2|36|36,,1,0,1,5,60,10,,11412,10000,0,0,11412,10000,,,0,1,0,,1,sapling_redwood,,,blockd.grass,,215,0,1,,836b5b,,,,,,,0,15,15,,1,,,,,
216,楠木树苗,PhoebeSapling,PhoebeSapling,,,sapling,,,,,,2,1,0,0,0,3,0,,1,2|36|36,,2,0,1,5,60,10,,11413,10000,0,0,11413,10000,,,0,1,0,,1,sapling_phoebe,,,blockd.grass,,216,0,1,,96894e,,,,,,,0,15,15,,1,,,,,
217,核桃树苗,WalnutSapling,WalnutSapling,,,sapling,,1,1,,,2,1,0,0,0,3,0,,1,2|36|36,,2,0,1,5,60,10,,11411,10000,0,0,11411,10000,,,0,1,0,,1,sapling_walnut,,,blockd.grass,,217,0,1,,5a4029,,,,,,,0,15,15,,1,,,,,
218,樱桃木树叶,CherryWoodLeaves,CherryWoodLeaves,,,grayleaf,1,1,1,,1,2,1,1,3,0,0,0,,,,,3,0.4,1,15,60,10,,11226,1500,0,0,11226,1000,,,0,3,0,1,1,leaves_fruittree,,blocks.grass,blockd.grass,,218,1,1,FFFFFF|c8c5bd|ffd9ca,558618,0.1,,1,,,,0,15,15,,1,,,1,3,
219,落叶松树叶,LarchLeaves,LarchLeaves,,,newleaf,1,1,1,,,2,1,1,3,0,0,0,,,,,4,0.8,1,10,60,10,,11226,1500,0,0,11226,1000,,,0,3,0,1,1,leaves_larch,newleaves_general,blocks.grass,blockd.grass,,219,1,1,,2d5a1f,0.1,,1,,,,0,15,15,,1,,,1,3,
220,白杨树叶,PoplarLeaves,PoplarLeaves,,,grayleaf,1,1,1,,,2,1,1,3,0,0,0,,,,,3,0.6,1,10,60,10,,11226,1500,0,0,11226,1000,,,0,3,0,1,1,leaves_birch,,blocks.grass,blockd.grass,,220,1,1,FFFFFF|e99652|f1d5ff,f7dc1c,0.1,,1,,,,0,15,15,,1,,,1,3,
221,红杉树叶,RedwoodLeaves,RedwoodLeaves,,,grayleaf,1,1,1,,,2,1,1,3,0,0,0,,,,,5,0.8,1,12,60,10,,11226,1500,0,0,11226,1000,,,0,3,0,1,1,leaves_redwood,,blocks.grass,blockd.grass,,221,1,1,FFFFFF|cd98ba|f1d5ff,b33a10,0.1,,1,,,,0,15,15,,1,,,1,3,
222,楠木树叶,PhoebeLeaves,PhoebeLeaves,,,grayleaf,,,,,,2,1,1,3,0,0,0,,,,,4,0.6,1,10,60,10,,11226,1500,0,0,11226,1000,,,0,3,0,1,1,leaves_phoebe,,blocks.grass,blockd.grass,,222,1,1,,4e832b,0.1,,1,,,,0,15,15,,1,,,1,3,
223,核桃树叶,WalnutLeaves,WalnutLeaves,,,grayleaf,1,1,1,,,2,1,1,3,0,0,0,,,,,4,0.6,1,10,60,10,,11226,1500,0,0,11226,1000,,,0,3,0,1,1,leaves_walnut,,blocks.grass,blockd.grass,,223,1,1,FFFFFF|a8b9cf|ffd9ca,264c1b,0.1,,1,,,,0,15,15,,1,,,1,3,
224,小草,Grass,Grass,,,grayherbs,,1,1,,,2,1,0,0,1,3,0,1,,,,1,0,1,15,100,15,,11226,3000,0,0,11226,3000,,,2,1,0,,1,tallgrass,,,blockd.grass,,224,3,1,,418129,0.1,,,,2,,0,15,15,,1,,,,2,0
225,枯草,DeadGrass,DeadGrass,,,colorherbs,,1,1,,,2,1,0,0,1,3,0,1,,,,1,0,1,15,100,15,,225,10000,0,0,11226,3000,,,0,1,0,,1,deadbush,,,blockd.grass,,225,3,1,,418129,0.25,,,,2,,0,15,15,,1,,,,2,0
226,土笋,EarthenShoots,EarthenShoots,,,myceliummodel,,1,1,,,2,1,0,0,1,3,0,,,,,1,0,1,10,100,10,,226,10000,0,0,226,10000,,,0,1,1,,1,tusun,tusun,,blockd.grass,,226,0,1,,3e3b0b,0.5,,,,,,0,15,15,,1,,,,2,
227,紫苏,Perilla,Perilla,,,myceliummodel,,1,1,,,2,1,0,0,1,3,0,,,,,1,0,1,10,100,10,,227,10000,0,0,227,10000,,,0,1,0,,1,zisuguo,zisuguo,,blockd.grass,,227,0,1,,782983,0.1,,,,,,0,15,15,,1,,,,2,
228,独葵,DuKui,DuKui,,,dukui,,1,1,,,2,1,0,0,1,3,0,,,,,2,0,1,15,100,15,,228,10000,0,0,228,10000,,,0,1,0,,1,dukui,dukui,,blockd.grass,,228,0,1,,a1b73c,0.25,,,,,,0,15,15,,1,,,,,
229,玉米,Corn,Corn,,,newcorn,,1,1,,,2,1,0,0,1,3,0,,2,3|16|16|16,,1,0,1,15,100,15,,229,10000,11400,10000,229,10000,,,0,1,0,,1,corn,corn,,blockd.grass,,229,0,1,,418129,0.12,,,,,,0,15,15,,1,,,,3,
230,巨布鲁果,GiantBlueFruit,GiantBlueFruit,,,bluefruit,1,1,1,,1,,1,1,1,1,0,1,,,,1,6,2,1,5,100,5,,230,10000,11401,10000,230,10000,,,1,1,0,,1,giantbluefruit,,blocks.wood,blockd.wood,,230,0,1,,f05f20,0.5,,,,,,1,15,15,,1,,,,,
231,巨布鲁果苗,GiantBlueFruitSeed,GiantBlueFruitSeed,,,melonstem,,1,1,,,,1,0,0,1,3,1,,1,2|30|30,,1,5,1,5,100,10,,0,0,0,0,0,0,,,0,1,0,,1,giantbluefruit_seed,,,blockd.grass,,231,0,1,,f05f20,0.1,,,,,11402,0,15,15,,1,4,,,3,
232,气根,AirRoot,AirRoot,,,vine,,1,1,,,2,1,0,0,1,3,1,1,,,,1,1,1,5,100,10,,232,10000,0,0,0,0,,,0,1,0,,1,vine,,blocks.grass,,,232,1,1,,734a31,0.25,,,,,,0,15,15,,1,,,1,2,0
233,红土,RedSoil,RedSoil,,,log,1,1,1,,,,1,1,1,1,0,0,,,,1,8,4,1,,20,,,233,10000,0,0,233,10000,,,2,15,0,,1,redsoil,,blocks.grass,blockd.grass,,233,3,1,,e16137,0.1,,,,,,1,15,15,,6,,,,,
234,水稻,Rice,Rice,,,rice,,1,1,,,2,1,0,0,1,3,0,,2,2|27|27,,1,0,1,15,100,15,,234,10000,11404,10000,234,10000,,,0,1,0,,1,rice,,,blockd.grass,,234,0,1,,418129,0.12,,,,,,0,15,15,,1,,,1,3,0
236,青瓜,Cucumber,Cucumber,,,cropper,,1,1,,,2,1,0,0,1,3,0,,2,2|32|32,,1,0,1,5,100,10,,236,10000,236,10000,236,10000,,,0,1,0,,1,cucumber,,,blockd.grass,,236,0,1,,7fffaa,1.1,,,,,,0,15,15,,1,4,,1,3,
237,红杉果,BallFruit,BallFruit,,,treefruit,,1,1,,,,1,0,0,1,3,0,,,,,10,3,1,5,100,10,,11403,10000,11403,10000,11403,10000,,,0,1,0,,1,cones,ballfruit,,blockd.wood,,237,1,1,,d2691e,22,,,,4,,0,15,15,,1,,,1,3,1
238,荆棘草,ThornGrass,ThornGrass,,,grayherbs,,1,1,,,2,1,0,0,1,3,0,1,,,,5,0,1,5,100,10,,11226,3000,0,0,11226,3000,,,0,1,0,,1,fern,,,blockd.grass,,238,3,1,,418129,44,,,,2,,0,15,15,,1,,,,2,0
239,巨鳞羽果,GiantScalyFruit,GiantScalyFruit,,,scalyfruit,1,1,1,,,,1,1,1,1,0,1,,,,1,6,2,1,5,100,10,,239,10000,11402,10000,239,10000,,,1,1,0,,1,giantscalyfruit,,blocks.wood,blockd.wood,,239,0,1,,206803,2.2,,,,,,1,15,15,,1,,,,,
240,巨鳞羽果苗,GiantScalyFruitSeed,GiantScalyFruitSeed,,,melonstem,,1,1,,,,1,0,0,1,3,1,,1,2|30|30,,1,5,1,5,100,10,,0,0,0,0,0,0,,,0,1,0,,1,giantscalyfruit_seed,,,blockd.grass,,240,0,1,,206803,44,,,,,11401,0,15,15,,1,4,,,3,
