宠物ID,阶段（同一个宠物的要连续）,宠物品质（0普通，1中等，2稀有中等，3珍贵，4传说，认阶段1的）,头像ID（填文件夹.文件名称，res/ui目录下）,生物ID（填monster表的ID）,合成碎片ID（弃用）,合成碎片数量（弃用）,分数,探险CD（秒）--疲劳,基础体力下限（基础的属性从上限和下限中随机）废弃,基础体力上限（废弃）,基础速度下限基础体力上限（废弃）,基础速度上限基础体力上限（废弃）,基础运气下限基础体力上限（废弃）,基础运气上限基础体力上限（废弃）,最大负重,最大耐力,最大速度,获取特性包ID（特性是随机获取的）,喂养食物偏好类型（修改）探险偏好食物类型,进化需要经验值,进化需要材料1,进化需要材料1数量,进化需要材料2,进化需要材料2数量,进化需要材料3,进化需要材料3数量,进化消耗类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）,进化消耗数值,进化增加角色经验,培养消耗道具ID1,培养消耗道具1数量,培养消耗道具ID2,培养消耗道具2数量,培养消耗道具ID3,培养消耗道具3数量,培养消耗道具ID4,培养消耗道具4数量,培养消耗类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）,培养消耗数值,培养增加角色经验,放生获得物品ID,放生获得物品数量,特效,脚印
10024,2,2,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,178,148,119,"5,2,3",6001,1000,68124,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150079_z_1,
10024,3,2,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,249,207,166,"5,2,3",6001,2400,68124,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150080_z_1,
10024,4,2,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,327,272,218,"5,2,3",6001,5000,68124,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150080_z_1,
10024,5,2,roleicons.10072,10072,68301,10,10,300,10,15,10,15,10,15,408,340,272,"5,2,3",6001,0,68124,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150081_z_1,
10024,1,3,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,164,136,109,"5,2,3,4",6001,300,68124,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150079_g_1,
10024,2,3,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,261,217,174,"5,2,3,4",6001,1000,68124,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150079_g_1,
10024,3,3,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,366,305,244,"5,2,3,4",6001,2400,68124,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150080_g_1,
10024,4,3,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,479,399,320,"5,2,3,4",6001,5000,68124,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150080_g_1,
10024,5,3,roleicons.10072,10072,68301,10,10,300,10,15,10,15,10,15,600,500,400,"5,2,3,4",6001,0,68124,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150081_g_1,150081_3
10025,1,0,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,49,44,40,6,6002,300,68125,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10025,2,0,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,77,70,63,6,6002,1000,68125,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10025,3,0,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,108,98,89,6,6002,2400,68125,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10025,4,0,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,141,128,116,6,6002,5000,68125,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10025,5,0,roleicons.10075,10075,68301,10,10,300,10,15,10,15,10,15,176,160,144,6,6002,0,68125,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10025,1,1,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,72,65,59,"6,2",6002,300,68125,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150082_d_1,
10025,2,1,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,115,104,94,"6,2",6002,1000,68125,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150082_d_1,
10025,3,1,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,161,146,132,"6,2",6002,2400,68125,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150083_d_1,
10025,4,1,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,212,192,173,"6,2",6002,5000,68125,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150083_d_1,
10025,5,1,roleicons.10075,10075,68301,10,10,300,10,15,10,15,10,15,264,240,216,"6,2",6002,0,68125,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150084_d_1,
10025,1,2,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,102,92,83,"6,2,3",6002,300,68125,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150082_z_1,
10025,2,2,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,163,148,134,"6,2,3",6002,1000,68125,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150082_z_1,
10025,3,2,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,228,207,187,"6,2,3",6002,2400,68125,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150083_z_1,
10025,4,2,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,300,272,245,"6,2,3",6002,5000,68125,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150083_z_1,
10025,5,2,roleicons.10075,10075,68301,10,10,300,10,15,10,15,10,15,375,340,306,"6,2,3",6002,0,68125,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150084_z_1,
10025,1,3,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,150,136,123,"6,2,3,4",6002,300,68125,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150082_g_1,
10025,2,3,roleicons.10073,10073,68301,10,10,300,10,15,10,15,10,15,239,217,196,"6,2,3,4",6002,1000,68125,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150082_g_1,
10025,3,3,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,336,305,275,"6,2,3,4",6002,2400,68125,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150083_g_1,
10025,4,3,roleicons.10074,10074,68301,10,10,300,10,15,10,15,10,15,439,399,360,"6,2,3,4",6002,5000,68125,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150083_g_1,
10025,5,3,roleicons.10075,10075,68301,10,10,300,10,15,10,15,10,15,550,500,450,"6,2,3,4",6002,0,68125,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150084_g_1,150084_3
10026,1,0,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,47,44,42,14,6003,300,68126,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10026,2,0,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,74,70,67,14,6003,1000,68126,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10026,3,0,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,103,98,94,14,6003,2400,68126,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10026,4,0,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,135,128,122,14,6003,5000,68126,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10026,5,0,roleicons.10078,10078,68301,10,10,300,10,15,10,15,10,15,168,160,152,14,6003,0,68126,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10026,1,1,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,69,65,62,"14,2",6003,300,68126,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150085_d_1,
10026,2,1,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,110,104,99,"14,2",6003,1000,68126,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150085_d_1,
10026,3,1,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,154,146,139,"14,2",6003,2400,68126,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150086_d_1,
10026,4,1,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,202,192,183,"14,2",6003,5000,68126,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150086_d_1,
10026,5,1,roleicons.10078,10078,68301,10,10,300,10,15,10,15,10,15,252,240,228,"14,2",6003,0,68126,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150087_d_1,
10026,1,2,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,97,92,88,"14,2,3",6003,300,68126,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150085_z_1,
10026,2,2,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,156,148,141,"14,2,3",6003,1000,68126,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150085_z_1,
10026,3,2,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,218,207,197,"14,2,3",6003,2400,68126,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150086_z_1,
10026,4,2,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,286,272,259,"14,2,3",6003,5000,68126,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150086_z_1,
10026,5,2,roleicons.10078,10078,68301,10,10,300,10,15,10,15,10,15,357,340,323,"14,2,3",6003,0,68126,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150087_z_1,
10026,1,3,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,143,136,130,"14,2,3,4",6003,300,68126,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150085_g_1,
10026,2,3,roleicons.10076,10076,68301,10,10,300,10,15,10,15,10,15,228,217,207,"14,2,3,4",6003,1000,68126,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150085_g_1,
10026,3,3,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,321,305,290,"14,2,3,4",6003,2400,68126,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150086_g_1,
10026,4,3,roleicons.10077,10077,68301,10,10,300,10,15,10,15,10,15,419,399,380,"14,2,3,4",6003,5000,68126,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150086_g_1,
10026,5,3,roleicons.10078,10078,68301,10,10,300,10,15,10,15,10,15,525,500,475,"14,2,3,4",6003,0,68126,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150087_g_1,150087_3
10027,1,0,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,40,53,40,34,6001,300,68127,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10027,2,0,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,63,84,63,34,6001,1000,68127,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10027,3,0,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,89,118,89,34,6001,2400,68127,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10027,4,0,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,116,154,116,34,6001,5000,68127,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10027,5,0,roleicons.10081,10081,68301,10,10,300,10,15,10,15,10,15,144,192,144,34,6001,0,68127,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10027,1,1,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,59,78,59,"34,41",6001,300,68127,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150088_d_1,
10027,2,1,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,94,125,94,"34,41",6001,1000,68127,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150088_d_1,
10027,3,1,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,132,176,132,"34,41",6001,2400,68127,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150089_d_1,
10027,4,1,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,173,231,173,"34,41",6001,5000,68127,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150089_d_1,
10027,5,1,roleicons.10081,10081,68301,10,10,300,10,15,10,15,10,15,216,288,216,"34,41",6001,0,68127,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150090_d_1,
10027,1,2,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,83,111,83,"34,41,32",6001,300,68127,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150088_z_1,
10027,2,2,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,134,178,134,"34,41,32",6001,1000,68127,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150088_z_1,
10027,3,2,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,187,249,187,"34,41,32",6001,2400,68127,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150089_z_1,
10027,4,2,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,245,327,245,"34,41,32",6001,5000,68127,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150089_z_1,
10027,5,2,roleicons.10081,10081,68301,10,10,300,10,15,10,15,10,15,306,408,306,"34,41,32",6001,0,68127,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150090_z_1,
10027,1,3,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,123,164,123,"34,41,32,33",6001,300,68127,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150088_g_1,
10027,2,3,roleicons.10079,10079,68301,10,10,300,10,15,10,15,10,15,196,261,196,"34,41,32,33",6001,1000,68127,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150088_g_1,
10027,3,3,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,275,366,275,"34,41,32,33",6001,2400,68127,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150089_g_1,
10027,4,3,roleicons.10080,10080,68301,10,10,300,10,15,10,15,10,15,360,479,360,"34,41,32,33",6001,5000,68127,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150089_g_1,
10027,5,3,roleicons.10081,10081,68301,10,10,300,10,15,10,15,10,15,450,600,450,"34,41,32,33",6001,0,68127,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150090_g_1,150090_3
10028,1,0,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,53,40,40,24,6002,300,68128,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10028,2,0,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,84,63,63,24,6002,1000,68128,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10028,3,0,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,118,89,89,24,6002,2400,68128,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10028,4,0,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,154,116,116,24,6002,5000,68128,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10028,5,0,roleicons.10084,10084,68301,10,10,300,10,15,10,15,10,15,192,144,144,24,6002,0,68128,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10028,1,1,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,78,59,59,"24,31",6002,300,68128,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150091_d_1,
10028,2,1,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,125,94,94,"24,31",6002,1000,68128,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150091_d_1,
10028,3,1,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,176,132,132,"24,31",6002,2400,68128,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150092_d_1,
10028,4,1,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,231,173,173,"24,31",6002,5000,68128,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150092_d_1,
10028,5,1,roleicons.10084,10084,68301,10,10,300,10,15,10,15,10,15,288,216,216,"24,31",6002,0,68128,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150093_d_1,
10028,1,2,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,111,83,83,"24,31,32",6002,300,68128,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150091_z_1,
10028,2,2,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,178,134,134,"24,31,32",6002,1000,68128,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150091_z_1,
10028,3,2,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,249,187,187,"24,31,32",6002,2400,68128,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150092_z_1,
10028,4,2,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,327,245,245,"24,31,32",6002,5000,68128,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150092_z_1,
10028,5,2,roleicons.10084,10084,68301,10,10,300,10,15,10,15,10,15,408,306,306,"24,31,32",6002,0,68128,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150093_z_1,
10028,1,3,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,164,123,123,"24,31,32,33",6002,300,68128,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150091_g_1,
10028,2,3,roleicons.10082,10082,68301,10,10,300,10,15,10,15,10,15,261,196,196,"24,31,32,33",6002,1000,68128,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150091_g_1,
10028,3,3,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,366,275,275,"24,31,32,33",6002,2400,68128,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150092_g_1,
10028,4,3,roleicons.10083,10083,68301,10,10,300,10,15,10,15,10,15,479,360,360,"24,31,32,33",6002,5000,68128,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150092_g_1,
10028,5,3,roleicons.10084,10084,68301,10,10,300,10,15,10,15,10,15,600,450,450,"24,31,32,33",6002,0,68128,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150093_g_1,150093_3
10029,1,0,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,44,40,49,1,6003,300,68129,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10029,2,0,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,70,63,77,1,6003,1000,68129,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10029,3,0,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,98,89,108,1,6003,2400,68129,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10029,4,0,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,128,116,141,1,6003,5000,68129,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10029,5,0,roleicons.10087,10087,68301,10,10,300,10,15,10,15,10,15,160,144,176,1,6003,0,68129,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10029,1,1,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,65,59,72,"1,2",6003,300,68129,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150094_d_1,
10029,2,1,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,104,94,115,"1,2",6003,1000,68129,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150094_d_1,
10029,3,1,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,146,132,161,"1,2",6003,2400,68129,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150095_d_1,
10029,4,1,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,192,173,212,"1,2",6003,5000,68129,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150095_d_1,
10029,5,1,roleicons.10087,10087,68301,10,10,300,10,15,10,15,10,15,240,216,264,"1,2",6003,0,68129,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150096_d_1,
10029,1,2,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,92,83,102,"1,2,3",6003,300,68129,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150094_z_1,
10029,2,2,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,148,134,163,"1,2,3",6003,1000,68129,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150094_z_1,
10029,3,2,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,207,187,228,"1,2,3",6003,2400,68129,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150095_z_1,
10029,4,2,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,272,245,300,"1,2,3",6003,5000,68129,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150095_z_1,
10029,5,2,roleicons.10087,10087,68301,10,10,300,10,15,10,15,10,15,340,306,375,"1,2,3",6003,0,68129,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150096_z_1,
10029,1,3,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,136,123,150,"1,2,3,4",6003,300,68129,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150094_g_1,
10029,2,3,roleicons.10085,10085,68301,10,10,300,10,15,10,15,10,15,217,196,239,"1,2,3,4",6003,1000,68129,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150094_g_1,
10029,3,3,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,305,275,336,"1,2,3,4",6003,2400,68129,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150095_g_1,
10029,4,3,roleicons.10086,10086,68301,10,10,300,10,15,10,15,10,15,399,360,439,"1,2,3,4",6003,5000,68129,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150095_g_1,
10029,5,3,roleicons.10087,10087,68301,10,10,300,10,15,10,15,10,15,500,450,550,"1,2,3,4",6003,0,68129,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150096_g_1,150096_3
