ID,名字,描述,获得方式
255,أوراق الخوخ,يمكن استخدامها كوقود ل @item_1200# أو كمواد خام لإنتاج الأكسجين.#rFeeding إلى Redchisk يمكن أن يجعلها تتكاثر. يمكن استخدامه أيضا كغطاء رأس#c0aba1dsnowman#n.,
256,شجيرات الخوخ,في @item_103# ازرعة ليكبر ويصبح شجيرات الخوخ,عند خراب @item_255# من الممكن ان يتساقط
257,جنمو,باستخدام أدوات الفأس#c0aba1d#n يمكن قطعها بسرعة#r يمكن معالجتها في @item_11323# ، ويمكن أيضًا استخدامها كوقود,
258,أوراق جينوود,يمكن استخدامه كوقود ل @item_1200# أو كغطاء رأس#c0aba1dsnowman#n.,
259,شجيرات جينو,شتلات جين,عند خراب @item_258# من الممكن ان يتساقط
260,خشب جين أمرد,ينمو على السطح القاحل لنجم العين ، ويمكن زراعته على الجانب @item_12582##r يمكن استخدام @item_11003# او فؤوس أعلى مستوى للقطع,
261,عصا بوغ ضوء النجم,بالجوانب قم بزراعة @item_226# ، @item_227# سوف يحدث #c0aba1d تحول #n,ينمو في #c0aba1d مكان مظلل أسفل الجزيرة العائمة #n في هوارس
262,طحلب,نمو نبات رطب وغني بالرطوبة. يميل إلى جعل الأرض زلقة، وكسرها سيؤدي إلى @item_11595##r. حتى في الظل حيث لا تصل أشعة الشمس الدافئة، يزدهر الطحلب ويضيف لمسة من الحيوية الخضراء,
263,بذور بوغ ضوء النجم,#c0aba1d زراعة #n في المكان المظلم من @item_116#، وبعد مرور بعض الوقت سوف يكبر @item_270#,
264,لوح خشب الجلين,مادة بناء أساسية تستخدم على نطاق واسع في المباني الخشبية.,
265,سطح أجرد لخشب الجلين,يستخدم للزينة,مصنوعة من الخشب الثمين عديم الأوراق على طاولة الحرفيين
266,فطر متحور,#c0aba1d تناوله في #n لاستعادة 15 القدرة على التحمل واحصل على التأثيرات التالية #r#c0aba1d فلورسنت ، حفر مجنون ، أو حفر استنفاد.,خذ @item_270# القريب من الفطر المتحور ليصبح
267,فطر متحور,#c0aba1d تناوله في #n لاستعادة 15 القدرة على التحمل واحصل على التأثيرات التالية #r#c0aba1d فلورسنت  ، HP Recovery ، أو المسموم.,خذ @item_270# القريب من الفطر المتحور ليصبح
268,كشك نبات متحور,,تنمو في الظل تحت جزيرة #c0aba1dsky #n
269,عشب الفلورسنت,واحدة من المواد لصنع كرات الفلورسنت الصغيرة وكرات الفلورسنت الكبيرة,ينمو في فلورست #c0aba1d جزيرة
270,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
271,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
272,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
273,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
274,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
275,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
276,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
277,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
278,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
279,بوغ ضوء النجم,ينمو في الظل تحت جزيرة السماء المرصعة بالنجوم اللطيفة ، ويمكن الحصول عليه أيضًا عن طريق زراعة بذور بوغات النجوم.,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
280,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
281,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
282,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
283,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
284,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
285,بوغ ضوء النجم,#c0aba1d بعد تناوله #n تستعيد 15 نقطة طاقة وتحصل على #c0aba1d حالة الفلورسنت #n فرصة لاكتساب رؤية ليلية أو حالة دوار,ينمو في أسفل الجزيرة العائمة ، ازرع @item_263# لتتمكن من الحصول عليها
286,متحولة هوراس بوغ ستيب,@item_261# المتحول بعد التفاعل مع @item_227# أو @item_226#,
287,السرخس بلا كرة,#c0aba1d التربة الحمراء #n نبات قديم فريد من نوعه مع تسننات حادة للغاية على الأوراق ، وبعضها سينمو @item_12619# بمجرد أن تلتصق بالجسم ، من الصعب التخلص منها #r  يرجى محاولة الالتفاف عند مواجهتها ، خاصةً لا ينصح بلمسها بأيدي عارية,
288,الفصل السرخس,#c0aba1d التربة الحمراء #n نبات قديم فريد من نوعه مع تسننات حادة للغاية على الأوراق ، وبعضها سينمو @item_12619# بمجرد أن تلتصق بالجسم ، من الصعب التخلص منها #r  يرجى محاولة الالتفاف عند مواجهتها ، خاصةً لا ينصح بلمسها بأيدي عارية,
289,سن منشار جدار الحصى,يتم إحتوائه @item_12618# بعد @item_548# تم تحسين القدرة الدفاعية للشخصية بشكل كبير. الآن لا يمكنها فقط صد الوحوش ، ولكن أيضًا ترتد الوحوش التي تلمسها #r#c0aba1d نصائح #n: لا ينصح به للحيوانات الأسيرة,
