ID,名字,描述,获得方式
255,Pfirsichblätter,Kann als Brennstoff für @item_1200 # oder als Rohstoff für die Sauerstoffproduktion verwendet werden. #rFeeding es zu Redchisk kann es züchten. Es kann auch als Kopfbedeckung von #c0aba1dsnowman verwendet werden#n.,
256,Pfirsichblüten-Setzling,In #c0aba1d Gruben #n zu Pfirsichbäumen heranwachsen,Beschädigende Pfirsichblätter haben die Möglichkeit zu fallen
257,Zhenmu,"Mit#c0aba1d Axt Werkzeuge#n kann schnell geschnitten werden#r kann in @item_11323# verarbeitet werden, kann auch als Kraftstoff verwendet werden",
258,Genwood-Blätter,Kann als Brennstoff für @item_1200# oder als Kopfbedeckung von #c0aba1dsnowman#n verwendet werden.,
259,Zhenmu-Bäumchen,Setzlinge aus Edelholz,Beschädigte Edelholzblätter haben eine Chance zu fallen
260,Blattloses Edelholz,"Wächst auf der kargen Oberfläche des niedlichen Augensterns, und an der Seite können Sauerstofffrüchte gepflanzt werden",Verwenden #c0aba1d Mithril- #n oder fortgeschrittenere Axtwerkzeuge
261,Starlight Sporenstab,"Wenn man Bambussprossen daneben pflanzt, mutiert die Perilla #c0aba1d #n",Wachsen im Schatten unter #c0aba1d Himmelsinsel #n
262,Moos,"Ein feuchter und feuchtigkeitsreicher Pflanzenwuchs. Es hat die Tendenz, den Boden rutschig zu machen, und wenn man ihn zerbricht, erhält man @item_11595##r. Selbst im Schatten, wo die warme Sonne nicht hinkommt, gedeiht das Moos und sorgt für einen Hauch grüner Vitalität",
263,Astrosporen-Samen,"#c0aba1d  #n im Schatten des bezaubernden Auges Stern Stein gepflanzt, nach einer gewissen Zeit wird Sternenlicht Sporen wachsen",
264,Lindenholzplatte,"Grundlegendes Baumaterial, weit verbreitet in Holzgebäuden",Malen mit Kalkfarbe am Tisch des Handwerkers
265,Blattlose Edelholzbretter,Kann zur Dekoration verwendet werden,Aus blattlosem Edelholz am Handwerkertisch
266,Mutierte Bambussprossen,"#c0aba1d 15 Ausdauer nach dem Verzehr von #nund erhalten die folgenden Spezialeffekte #r #c0aba1d Fluoreszenz, hektisches Graben oder Grabenmüdigkeit.",Mutierte Sternenlichtsporen in der Nähe von Bambussprossen
267,Mutierte Perille,"#c0aba1d nach dem Verzehr von #n15 körperliche Kraft zurückgewinnen und die folgenden Spezialeffekte erzielen #r #c0aba1d Fluoreszenz, Lebenserholung oder Vergiftungszustand.",Mutiert aus Sternenlichtsporen in der Nähe von Perilla
268,Mutierter Pflanzenstab,,Wachsen im Schatten unter #c0aba1d Himmelsinsel #n
269,Fluoreszierendes farbiges Gras,Eines der Materialien zur Herstellung kleiner fluoreszierender Kugeln und großer fluoreszierender Kugeln,Aufgewachsen auf #c0aba1d Insel #n
270,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
271,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
272,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
273,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
274,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
275,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
276,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
277,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
278,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
279,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
280,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
281,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
282,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
283,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
284,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
285,Astrospore,"#c0aba1d 15 körperliche Kraft nach dem Essen #n, und erhalten #c0aba1d fluoreszierenden Zustand #n, die Wahrscheinlichkeit der Erlangung von Nachtsicht oder Schwindel Zustand",Im Schatten unter der Sternenhimmelinsel mit niedlichen Augen können auch Sternenlichtsporensamen gepflanzt werden
286,Mutierter Horas-Sporenstiel,Das mutierte @item_261# nach der Reaktion auf @item_227# oder @item_226#,
287,Bullless gezackter Farn,"#c0aba1d #n einzigartigen alten Pflanzen des roten Landes, die gezackten Zähne auf den Blättern sind extrem scharf, und einige werden #c0aba1d Dornen #nwachsen, aber es ist schwierig, es zu schütteln, wenn es am Körper klebt #r bitte versuchen Sie, einen Umweg zu machen, wenn Sie ihm begegnen, vor allem ist es nicht empfehlenswert, es mit leeren Händen zu berühren",
288,Knollenförmiger gezackter Farn,"#c0aba1d #n einzigartigen alten Pflanzen des roten Landes, die gezackten Zähne auf den Blättern sind extrem scharf, und einige werden #c0aba1d Dornen #nwachsen, aber es ist schwierig, es zu schütteln, wenn es am Körper klebt #r bitte versuchen Sie, einen Umweg zu machen, wenn Sie ihm begegnen, vor allem ist es nicht empfehlenswert, es mit leeren Händen zu berühren",
289,Gezackte Kieswand,"Nach dem Umwickeln #c0aba1d  #nwurde die Verteidigungsfähigkeit der Kieswand erheblich verbessert. Jetzt kann es nicht nur das Monster aufhalten, sondern auch das Monster, dem es begegnet, #r #c0aba1d abprallen lassen Tipps #n: Es wird nicht empfohlen, Tiere in Gefangenschaft zu halten",durch Bearbeitung mit einem Handwerkertisch gewonnen
290,Gezackte Blausteinwand,"Nach #n #c0aba1d Dornenstamm hat sich die Verteidigungsfähigkeit der Blausteinwand erheblich verbessert. Jetzt kann es nicht nur das Monster aufhalten, sondern auch das Monster, dem es begegnet, #r #c0aba1d abprallen lassen Tipps #n: Es wird nicht empfohlen, Tiere in Gefangenschaft zu halten",durch Bearbeitung mit einem Handwerkertisch gewonnen
291,Sägezahn Planet Felswand,"Nach #n #c0aba1d Dornenstamm hat sich die Verteidigungsfähigkeit der Felswand des Planeten erheblich verbessert. Jetzt kann es nicht nur Monster aufhalten, sondern auch von den Monstern abprallen, denen es begegnet #r #c0aba1d Tipps #n: Es wird nicht empfohlen, Tiere in Gefangenschaft zu halten",durch Bearbeitung mit einem Handwerkertisch gewonnen
292,Kokosnuss-Setzling,"Die Setzlinge, die nach dem Einpflanzen der Kokosnüsse in den Boden wachsen, wachsen nach einer Weile zu Kokosnussbäumen heran!",
294,Riesiges Kokosnussblatt,Ein so großes Blatt scheint lange zu brennen #n als #c0aba1d verwendet,
295,Große Kokosnuss,"#c0aba1d zu erholen 15 körperliche Kraft nach dem Essen #n, in #c0aba1d Grube gepflanzt #n kann in eine Kokosnuss wachsen #r #c0aba1d riesige Frucht auf der Kokosnuss #n, seien Sie vorsichtig, nicht darunter zu stehen, getroffen werden ist kein Witz",
296,Entfremdetes riesiges Kokosnussblatt,"Durch den Einfluss von Laterit hat sich die Farbe des gesamten Blattes dramatisch verändert, und im Inneren hat sich eine große Menge instabiler Substanzen angesammelt. Wenn es als #c0aba1d Brennstoff #nverwendet wird, scheint es länger zu brennen.",
297,Entfremdete große Kokosnuss,"Durch die #n #c0aba1d haben sich sogar die Kokosnüsse verändert. Eine große Menge instabiler Substanzen hat sich darin angesammelt, so dass Kokosnüsse nicht mehr gepflanzt werden können und ungenießbar sind #r Ich habe gehört, dass Piraten anscheinend gerne entfremdete Kokosnüsse zur Herstellung von #c0aba1d verwenden #n, probieren Sie es!",
298,Brennende kleine Fackel,"Nach dem Aufstellen kann es eine Zeit lang brennen und die Umgebung beleuchten, danach wird es gelöscht, und das Kontaktfeuer kann wieder entzündet werden, zum Beispiel: eine kleine Fackel mit #c0aba1d brennt #n klick zum Löschen, oder eine kleine Fackel mit #c0aba1d gelöscht #n klick auf die brennende #c0aba1d  #n #r Tipps: Die kleine Fackel wird durch Regen übergossen #n #c0aba1d regnerischen Tagen und kann nicht entzündet werden",
299,Erloschene kleine Fackel,"Eine kleine Fackel, die erloschen ist, kann in Kontakt mit einer offenen Flamme wieder angezündet werden, zum Beispiel: eine kleine Fackel mit einem #c0aba1d brennenden #n klick zum Löschen, oder eine kleine Fackel mit einem #c0aba1d erloschen #n klick auf das brennende #c0aba1d Lagerfeuer #n #r Tipps: Die kleine Fackel #c0aba1d Regentage #n wird durch Regen und Kann nicht gezündet werden",
300,Glockenblume,"Kann Blumenkränze und hochwertige Lebensmittel machen, kann auch zu Blumensamen durch den Handwerker Tisch verarbeitet werden #r Hand kann auch führen #c0aba1d Vogelscheuche zu folgen #n",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von Glockensamen in Bodengruben gewonnen werden
301,Ruolan,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von Jolan-Samen in Bodengruben gewonnen werden
302,Sternblume,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von Sternblumensamen in Bodengruben gewonnen werden
303,Drachenblutblume,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Aussaat von Drachenblutblumensamen in Bodengruben gewonnen werden
304,Hyazinthe,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Kann in freier Wildbahn gesammelt oder durch Anpflanzung von Hyazinthensamen in Bodengruben gewonnen werden
305,Die Klaue des Drachen,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Aussaat von Drachenklauensamen in Bodengruben gewonnen werden
306,Dracaena,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von Dracaena-Samen in Bodengruben gewonnen werden
307,Roter Tequila,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Kann in freier Wildbahn gesammelt oder durch Anpflanzung von roten Agavensamen in Bodengruben gewonnen werden
308,Orangen-Agave,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Kann in freier Wildbahn gesammelt oder durch Anpflanzung von Orangen-Agavensamen in Bodengruben gewonnen werden
309,Graue Agave,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Kann in freier Wildbahn gesammelt oder durch Anpflanzung von Grauagavensamen in Bodengruben gewonnen werden
310,Rosa Tequila,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Kann in freier Wildbahn gesammelt oder durch Anpflanzung von rosa Agavensamen in Schmutzgruben gewonnen werden
311,Weiße Kokosnuss,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von weißen Kokosnusssamen in Bodengruben gewonnen werden
312,Gelbe Glockenblume,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von gelben Glockenblütensamen in Bodengruben gewonnen werden
313,Briar,"Kann hochwertige Lebensmittel herstellen, kann durch den Handwerkertisch auch zu Blumensamen verarbeitet werden",Es kann in freier Wildbahn gesammelt oder durch Anpflanzung von Wildrosensamen in Bodengruben gewonnen werden
314,Rotalgen,Es ist das Hauptmaterial für die Herstellung von Rotalgen-Krafttränken,Wächst #c0aba1d tief #n dem Meeresgrund und leuchtet schwach um heiße Quellen
315,Spielversion ist zu niedrig,,
316,Spielversion ist zu niedrig,,
317,Spielversion ist zu niedrig,,
318,Spielversion ist zu niedrig,,
319,Spielversion ist zu niedrig,,
320,Spielversion ist zu niedrig,,
321,Pfirsichblüten-Haufen,Das Gras ist köstlich und bunt,"Erscheint in #c0aba1d Pfirsichhainen #n, gesammelt mit Schaufelwerkzeugen"
322,Kleiner Blumenhaufen,Fallende Blumen fallen wieder,"Erscheint in #c0aba1d Pfirsichhainen #n, gesammelt mit Schaufelwerkzeugen"
323,Laubiger Haufen,Unbegrenzt fallendes Holz,"Erscheint in #c0aba1d Pfirsichhainen #n, gesammelt mit Schaufelwerkzeugen"
324,Kirsche Früchte,"Blätter mit reifen Kirschen, die nach der Zerstörung gewonnen werden können",
325,Lärchenfrucht,"Blätter mit reifen Tannenzapfen, die nach der Zerstörung gewonnen werden können",
326,Baumfrüchte,"Blätter mit reifen Baumfrüchten, die nach der Zerstörung gewonnen werden können",
327,Zhenmu-Frucht,"Die Blätter, die reife Sauerstofffrüchte enthalten, können nach der Zerstörung gewonnen werden",
328,Rotholzfrucht,"Blätter mit reifen Mammutfrüchten, die nach der Zerstörung gewonnen werden können",
329,Walnussfrucht,"Blätter mit reifen Walnüssen, Walnüsse können nach der Zerstörung gewonnen werden",
330,Mahagoni-Frucht,"Blätter mit reifen Pfirsichen, Pfirsiche können nach der Zerstörung gewonnen werden",
331,Pappelfrucht,Die Blätter mit reifen Espenfrüchten können nach der Zerstörung gewonnen werden,
332,Dicke Kirschzweige,Kann zu verschiedenen Werkzeugen und Requisiten unter @item_800# verarbeitet werden und kann auch als Treibstoff verwendet werden#r#c0aba1d Axtwerkzeuge#n können schnell gefällt werden,"Legen Sie#c0aba1d auf das Axtwerkzeug, um die vollständige#n erhalten, und schneiden Sie sie dann zu"
333,Feine Kirschzweige,"Es kann zu verschiedenen Werkzeugen und Requisiten unter @item_800# verarbeitet werden, und kann auch als Treibstoff#r#c0aba1d Axtwerkzeuge verwendet werden#n kann schnell geschnitten werden, und kann auch als#c0aba1d Schneemanns Nase verwendet werden#n","Legen Sie#c0aba1d auf das Axtwerkzeug, um die vollständige#n erhalten, und schneiden Sie sie dann zu"
