ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
324,"Trauernde Perle Unsterblich, Lingxi","Trinken Sie nachts, um den Mond aufzulösen, und hängen Sie fluoreszierende Perlen an.
Gott hatte Mitleid mit Fendais Feigheit, und die Tränen verwandelten sich in Jinze Dew.",,"Besondere Änderungen: Das Spiel kann die Transformationsfunktion realisieren, die Form und den Zustand ändern!","#cda5b0a Transformation: Es kann in eine natürliche Form an Land umgewandelt werden, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen! #n",Talent: Kann spezielle Blutlinien stimulieren und unter Wasser frei atmen!,,#cda5b0a Begrenzt auf die Produktion von Star Pack#n.,
325,Hein,"Tanzen im Wind wie Seide,
Der Meeresgrund ist wie eine Jade versteckt.
Leichtigkeit mit der Meeresbrise ausstrahlen,
Von einer Wanderschaft ist keine Spur zu sehen.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Blasen schweben herum!,#cda5b0a Begrenzt auf die Produktion von Dreamer Pack#n.,,,
326,Halvi,"An der Grenze zwischen Leben und Tod schwimmt die Seele in den Tausenden von Untoten.
Die Flügel der Tapferkeit blühen glänzend, die bösen Gedanken erheben sich, und sie brüllen davon.
Gebrochene Wunden erfordern die Heilung von Vertrauen.
Diese durchdringende Enttäuschung hat sich bereits in meine Lunge geschlichen und mit leiser Stimme gestöhnt.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Schwarze Federn, die vom Körper flattern!",,,,
327,Glenny,"Wischen Sie die Schulter schwarze Rose, öffnen Sie Pandora, die Seele Tattoo Fledermaus Knochen, und das Lächeln brennt auf dem Schädel.
In der Dämmerung geboren, am Morgen verborgen - Dunkelheit ist mein Schicksal.
Sakura-Rot und ergreifende Weißwäsche, Skelett und Punk koexistieren.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Fledermäuse und rosa Herzen flattern herum!,"Anpassung: Nach Erhalt, können Sie frei passen zurück Dekoration, Gesicht Dekoration, Schmuck und andere Teile in [Customization]!",,,
328,Großer Mars,"Der Kreislauf des Schicksals, die Zahnräder drehen sich nie unwillkürlich, aber er zieht es vor, sich über diese lächerliche Zukunft lustig zu machen.
Der Beat ist eine Klinge, die Texte sind Kugeln, und die ""Schläger"", die nie kämpfen, benutzen Musik, um die betäubte Stadt aufzuwecken.
Vielleicht werden Träume immer aufwachen, aber jetzt ist nicht der richtige Zeitpunkt",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Fußabdrücke des Sternenlichts, wo Sie gehen.",,,,
329,Marlene,"Unter dem prächtigen Scheinwerferlicht dürfen nur die gleichen Hymnen gesungen werden, und die Straßen wandern, und ihre schreiende E-Gitarre brüllt den wahren Schmerz und die Schönheit des Lebens.
was , wenn sie nicht erkannt wird? Die rebellische und freie Seele wird sicherlich von Marlenes Gesang angezogen werden und die Fesseln sprengen.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Fußabdrücke des Sternenlichts, wo Sie gehen.",,,,
330,Bogenschütze Xiaomi,"In seiner Lieblings-Superheldenuniform ist Xiaomi, der Mann vom Blatt, der sich für die Gerechtigkeit einsetzt, auf dem Weg!",,Avatar: Avatar freischalten,Körper-Effekt: Goldene Lichtpunkte sind um Sie herum!,,,,
331,Engel,"Angel, die mit ihren mutierten Flügeln belastet war, wurde von einem mechanisierten Soldaten gerettet. Gemeinsam kämpften sie, um die letzte Festung der Menschheit zu schützen, die Hoffnung symbolisiert.",,Profilfoto: Profilfoto freischalten.,Körpereffekt: Weiße Federn schweben um den Körper herum!,,#cda5b0a Interaktion: Kann interaktive Aktionen mit Isaia auslösen!#n,,
332,Jesaja,"Isaia ist das ganze Jahr über in ständige Kämpfe mit mutierten Kreaturen verwickelt und kämpft gegen denselben Virus, der seinen Körper und sogar seinen Geist zersetzt...",,Avatar: Avatar freischalten,Körpereffekt: Energieblöcke schweben um den Körper herum!,,#cda5b0a Interaktion: Kann interaktive Aktionen mit Angel auslösen!#n,,
333,Barricade,"Barricade ist ein Decepticon-Kämpfer, der Menschen auf einen Blick durchschaut und das Vertrauen der Menschen nutzt, um sie auszutricksen. Er reißt auch gerne Gegner mit mächtigen Waffen und hydraulischen Händen in Stücke.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Blitze flattern auf den Körper!,"#cda5b0a Verformung: Klicken Sie auf die Schaltfläche Verformung auf der linken Seite, um die Roboter- / Fahrzeugform zu wechseln! #n",,,
334,Kexi Glänzendes Mädchen,"Kexi Guanghui hat ein schönes Aussehen, und der Schachwagen ist ihr schönes Symbol. Ehrgeizig manipuliert sie Freundschaft als Macht und wird schließlich besiegt und in eine Steinstatue verwandelt.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Flammen flattern herum!,,,,
335,Apfel Lili Mädchen,"Apple Lili ist die Schwester von Apple Jia 'er und eines der Gründungsmitglieder der Cute Legion. Sie hilft nicht nur beim Sammeln von Äpfeln in der süßen Apfelplantage, sondern arbeitet auch hart für das süße Logo zusammen mit dem süßen Baby und der auffälligen Lulu.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Blumen werden auf den Körper gestreut!,,,,
336,Schnee Herz Mädchen,"Das Herz des Schnees ist die Tochter der Prinzessin der Glänzenden Rüstung und Phonologie, benannt zu Ehren der Kristallzeremonie, als sie das Kristallherz mit einem Schrei zerschmetterte. Danach war ihre Magie stabilisiert und dies geschah nie wieder.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Rosa Lichtpunkte, die auf dem Körper flattern!",,,,
337,"Prinz Akaya, Liansheng","In dieser chaotischen Welt
Habt keine Angst vor verwundeten Kindern
Wer will schon wieder Menschen verletzen
Über den Fluss und über das Meer wird er nicht verschont bleiben!",,"Besondere Änderungen: Das Spiel kann die Transformationsfunktion realisieren, die Form und den Zustand ändern!","#cda5b0a Verfärbung: Göttliche Fähigkeit: Umschaltbare jugendliche Form, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen. #n",,,,
338,"Lingze-Junge, Liansheng","Alle Wesen sehen mich an
Unwissend und sorgenfrei
Die Lotusblume hinter mir blüht
Der Herbstwind und die Wellen wirbelten viel Wind und Wolken auf.",,"Besondere Änderungen: Das Spiel kann die Transformationsfunktion realisieren, die Form und den Zustand ändern!","#cda5b0a können das Erwachsenenformular wechseln, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen. #n",,,,
339,Shaohua,"Das Moxa-Bündel zerrt sanft an den Orchideen, und die Blüten von Jiayang vermehren sich plötzlich.
Yuelang Drachenboot Drachenboot Festival Tour, fünf Seidenknödel und Jaspis transparent.
Halten Sie den Ventilator Huanxi, um die Wärme abzuleiten, und die rote Sonne steigt herab, um an die alten Ebenen zu erinnern.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Grüne Blätter, die auf dem Körper flattern!",,,,
340,Doris,"Wenn ich mit Nachrichten aus der Ferne durch die Straßen ziehe, brauche ich nur ein Lächeln des Empfängers als Ermutigung.",,Avatar: Freischalten,Körper-Effekt: Die Umschläge sind um dich herum!,,,,
341,Dole,"Die Musik von Freud und Leid erreichte jede Familie.
Die Botschaften werden pünktlich mit dem Läuten der Glocke zugestellt.
Als Überbringerin ist es meine Pflicht, jeden Brief sorgfältig zu bewahren.",,Avatar: Freischalten,Körper-Effekt: Die Umschläge sind um dich herum!,,,,
342,Lambert,"Mit Hilfe der Sterne und der Willenskraft beginnt die Astrologie zu wirken.
Die Räder des Schicksals greifen ineinander und sagen den Zyklus des Schicksals voraus.
Die Legenden der Zukunft verblassen nie. Und ich, auf der Suche nach dem, was verloren gegangen ist.",,Avatar: Freischalten,Körper-Effekt: Sternenlichter sind um dich herum!,,,,
343,Martini,"Als Martini zum Kopfgeldjäger wurde, wollte er ursprünglich diejenigen schützen, die sich nicht selbst verteidigen konnten. Während eines Kampfes gegen einen genetisch veränderten Dinosaurier erlitt er schwere Gelenkverletzungen. Doch der Dinosaurierschädel, den er bei sich trägt, jagt den berüchtigtsten Verbrechern Angst ein.",Freischaltbare Gegenstände durch Aktivitäten,Avatar: Freischalten,Körper-Effekt: Lichtpunkte sind um Sie herum!,,,,
344,Heiliger Himmel,"Heiliger Himmel ist der Anführer des Teams Gigantische Unbezähmbarkeit, besiegte den Tyrannosaurus, tapfer und gerecht.",,Avatar: Entsperren。,Körpereffekt: Flammen schießen hinter ihm/ihr empor！,"#cda5b0aTransformation: Klick links, Roboter/Fahrzeug! #n",,,
345,"Sommersong, Traum","Sommerbrise durch Kleidung und Haar, trifft unerwartet auf Schönheit.",,Avatar: Entsperren。,Blumen um den Körper!,,,,
346,Tanzende Sterne Belinda,"Skaten, Musik, Flug am Boden!",,Avatar: Entsperren。,Körpereffekt: Noten schweben um den Körper herum！,,,,
347,"Träge warme, Paní","Müde, Bett.",,Avatar: Entsperren。,Schlaftrunkenheit!,,,,
348,Hallo Kitty Lorna,Schleife magst? Kein Geschenk!,,Avatar: Entsperren。,Körpereffekt: Blütenblätter schweben um den Körper herum!,Blumige Fußspuren beim Gehen.,,,
349,Cinnamoroll Nimo,"Duftende Blütenblätter, stille Zeit.",,Avatar: Entsperren。,Blumen um den Körper!,Süße Fußspuren beim Gehen.,,,
350,Galán,"Vergangene Höhle, Prinz durchquert, Leiden überwunden, erstaunlicher Traum.",,Avatar: Entsperren。,Körpereffekt: Noten schweben um den Körper herum！,"Anpassung: Kaufe und kombiniere Rücken, Gesicht und Hand Accessoires.",,,
351,Erdbeer Tenten,"Drei Hitzewellen - Sommerbeginn, keine Frische. Grüne Haut, roter Kürbis, süßer Sand. Fruchtduft lindert Hitze, Eis betritt, Körper strahlt.",,Avatar: Entsperren。,Körpereffekt: Es liegt ein Duft von Wassermelone in der Luft!,,,,
352,Aiden,"Führender lenkt, Loyalität nicht kontrolliert. Tapfer, strebt nach Sieg. Gegenangriff oder Verfolgung, ändert alles.",Ungesperrte Gegenstände können durch das Ereignis erhalten werden,Avatar: Entsperren。,Körpereffekt: Leuchtende Punkte schweben um den Körper herum!,,,,
353,Tylnos,"Der halbherzige Nachkomme des fleischfressenden Tyrannosaurus rex hat ein majestätisches Aussehen und ein einsames Herz. Wenn ein Begleiter sein Herz liest, zeigt er auch eine sehr sanfte Seite ~",,Avatar: Avatar freischalten.,Körpereffekte: Das Aroma des Grills weht durch den Körper!,,,,
354,Trisno,"Pflanzenfressendes Dinosaurier-Mischlingsmädchen, einfache und schwache Persönlichkeit, mag Streitigkeiten nicht und beginnt mit der Ermutigung ihres Begleiters Tenos tapfer für was sie will.",,Avatar: Avatar freischalten.,"Körpereffekte: Grüne Blätter, die auf dem Körper flattern!",,,,
355,"Kapitän Hyun Yu, Yan Rui","Der Wind bläst den Wald und der Zauber beginnt,
Das Siegel des Schlummers wird schließlich erwachen.
Hören Sie, Kapitän Xuan Ye Xiao.
Waschen Sie den Schmerz des Sommers und des Sommers weg.",,"#cda5b0a Transformation: Die Transformation Funktion kann im Spiel realisiert werden, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen! #n","Körpereffekte: Ahornblätter werden auf dem Körper verstreut und hinterlassen Maskenfußabdrücke, wo Sie gehen!",Talent: Kann die versiegelte spirituelle Kraft erwecken und Eisschäden widerstehen!,"Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",,
356,"Ahornfuchs Rote Nacht, Yanrui","Wanli Fenghou trinkt Eistau.
Ein Stück Trauer,
Winter wilde kalte Knochen.
Nichts weiter als ein Gedanke, um Leben zu retten!",,"#cda5b0a Transformation: Die Transformation Funktion kann im Spiel realisiert werden, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen! #n","Körpereffekte: Ahornblätter werden auf dem Körper verstreut und hinterlassen Maskenfußabdrücke, wo Sie gehen!",Talent: Kann die versiegelte spirituelle Kraft erwecken und Eisschäden widerstehen!,"Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",,
357,Cynthia,"Die Stern-Mond-Dirigentin, die Mondscheinmagie einsetzt, ist die neue königliche Zeremonienmagierin. Wenn sie das Zepter mit den Sternen und Monden in der Hand schwingt, umgeben die Musiknoten der Sterne und Monde, die sie rezitiert, die Seite des Kleides. Sie kommt aus einer Stadt außerhalb des Reiches. Sie ist den ganzen Tag bei den Sternen und Monden, und ihr wolkenartiges, flauschiges Haar ist ein Symbol für ihre Süße.",,Avatar: Avatar freischalten.,Körpereffekte: Sternenlicht driftet vom Körper!,Avatar-Rahmen: Wird automatisch freigeschaltet.,,,
358,Skoll,"Skoll hat schon immer davon geträumt, das Universum zu erforschen. Heute hat er endlich seinen Traum verwirklicht. Er nahm ein Raumschiff in die Hand, reparierte das Raumschiff mit hervorragender Technologie und fuhr es dann sofort ins Universum. In dem Moment, in dem er den Himmel durchbrach, sah er die Sterne und spürte das schöne Licht, das ihn alle begeisterte.",,Avatar: Avatar freischalten.,Körpereffekte: Sterne schweben herum!,,,,
359,Scarlett,"Cooles Sunshine Girl mit extravagantem, krakenförmigem rotem Haar, das in der Sonne schwindelerregend leuchtet. Sie liebt es, jede Sportart der Welt zu erkunden, insbesondere Skateboarding. Sie kann gekonnt Skateboard fahren und zwischen verschiedenen Hindernissen schwimmen. Sie ist das coolste Skateboard-Mädchen im Viertel.",,Avatar: Avatar freischalten.,Körpereffekte: Oktopus schwebt herum!,,,,
360,"Sommer, Fiona","Fiona, die am Meer aufgewachsen ist, ist sonnig und frei, spielt gerne mit Wasserpistolen, aber unter ihrem süßen Äußeren verbirgt sich ein fanatisches Herz
I... Endlich kann ich nach Herzenslust spielen!
Sie... Willst du auch mit mir spielen?",,Avatar: Avatar freischalten.,Körpereffekte: Blasen schweben um den Körper!,,,,
361,Bonnie,"Unter dem schönen Aussehen verbergen sich Gefahren, lassen Sie sich nicht verwirren.",,Avatar: Avatar freischalten.,Körpereffekte: Umgeben von herrlichem Licht!,,,,
362,Rote Teufelin Yami,"Genkis kleiner roter Teufel ist sehr sportbegeistert. Da sie keine Angst vor Kälte hat, ist sie die aktivste Clubgängerin, die nur bei Aufregung dazu neigt, Flammen zu speien.",,Avatar: Avatar freischalten.,Body FX: Umgeben von weißen Schneeflocken!,,,,
363,Schneeelfe,"Die Elfen, die in den Tiefen des Eis- und Schneewaldes leben, sind schüchtern und in schneeweiße Flaum gehüllt, und nur wenige Menschen können ihr wahres Gesicht sehen.",,"Spezielle Transformation: Erfahre im Spiel eine Verwandlung, verändere dein Aussehen und deinen Status!","#cda5b0aVerwandlung: Wechseln Sie in den Winterelfen-Modus, indem Sie auf die linke Schaltfläche klicken, um eine Vorschau anzuzeigen. #n",Eigenschaft: Immun gegen Frost!,Besonderes Material: Kleidung mit schillernden Eiskristallen.,Avatar-Rahmen: Wird automatisch freigeschaltet.,
364,Winter-Elfe,"Der gesegnete kleine Eiskristall verwandelt sich in eine hübsche Winterelfe, die eine Tasche voller kleiner Schneeflocken trägt, die weichen Schneeflocken in die Welt streut und den eintönigen Winterfarben einen Hauch von Spaß verleiht.",,"Spezielle Transformation: Erfahre im Spiel eine Verwandlung, verändere dein Aussehen und deinen Status!","#cda5b0a Verwandlung: Klicken Sie links, um die Form des Eis- und Schneegespenstes zu sehen. #n",Eigenschaft: Winterelfe unempfindlich gegenüber Frost.,Besonderes Material: Kleidung mit schillernden Eiskristallen.,Avatar-Rahmen: Wird automatisch freigeschaltet.,
365,Rosig,"Die Prinzessin des Landes der dunklen Nacht ist immer von blutroten Blütenblättern umgeben, der Saft der Rosen färbt ihren Rock rot, sie tanzt im Mondlicht mit dem Duft der Blumen und hat die geheimnisvolle Kraft des ewigen Lebens.",,Avatar: Avatar freischalten.,Körpereffekte: Rosen werden auf den Körper gestreut!,,,,
366,Valentinstag,"Der drachentötende Junge, der viele Jahre lang von Dämonen kontrolliert wurde, hat immer ein Leben fern von Menschen und allein gelebt, um Unschuldige nicht zu verletzen. Wann immer er Blut riecht, kann er die dämonische Energie in seinem Körper nicht kontrollieren. Nachdem er sein Bewusstsein wiedererlangt hat, ist er immer extrem verärgert, aber mit dem Wachstum und dem allmählichen Sieg über die Dämonen wurde der drachentötende Junge schließlich zu einem Drachen.",Ungesperrte Gegenstände können durch das Ereignis erhalten werden,Avatar: Avatar freischalten.,Körpereffekte: Federn flattern auf dem Körper!,,,,
367,Hohes Verhältnis,"Eine geheimnisvolle Wunschkarte, die den Magier Gobi ruft, um eine unbekannte Magie zu erforschen. Um diese romantische und geheimnisvolle neue Welt zu betreten, beginnt Gobi eine Reise zum Sternenmeer.",,Avatar: Avatar freischalten.,Körpereffekte: Sternenlicht driftet vom Körper!,,,,
368,,,,,,,,,
369,"Scharlachrote Himmelsrüstung, Hua Mulan","Silberne und eiserne Pferde, Kriegstrommeln streiten, Pferde zischen und Menschen kochen, Schwerter und Schwerter.
Auf dem Schlachtfeld aus Fleisch und Blut habe ich nie Angst gehabt, nur weil ich meine Familie und mein Land auf dem Rücken trage, nur in unzähligen späten Nächten tropfen Einsamkeit und Sehnsucht mit Tränen aus meinen Augenwinkeln.",,Besondere Änderungen: Das Spiel kann die Transformationsfunktion realisieren und die Form und den Zustand verändern!,"#cda5b0a Cross-Dressing: Sie können die Boudoir-Form wechseln, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen. #n","#cda5b0a exklusive Stimme: exklusive Stimme wird in der Karte gespielt werden, klicken Sie auf die Schaltfläche auf der linken Seite zu hören! #n","Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",,
370,"Yue Jin Du Meng, Hua Mulan","Wer sagt, dass eine Tochter nicht so gut ist wie Lang? Die Tochter der Familie Hua ist natürlich eine Frau, die keinen Mann zulässt! Eine harte Frau mag einen härteren Weg gehen als eine gewöhnliche Frau, aber ihrer Familie und ihrem Land zuliebe ist es alles wert",,Besondere Änderungen: Das Spiel kann die Transformationsfunktion realisieren und die Form und den Zustand verändern!,"#cda5b0a Cross-Dressing: Sie können die militärische Form wechseln, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen. #n","#cda5b0a exklusive Stimme: exklusive Stimme wird in der Karte gespielt werden, klicken Sie auf die Schaltfläche auf der linken Seite zu hören! #n","Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",,
371,Einfacher Weizen,"Dessert Planet Trainee Magier. Er ist besser darin, alkalisches Brot auf Wasserbasis zuzubereiten, und er ist auch ein Fan von Hanfu. Gegenwärtig ist die Qualität der mit Zaubersprüchen zubereiteten Lebensmittel nicht stabil, und es gibt oft unerwartete Überraschungen.",Freischalten durch Ereignis,Avatar: Schalte den Avatar frei.,Körpereffekte: Der Körper treibt mit alkalischen Wasserknoten!,,,,
372,Explosion,"Triff jeden Schuss!
Schauen Sie genau hin, dieser Ball wird Ihnen bestimmt gefallen!",,Avatar: Schalte den Avatar frei.,Körpereffekte: Flammen flattern aus dem Körper!,,,,
373,Saralina,"Fehlerfreier Bowler!
Nimm es, das ist mein Geschenk an dich!",,Avatar: Schalte den Avatar frei.,Körpereffekte: Funken werden aus dem Kopf platzen!,,,,
374,Süßes kleines Mädchen,"Sweetheart ist eine seltene Schwester, die ihr immer hilft, aber in neun von zehn Fällen wird sie es vermasseln. Sie ist Gründungsmitglied der Lovely Legion und sucht normalerweise bei Apple Lili und Eye-catching Lulu nach ihren Talenten, aber ihr größter Wunsch ist es, glücklich mit ihrer Schwester zu leben.",,Avatar: Schalte den Avatar frei.,Körpereffekte: Körper schwebende Musiknoten!,,,,
375,Auffälliges Lulu-Mädchen,"Lulu ist abenteuerlicher als emotionale Geschichten und immer energisch und jungenhaft. Obwohl ihre Flugfähigkeiten sehr begrenzt sind, kann sie ihre Flügel geschickt einsetzen, um das Flyboard voranzutreiben und eine Reihe schwieriger Bewegungen auszuführen.",,Avatar: Schalte den Avatar frei.,"Körpereffekte: Lichtfleck, der auf dem Körper flattert!",,,,
376,,,,,,,,,
377,,,,,,,,,
378,Shanzhu,"rund, mollig
Purpurrotes Fell mit schneeweißem Fruchtfleisch,
Süß und sauer sind im Herzen verflochten,
Das ist der Duft der Natur.",,Avatar: Schalte den Avatar frei.,Körpereffekt: Mangkhut-Blüten sind auf dem Körper verstreut!,,,,
379,Miau Meng Küche,"Chefkoch Meow Meng, der aus einer berühmten kulinarischen Familie stammt, lässt Feinschmecker schwelgen, solange er auftaucht. Sein berühmter Spruch lautet: ""Jeder Fisch in meinen Händen kann zu köstlichen Gerichten verarbeitet werden"".",,Avatar: Schalte den Avatar frei.,Katzenpfotenabdrücke an den Orten.,,,,
380,"Agent der extremen Bestie, Kindermädchen","Ein medizinisches Eliteteam aus der Ziegenfamilie, ihre Techniktafel, kann alle Mittel sehen, die behandelt werden müssen. Wenn es eine anormale Situation gibt, gehen sie sofort hin und behandeln sie, indem sie Wiederherstellungslösung versprühen.",,Avatar: Schalte den Avatar frei.,,,,,
381,SENRO,"Der geheimnisvolle Bote der Leere, die Weite des Universums, hat seine Überzeugungen, und aus diesem Grund würde er sich lieber der Dunkelheit opfern. Der karge Planet ist sein einsames Gefängnis, aber es kann ihn nicht davon abhalten, in der Welt herumzuschnüffeln. Versuchen Sie nicht, ihn zu fangen, denn was du siehst, ist immer nur sein Gespenst.",,Avatar: Schalte den Avatar frei.,Körpereffekt: Leereenergie.,,,,
382,Eisprinzessin Eirinna,"Eirinna, eine Prinzessin in einer eisigen und schneebedeckten Welt. Sie ist offen und sanftmütig und wird von den Waldelfen sehr geschätzt. Sie ist die Seele des Waldes und strahlt Wärme und Toleranz aus, was sie zur Führungspersönlichkeit in den Herzen der Menschen macht.",,Avatar: Freischaltbarer Avatar.,Körpereffekt: Umgeben von reinweißen Schneeflocken!,Besonderheit: Die Eisprinzessin Eirinna ist gegen jede Form von Erfrierung immun!,"Avatar-Rahmen: Wird automatisch freigeschaltet, um animierte Avatar-Rahmen zu erhalten.",Fußabdrücke: Hinterlässt bunte Schneefußabdrücke auf dem Weg.,
383,Eisprinzessin Evelyn,"Evelyn ist eine Eisritterin und als jüngere Schwester hat sie einen introvertierten und starken Charakter. Sie versteckt sich gerne im Wald und erscheint nur in Krisenzeiten, um ihrer Schwester Eirina eine zuverlässige Stütze zu sein.",,Avatar: Freigeschalteter Avatar.,Körpereffekt: Schnee fällt um sie herum!,Merkmale: Die Eiskönigin ist gegen jede Art von Frost immun!,Avatar-Rahmen: Unlock automatisch ein dynamischer Avatar-Rahmen.,,
384,Herr der Zwillinge Fische Isis,"Wassergedicht, eine Legende der Liebe.
Totem des Sternenmeeres, wo Seelen ihre Stimme erheben.
Dieser alte Wächter der Ozeane ist sowohl ein Erlöser als auch ein Märtyrer.",,Avatar: Avatar freischalten,Körpereffekt: Der Körper wird von der Energie des Fisches umhüllt!,,,,
385,Herrin der Zwillingsfische Helena,"Geboren aus den Fischen ist sie ein Bote des Meeres.
Tränen fallen in den weiten Ozean, wo Fische Trauer schmecken können.
Mitten in der unendlichen Weite des Sternenhimmels tanzt sie zum Flüstern der Fische.",,Avatar: Avatar freischalten,Körpereffekt: Der Körper ist von der Energie der Fische umgeben!,,,,
386,Void Guardian Serina,"In dieser Nacht des kosmischen Vakuums mischt sich das Deck neu.
Die Zeit zyklisiert, Alpträume belagern und der böse Krieg steht bevor.
Als flüchtiger Schatten in der Dunkelheit ist mein Schlag schnell.",,"Special Transformation: Experience in-game morphing, altering your appearance and status!",#cda5b0aCostume Change: Switch to the Void Shadow attire. Click the left button for a preview.#n,Transform: Click the button on the left to transform into a beast.,#cda5b0aExclusive Voiceover: Exclusive voiceover will play within the map. Click the left button to listen!#n,Avatar Frame: Unlock the skin to obtain an exclusive Avatar Frame!,
387,Void Shadow Serina,"Verstreut über die Nacht, sind Sterne mit Leere-Energie gefüllt. 
Ein Stele am nächtlichen Himmel, flüsternd ein Wiedererweckungszauber. 
Das tanzende lange Haar webt meine Rüstung aus Schatten.",,"Special Transformation: Experience in-game morphing, altering your appearance and status!",#cda5b0aCostume Change: Switch to the Void Guardian attire. Click the left button for a preview.#n,Transform: Click the button on the left to transform into a beast.,#cda5b0aExclusive Voiceover: Exclusive voiceover will play within the map. Click the left button to listen!#n,Avatar Frame: Unlock the skin to obtain an exclusive Avatar Frame!,
388,Exquisite Blumen,"Das Schicksal im Spiel wenden, die Heimat in der Realität beschützen.
Ich bin die Prinzessin der Blumen und tanze im Pavillon.
-Die Hunan-Oper ""Prinzessin der Blumen"" Kooperation Haut",,Avatar: Avatar freischalten,Körpereffekt: Blumen umgeben dich!,,,,
389,Long Yu,"Alles in Prüfungen verstehen, immer richtig raten, immer bestehen, Glückssterne leuchten~",,Profilbild: Profilbild freischalten.,Körpereffekt: Goldmünzen schweben umher!,,,,
390,Li Yao,"Wer sagt, dass Fische nur eine Sieben-Sekunden-Erinnerung haben! Oh, wer hat mir gerade dieses rote Umschlag gegeben?",,Profilbild: Freigeschaltetes Profilbild.,Körpereffekt: Goldene Lichtpunkte schweben um den Körper!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,Berry Sweetheart,"Die wahre Identität von Berry Sweetheart liegt in ihrer Rolle als Fruchtkuchen-Elf. Sie erfreut sich daran, ihre Talente zu verbergen und sie nur dann zu enthüllen, wenn niemand in der Nähe ist. Im Geheimen zaubert sie süße Kuchen auf einer langen Bank mit Hilfe von Magie.",,Avatar: Avatar freischalten,Körpereffekt: Beeren umhüllen den Körper!,,,,
395,Angelica,"Angelica dient als Gesandte aus der himmlischen Sphäre. Ihre Mission ist es, Botschaften der Liebe und Hoffnung an Sterbliche zu übermitteln. Mit ihren Heilkräften kümmert sie sich um die Wunden der Menschen und bringt Wärme und Licht in ihre Herzen.",,Avatar: Avatar freischalten,Körpereffekt: Heilende Energie umgibt dich!,,,,
396,Mini - Roter Kriegsflieger,"Eine mechanische Lebensform, die Geschwindigkeit und Feuerkraft priorisiert. Sein gesamter roter Körper ähnelt einem Hochgeschwindigkeits-Kampfjet. Vier Energieklingen sind auf beiden Seiten seines Rumpfes integriert und bereit, Feinde zu zerschneiden.",,Avatar: Avatar freischalten,Körpereffekt: Flammen tanzen um den Körper!,"Transformation: Klicken Sie auf die Taste, um in den Kampfjet-Modus zu wechseln.",,,
397,Drachenmode,"Als unkonventioneller Trendsetter trägt er Träume über Ländergrenzen hinweg und bringt Möglichkeiten für diejenigen, die nach Innovation suchen.",,Avatar: Freischaltung des Avatars,Skin-Effekt: Ein Regen aus goldenen Münzen fällt herab!,,,,
398,Fitter,"Fitters Vater führt den Attentäter-Clan des Norland-Kontinents. Als seine Eltern während des Kampfes gegen Void-Monster verschwanden, begann Fitter eine Quest, um in das mysteriöse Void-Reich zu gehen und sie zu finden.",,Avatar: Avatar freischalten,Körpereffekt: Void-Kraft schwebt um den Körper!,,,,
399,Eilo,"Ursprünglich war Eilo eine gute Schülerin in der Norland Schule und eine ""kleine Prinzessin"", die von ihren Eltern beschützt wurde. Unverhofft erwachte sie die Fähigkeit, in den Void-Realm zu gelangen. Unter der Anleitung von Fitter wurde sie zu einer erfahrenen Attentäterin und jagt gemeinsam mit ihm Void-Kreaturen.",,Avatar: Avatar freigeschaltet,Körpereffekt: Void-Kraft schwebt um den Körper!,,,,
