ID,描述
647,Şimdi sırt çantasında
648,Görev tamamlandı!
649,Eşya elde et!
650,@1×@2 alındı
651,@1 adet @2 taşındı
652,@1×@2 düştü
653,Toplanan ödüller:
654,Geri Bildirim
655,Geri Bildirim
656,Geri bildirim ya da ekran görüntüsü göndermek ister misin? Lütfen bu e-postaya gönderin: miniwantech@gmail.com
657,@Null@
658,Mobil:
659,(Lütfen QQ numaranı gir)
660,(Lütfen telefon numaranı gir)
661,Teslim et
662,Bugün gönderilen öneriler sınıra ulaştı
663,lüften göndermeden önce tavsiyelerini girin
664,Tavsiyeler başarıyla gönderildi
665,Tavsiye gönderen çok fazla oyuncu var. Lütfen daha sonra tekrar deneyin
666,(Kilitli)
667,Kilidi açma yöntemi
668,Parçalari geri dönüştürmek
669,Geri dönüştürmek
670,Bu öğenin kilidini açmak için #c0aaa1a@1×@2#n gerekiyor. Telafi etmek için #cfa7a0f@3#n kullanabilirsin
671,Ödüller başarıyla alındı
672,Özelleştir ve Kurallar
673,Oyun modu
674,’in oyunu
675,Harita Kuralları Oluştur
676,Varsayılan
677,Uzunluk
678,Harita Boyutu: (1 uzun blok=16 blok)
679,Genişlik
680,Limitsiz
681,Arazi
682,Rastgele
683,Düz
684,Ada
685,Harita oluştur
686,Arazi şekli:
687,Çayır
688,Çöl
689,Orman
690,Buz Sahası
691,Okyanus
692,Dağ
693,Çam Ormanı
694,Ağaçlık alan
695,Canavar oluşturması:
696,Hayvanlar
697,Canavarlar
698,Bu yeryüzü şekli bu arazide kullanılamıyor
699,Kodu girin
700,#cfa7a0fOda sahibi#n@1#cfa7a0f odadan attı#n
701,#cfa7a0fodadan atıldı#n
702,Daha çok @ItemName gerekli
703,Gereken yedek öğeler yeterli değil
704,Yaratıcı Özel Modu
705,Temel ayarlar
706,Geri yükle\nVarsayılana
707,Kaydetmeyi onayla
708,Süre
709,Ödeme kesintisi başarısız!
710,Lütfen sayısal değerleri giriniz!
711,Takım
712,Skor
713,Kırmızı takımı
714,Mavi takımı
715,Yeşil takımı
716,Mor takımı
717,Sarı takımı
718,Turuncu takımı
719,Deneme
720,Haritayı Düzenle
721,Yükleme yapılamadı. Lütfen başka bir ödeme yöntemi seçin
722,Yükleme işlemi yapılıyor... Lütfen bekleyin...
723,Yükleme Yardımı
724,Lütfen ağ bağlantınızı kontrol edin. Birkaç kez yenilemek sorunu çözebilir.
725,Lütfen en son sürüme güncelleyin
726,Satın alma işlemleri ile ilgili herhangi bir sorun yaşamanız halinde lütfen bizimle iletişime geçin. Size en kısa zamanda yardımcı olacağız. 1) Sağüst köşedeki dişli çark simgesini tıklayın ve Geri Bildirim düğmesine dokunun. 2) Facebook: https://www.facebook.com/mini.wan.94 3. Twitter: https://twitter.com/miniwantech Not: Lütfen sorunun yerini bulmamıza yardımcı olması için UID’nizi sağlayın ve ekran görüntülerini ekleyin. Teşekkür ederiz!
727,Yükleme başarısız. Lütfen ağınızı ve bakiyenizi kontrol ettikten sonra tekrar deneyin!
728,Sahip olunan parçalar
729,Oyuncular yeterli. Oyunu başlat
730,Bataklık
731,Mini fasulye kazanmak için paylaş!
732,Mini fasulye nasıl elde edilir!
733,1) Özel linkinizi paylaşı\nn2. Diğerleri linkine tıkladığı zaman 20 Mini Fasulye elde edeceksi\nn3. Günde 5 defa Mini Fasulye alabilirsiniz. Haftada en fazla 20 kez
734,Şimdi mevcut olan:
735,Bu haftanın toplamı:
736,Linki kopyala
737,Ödüller al!
738,Özel linkim:
739,Panoya kopyalandı!
740,En azından bir çeşit arazi şeklini seçin
741,Hazırlık Aşaması
742,İlk tedarik sandığı
743,Tedarik sandığına yeniden meydan okumak
744,"İlk tedarik sandığı: Depoda bulunan öğe, oyuncunun başlangıçta getireceği öğe olacaktır"
745,"Tedarik sandığına yeniden meydan okumak: Depoda bulunan öğe, oyuncunun yeniden meydan okuduğunda getireceği öğe olacaktır"
746,oluşturma
747,Oyun modu
748,Takım yok
749,Oyun bitti
750,Önerilen ayarlar
751,"ön ayarlanmış plan, daha hızlı oyun kuralını oluşturmana yardımcı olur"
752,Parkur önerisi
753,Savaş önerisi
754,Varsayılan
755,’in Haritası
756,Günlük ödül üst limitine ulaşıldı
757,Haftalık ödül üst limitine ulaşıldı
758,Başarıyla alındı
759,Yanlış veri
760,Henüz UID bilginiz yok
761,Bağlantı başarısız. Lütfen bu sayfayı tekrar açın
762,Bu UID yasaklandı
763,Ayrıntılar
764,Yorumlar
765,Daha fazla yorum için tıkla ya da yukarı kaydır
766,Yorum yok
767,"Yorumunuz yazarın haritayı daha güzelce tamamlamasına yardımcı olur, lüften görüşünüzü girin (en fazla 110 karakter)"
768,Yorumlama başarısız. Lütfen yeniden deneyin
769,Henüz yorum yok
770,Daha fazla yorum yok
771,Lütfen ağı kontrol edin ve yeniden deneyin.
772,Yorum başarıyla silindi!
773,Silme işlemi başarısız
774,(Yüksek Konfigürasyona gerekir)
775,Kendini görüntüleyemezsin
776,"Bu arşivin paylaşımını iptal ettiğinizden emin misiniz?
 #cef2d2d(paylaşımi iptal ettikten sonra silme ve veri temizleme işlemi yapıldıysa bu arşiv geri alınamaz)"
777,Birisi sizin için ayrılan linke tıkladığında ödül alırsınız.
778,UID değiştirmesi kapalı
779,UID şifrelemesi kapalı
780,Bahçe kapalı
781,Mesaj yüklemesi kapalı
782,SDK yüklemesi kapalı
783,Wechat ödemesi
784,Alipay ödemesi
785,WeChat ödemesi kapalı
786,Alipay ödemesi kapalı
787,Siprarişi iptal et
788,Problem var
789,Yükleme işlemi yapılıyor... Eğer 1 dakika içinde yanıt yoksa ağ ile ilgili bir problem olmuştur.
790,1 kez satın al
791,10 kez satın al
792,Çift!
793,Etkinlik zamanı: #cfa7a0fKasım 15 - Aralık 15#n#rEtkinlik içeriği: Etkinlik sırasında #cfa7a0fToplam giriş sayısının#n belirli bir miktara ulaşması gerekir. Bu etkinlik ara yüzünden zengin ödüller elde edebilirsin.
794,Şükran Günü Hediyesi
795,Şükran Günü Hediye Eğlencesi
796,1 gün
797,2 gün
798,3 gün
799,4 gün
800,5 gün
801,6 gün
802,7 gün
803,8 gün
804,9 gün
805,10 gün
806,Şükran Günü Hediyesi
807,Karakter
808,Birleştirme
809,Büyüle
810,Savunma
811,Düzenle
812,Çeşit
813,Tümü
814,Donanım
815,Aletler
816,Bloklar
817,Malzemeler
818,@Null@
819,@name 'e dönmek için ekranı kaydırın
820,Kaka
821,Nini
822,"Bu oyun kolu, karekterin hareketlerini kontrol eder"
823,Operasyon Eğitimi
824,Hareket etmek için oyun kolunu kaydır.
825,Lütfen hareket ederken dönmek için ekranı kaydırın.
826,Ekranı üste ve alta doğru kaydırarak gök yüzünü ve yeri izle
827,Bu bir Görev Takip çubuğudur. Yeni görev yayınlandı.
828,Lütfen yıldız enerji bloğunun yanında git
829,Yıldız enerji bloğunu parçalamak için onu uzunca bas
830,Yıldız enerji bloğuna yaklaş ve onu al
831,Görev tamamlandı
832,Eşyaları saklamak için size bir çanta verildi
833,Eşyaya tıkla
834,Eşyayı yere koy.
835,Kırmak ve geri dönüştürmek için hedefe uzunca basın.
836,@name ile malzeme topla
837,Kısayol çubuğu dolduğu zaman. Yeni eşyalar sırt çantasında depolanır.
838,Açmak için çantaya tıklayın
839,"Bak, Diğer eşyalar çantada."
840,Seçilen eşyaya tıklayın
841,Daha sonra kısayol çubuğuna tıkla
842,Bak. Eşyalar takas edildi
843,Lütfen tüm içerikleri toplayın
844,Kamera sallar
845,Yeni görev
846,Görev tamamlandı
847,Dünya blokları yükleniyor
848,Haberler
849,Tebrikler!
850,#c373631Tebrikler! şimdi#n#cfa7a0fyeni maceraya#n#c373631başla#n
851,Yeni macera
852,Her yerde
853,etrafında dolaşmak
854,Vizyon (daha uzak)
855,Vizyon (en uzak)
856,Geniş vizyon(ileri Konfigürasyona gerekir)
857,"Ultra büyük vizyon. (ileri Konfigürasyona gerekir, ekran görüntüsü alarak kullanmak önerilir)"
858,En akıcı (saklama alanı daha az cihazlar için)
859,Dengeli akıcılık (Çoğu cihaz için)
860,En iyi görüntü. Orta ve yüksek permomaslı mobil telefon için uygundur
861,"Sis ,"
862,"(Tüm davranışlara izin verilir, yalnızca yasaklanmış öğelerve dayağın yasaklanmasından den etkilenir)"
863,(Bloklar hasar göremiyor ve yerleştirilemiyor. Oyuncular sadece ziyaret edebilir)
864,"(Patlayıcı fıçılar, ateşleyici taşlar, magma fıçıları, büyük havai fişekler vb. yasaktır. oda sahibi kısıtlandırılmadı)"
865,iOS'daki arkadaşlarını davet et!
866,"İOS kullanıcıları Mini World'a davet et, çeşitli ödüller seni bekiliyor! 1. Etkinlik sırasında iOS arkadaşlarını  Mini World'un indirmelerine davet et, kendin UID numaranı gir, her ikiniz için bir ödül verilecek: minik uçan fare parçası ve çok sayıda mini fasulye! 2. İOS'e yeni kayıt olan oyuncunun #cfa7a0f24 saat içinde telefonla bağlı#n tutması başarılı davet olarak değerlendirilir ve kullanıcıya ödül verilecek 3. IOS'e yeni kayıt olan kullanıcı davet edilen oyuncunun UID numarasını girince ödül kazanabilir, bir yeni oyuncu sadece bir UID davet numarasını girme hakkı var"
867,iOS sürümünü paylaşın ve rezerve edin!
868,iOS arkadaşlarını davet et
869,Mevcut oda üyesinin yetkisi
870,Mevcut oda üyesinin yetkisi
871,Oda yetkisi (#c0aaa1aSebest#n)
872,Oda yetkisi (#c0aaa1aZiyaretçi#n)
873,Tehlikeli maddeleri kullanmak yasaktır (#cef2d2dOkapalı#n)
874,Tehlikeli maddeleri kullanmak yasaktır (#cef2d2dOAçık#n)
875,Sis (Kapalı)
876,Sis (hafif)
877,Sis (Yoğun)
878,@1 yasaklandı
879,@1 yasak kaldırıldı
880,#c0aaa1a Mini Fasulye #n yeterli değilse otomatik satın al
881,Bahçeye git
882,Bitkilv@levelödüller
883,Sonraki sayfa
884,"1. Bitki her bir seviyeye yükseldiğinde, Mini Fasulyeler ve 1 arşiv kontenjan elde edilir. 2. 5/10/15 seviyelerinde ekstra meyve kontejan elde eder"
885,Henüz SMS ödemesi desteklenmiyor. Lütfen başka bir ödeme yöntemi deneyin.
886,Geri dönüşüm için onayla
887,Geri dönüşümden kazancın
888,İndirilenler
889,İsim:
890,Mod:
891,Yeni Dünya
892,Filtrele
893,Davetten bonus
894,Öğe satın al
895,Öğe deposu
896,Yenile
897,Favori
898,Filtre tipi
899,Genel Ayarlar
900,Dünya arazi kodu
901,Harita oluştur
902,Kalmak：
903,Kopyala
904,Bloklar nasıl devre dışı bırakılır:
905,1-Eşya çubuğuna tıkla eşyayı silmek için eşya isminin yanındaki kırmızı düğmeye bas. 2- Etkinleştirmek için yukarıdaki adımları tekrarlayın.
906,Harita paylaşımı
907,Yeni Görünüm: @1 giyinme!
908,Kilidi açılan yeni karakterler:
909,Beceri yükseltme:
910,Eşya takası
911,11 gün
912,12 gün
913,13 gün
914,14 gün
915,15 gün
916,16 gün
917,17 gün
918,18 gün
919,19 gün
920,20 gün
921,21 gün
922,22 gün
923,23 gün
924,24 gün
925,25 gün
926,26 gün
927,27 gün
928,28 gün
929,29 gün
930,30 gün
931,-saat sonra günlük sıfırlama gerçekleşir
932,-dakika sonra günlük sıfırlama gerçekleşir
933,"Mini Kaptan: 1. Yetkilinin havale ve şanslı paketi şartı aranmayacaktır. Havale ve şanslı paketi isteyenlerin hepsi dolandırıcıdır!
 2. ""Kırık versiyona"" inanmayın, yabancıların ""müşteri hizmetiymiş gibi davrandığına"" inanmayın! """
934,SV
935,@Null@
936,@Null@
937,@Null@
938,@Null@
939,@Null@
940,Lütfen davet edenin UID girin:
941,@Null@
942,@Null@
943,@Null@
944,@Null@
945,@Null@
946,@Null@
947,@Null@
948,@Null@
949,@Null@
950,İndirim
951,İndirim1
952,İndirim2
953,İndirim3
954,İndirim4
955,İndirim5
956,İndirim6
957,İndirim7
958,@Null@
959,@Null@
960,@Null@
961,İsim
962,Saldırı yasaktır.(#c0aaa1aAçık#n)
963,Saldırı yasaktır.(#c0aaa1aKapalı#n)
964,(Oyuncular birbirlerine saldırabilir)
965,(Oyuncular birbirlerine saldıramaz)
966,Resmi öneri
967,"Telefon kartı bulunamadı, yükleme başarısız oldu"
968,"Yeniden deneme başlangıç noktasına dönecek, emin misiniz?"
969,Onayla
970,İptal et
971,Değiştirilebilme sayısı
972,Değişildi
973,"Bu senin daha önce oynadığın arşiv, tıkla ve göz at"
974,Yeni bir arşiv oluşturmak için buraya tıklayın
975,ภาษาไทย
976,Español
977,Português
978,Français
979,日本語
980,العربية
981,한국어
982,Tiếng Việt
983,Русский
984,Türkçe
985,Italiano
986,Deutsch
987,Indonesia
988,Malay
989,@Null@
990,@Null@
991,@Null@
992,@Null@
993,@Null@
994,@Null@
995,@Null@
996,@Null@
997,@Null@
998,@Null@
999,@Null@
1000,Birisi hazinelerimi çalmaya çalışıyor!
1001,Alev vaftizini kabul et!
1002,Kuvvetli sunucuya bağlanıyor
1003,Yönlendirme sunucusuna bağlanıyor
1004,Hedefe doğrudan bağlanmaya çalışılıyor
1005,Delik açmaya çalışılıyor
1006,"Yönlendirme sunucusuna başarıyla bağlandı,Ana bilgisayar, yönlendirme sunucusuna girer."
1007,"Yönlendirme sunucusuna başarıyla bağlandı.Konuk bilgisayar, yönlendirme sunucusuna girer."
1008,Delme hatası. Sunucu aracılığıyla öne çıkarmaya çalışılıyor
1009,Delme hatası. Oda sahibi ile bağlantı kurulamıyor
1010,Sunucuya başarıyla bağlandı Ana bilgisayara kimlik doğrulama isteği gönderiliyor
1011,Ana bilgisayara başarıyla girildiİlk veri bloğu alındı.
1012,Mod başarıyla yüklendi. Ana bilgisayara bir istek gönderilmeye çalışılıyor
1013,Kim uykuma rahatsız etmeye cesaret eder!
1014,Void! Neden beni bağlıyorsun?
1015,"Özgürüm .. teşekkürler, savaşçı."
1016,Bu toprağın gazabıdır!
1017,@Null@
1018,"Önceki sipariş başarıyla tamamlandı, Mini jetonun toplamı @1'e yükseldi"
1019,Önceki sipariş işleme alındı. Lütfen daha sonra tekrar deneyin.
1020,Diğer ödeme yöntemleri
1021,"Şans haftalık etkinliği, bahçede çift bonus alın!"
1022,Ödül: Çift Chocobo Binekı!
1023,"Meyve açarak dolu enerjiyi toplamaktan ödül alabilirsin, meyve ne kadar iyi ise eklenecek enerji ne kadar fazla"
1024,@Null@
1025,@Null@
1026,@Null@
1027,@Null@
1028,@Null@
1029,@Null@
1030,@Null@
1031,@Null@
1032,@Null@
1033,@Null@
1034,@Null@
1035,@Null@
1036,@Null@
1037,@Null@
1038,@Null@
1039,@Null@
1040,@Null@
1041,@Null@
1042,@Null@
1043,@Null@
1044,Bir şifre belirleyin
1045,Şifreyi onaylayın
1046,Şifreyi yazın
1047,Sıfırla
1048,"Oda sahibi şifreyi ayarlamadı, açamazsın"
1049,Şifre yanlış
1050,Bir harita seç
1051,Geçmiş
1052,Kategori
1053,Hayatta kal
1054,Üstte tutmak
1055,SADECE #CEF2D2D @1 şansı gönderilecek. Lütfen doğru bilgileri girin
1056,Reklam izle#c0aaa1aücretsiz şekilde meceraya devam#\nnüstünden öğe düşmesin！
1057,Süresi geçti
1058,Harita ara
1059,Elit haritalar
1060,Boş
1061,Önerilen güzel harita
1062,Oluştur
1063,Popüler
1064,"Şu anda atölyede çok sayıda insan var, bu resmi çevrimiçi oynatmanız veya bu resmi indirmek için sıraya girmeniz önerilir."
1065,Çevrimiçi oyna
1066,Sıraya gir
1067,Sensör bloğu
1068,Saldırı(İzin verildi): Oyunculara saldırabilir
1069,Saldırı(Engellendi): oyunculara saldıramaz
1070,Paylaş
1071,Mini World'da eğleniyorum
1072,Hadi oynayalım!
1073,Giriş başarısız. Lütfen ağı kontrol edin
1074,Oda bulunamadı. Lütfen ağı kontrol edin
1075,Oyuncu henüz bir oda oluşturmadı
1076,Bu oyuncunun açtığı odanın bilgisi anormal
1077,İstemci sürümü odanın sürümüyle eşleşemedi.
1078,Odaya bağlanılamadı
1079,Oda zaten dolu!
1080,@Null@
1081,@Null@
1082,@Null@
1083,@Null@
1084,@Null@
1085,@Null@
1086,@Null@
1087,@Null@
1088,@Null@
1089,Sırt çantasının kapasitesi
1090,Açlık derecenin tüketimi
1091,Adı değiştirmek için tıkla
1092,Komutayı sıfırla
1093,Analizin hızı
1094,Sinyal çözücü
1095,Bir komuta çipini seçin
1096,"Komut çiplerini ekle, elektrik geçince soldan sağa sırayla çibi analiz et."
1097,"Komuta çipi için editler? #r
 Komuta çipi, sinyal alıcısının 8 kanalına karşılık gelen 8 kanala sahiptir. 1 kanal 1 komut sütunudur, her komutun iki durumu vardır, mavi açık ve gri kapalı anlamındadır.Örneğin, ilk satırdaki kanal 1'in komutu açıktır, ardından ilk satır ayrıştırıldığında, kanal sinyaldir. 1 alıcısı Sinyali kabul eder ve açık duruma getirir ve her hattın ayrıştırma hızı 0,2 saniyeden 0,6 saniyeye ayarlanabilir #r#r
 Komuta çipi nasıl kullanılır? #r
 Komut çipini sinyal çözümleyiciye yerleştirin. Sinyal çözümleyici açıldıktan sonra komut çipini sırayla çözümleyerek ve komut çipinin talimatlarına göre sinyal alıcısına sinyal gönderecektir."
1098,Yeni Yıl Şanslı paketi almak için tıklayın
1099,Yeniden sıfırlama komutları çipin tüm komutlarını silecektir.
1100,Oda kapandı.
1101,Odaya bağlanılamadı. Lütfen ağ bağlantısını kontrol edin.
1102,Odaya girilemedi.
1103,"Şimdi odaya giriyorsun, lütfen bekleyin!"
1104,Görünüm
1105,Özellik
1106,Lütfen önce bir karakter oluştur
1107,Yaratık Türü
1108,Lütfen aşağıdan bir yaratık türü seç
1109,Girdiğin UID veya Şifre yanlış
1110,Uluslararası Versiyon
1111,Giriş
1112,Hesap değiştirme başarısız
1113,"UID değiştirme girişi başarısız oldu, aşağıdaki çözümleri deneyebilirsiniz:
 1.#cef2d2dşifre yanlış#n, lütfen şifreyi doğruladıktan sonra tekrar girin
 2.#cef2d2dŞifremi Unuttum#n, daha önce e-postanızı bağladıysanız, lütfen E-posta ile ara"" butona tıklayın"
1114,"Girdiğin UID mevcut değil. Sebepleri şunlar olabilir: 1) Giriş başarısız. Lütfen UID girişini yeniden kontrol edin 2） Geçerli servis alanına ait değil, lütfen servisi değiştir ."
1115,Servis alanını değiştir
1116,"#cef2d2d @1 #n değiştirmek istediğinden emin misin? Mevcut UID ve veriler (arşiv, öğe, mini jeton ve mini fasulye vs) şimdiki sevid alanında kalır, gerekli zamanda tekrar sevis alanını değiştir. Değiştirildikten sonra yeniden özel@1UID verilecek. Oyunu kapatmak için ""Onayla"" tıkla, geçerli olmak için yeniden başlat"
1117,Çin (Anakara)
1118,Uluslararası Bölge
1119,"Sevgili kullanıcı, şu an kullandığınız sürüm mecvut bölgede kullanılmamaktadır, lüften oyunu kapatın ve yeniden başlatın. Uyumlu sunucuya aktarıyoruz."
1120,"Omlet'te canlı yayın yapın, en iyi oyun anlarınızı paylaşın. Videolarınızı aynı anda Facebook, YouTube ve Twitter'da paylaşabilirsiniz. #r#rOmlet'in canlı yayın fonksiyonu yalnızca Android 5.0 veya üstü sürümü desteklemektedir."
1121,@Null@
1122,@Null@
1123,@Null@
1124,"Şifreler yanlış，şu an cihaz kilitlendi, lütfen daha sonra tekrar deneyin."
1125,Reklam
1126,"Eşsiz şifre, lütfen tekrar girin"
1127,Komut Çip
1128,4 karakterli şifre girin.
1129,Çok hızlı konuşuyorsun! Biraz dinlen!
1130,Temel Özellik
1131,Gelişmiş Özellik
1132,Hareketlilik özelliği
1133,Mobil mod için birden fazla özellik seçilebilir
1134,Lütfen aşağıda bulunan yaratığın saldırı türünü seçin
1135,Lütfen aşağıda bulunan yaratığın saldırı modunu seçin
1136,Saldırı?
1137,Saldırın yan etkisi
1138,Seçilen etki
1139,Saldırı özellikleri
1140,Çoklu savaş özellikleri açmayı seçebilirsin
1141,Projeksiyon
1142,Saldırı Kütüphanesi
1143,Varsayılan
1144,Beyaz tuval
1145,Sular
1146,Çayır
1147,@Null@
1148,@Null@
1149,@Null@
1150,Zararlı etki
1151,Faydalı etki
1152,Nötr etki
1153,Paylaşmak için onaylay
1154,Yüzen ada
1155,@Null@
1156,@Null@
1157,@Null@
1158,@Null@
1159,@Null@
1160,@Null@
1161,@Null@
1162,@Null@
1163,@Null@
1164,@Null@
1165,@Null@
1166,@Null@
1167,@Null@
1168,@Null@
1169,@Null@
1170,@Null@
1171,İstek sınıra ulaştı
1172,Oda Bilgileri
1173,Misafir Listesi
1174,Arkadaş davet et
1175,Bilgiler
1176,Sesli Sohbet Yasak
1177,Sesli Sohbet Açık
1178,Ses iznini ayarla
1179,Ses iznini iptal et
1180,İzini kapat
1181,İzini aç
1182,Takım Hazırlama
1183,Mikrofon kap
1184,Oda yetkisi için başvur
1185,Onaylandı
1186,Reddedildi
1187,Yetki başvurusu Oda sahibine gönderildi
1188,Oda sesi fonksiyonu #c0a7fef(Genel sesli sohbet)#n
