ID,名字,描述,获得方式
242,Thân Cây Xương Rồng,"Sinh trưởng trên #c0aba1d Sa Mạc#n, có thể kết hợp với Gậy Gỗ để chế tạo thành Vũ Khí phủ đầy gai nhọn!",Dùng Hạt Xương Rồng trồng vào Hố cũng có thể nhận được
243,Ngô Hoang Dã,Sau khi phá hoại có thể sẽ nhận được #c0aba1d Ngô #n,"Ngô mọc hoang dã, vì thiếu chất dinh dưỡng nên không nhiều lắm"
244,Cây Noel,"Cây lớn luôn xanh lá mà Ông Già Noel tự tay trang trí, thường dùng để trang trí Kiến Trúc","Trong thời gian sự kiện Noel, mua ở tiệm của Ông Già Noel"
245,Cỏ Thủy Sinh,"Là sinh vật mọc trên nước sinh trưởng ở vùng #c0aba1d Biển Cạn#n, do mọc rất rườm rà phức tạp nên những sinh vật và đạo cụ dừng lại trên nó rất dễ bị quấn vào và bị giữ lại, hãy đừng dừng lại quá lâu, nếu đủ may mắn có thể tìm thấy vật báu hiếm trong đó",
246,Rong Biển,"Là sinh vật mọc trên nước sinh trưởng ở vùng #c0aba1d Biển Cạn#n, sau khi phá hoại có xác suất rơi ra #c0aba1d Rong Biển Sống#n",Khảm hoàn chỉnh Bùa nhận được sẽ nhận được Rong Biển
247,Cánh Hoa Trôi Nổi,"Rơi rải rác #c0aba1d trên mặt nước#n, có thể đặt trên mặt nước để trang trí",
248,Ván Gỗ Nổi,Đặt trên mặt nước sẽ #c0aba1d chịu được trọng lượng#n,Đến Bàn Thợ dùng Ván Gỗ để gia công
249,Quả Thông,"Quả của Cây Thông, có thể nấu ra Thức Ăn vị ngon",
250,Cây Sen,"Sinh trướng #c0aba1d trên mặt nước#n, có thể đặt trên mặt nước để trang trí",
251,Cây Trúc,"Sau khi dùng cho #c0aba1d Gấu Trúc#n, có thể sẽ khiến nó được #c0aba1d thuần hóa#n#r#c0aba1d Cho Gấu Trúc đã thuần hóa ăn#n sẽ nhận được Trúc Rỗng","Sinh trưởng trong #caba1d Rừng Trúc #n, cũng có thể trồng Măng vào Hố để nhận"
252,Lá Trúc,"Có thể dùng để trang trí, sau khi phá hoại có xác suất ra Măng",
253,Măng,Trồng vào #c0aba1d Hố#n sẽ mọc ra Cây Trúc,Phá hoại Lá Trúc có thể sẽ nhận được
254,Gỗ Hoa Đào,Sử dụng #c0aba1dcông cụ Rìu#n để đốn nhanh#r và chế biến thành @item_11323# hoặc có thể dùng làm Chất Đốt,Dùng #caba1dcông cụ Rìu#n để đốn nhanh
255,Lá Cây Hoa Đào,"Có thể dùng để làm chất đốt trong @item_1200# hoặc nguyên liệu chế tạo Oxy#rCho Gà Bay ăn có thể giúp nó vào trạng thái sinh sản, cũng có thể làm #c0aba1dtrang sức đầu cho người tuyết#n",
256,Cây Giống Hoa Đào,Trồng 在#c0aba1d vào Hố#n sẽ mọc ra Cây Đào,Phá hoại Lá Cây Đào có xác suất rơi ra
257,Gỗ Gen,Sử dụng #c0aba1dcông cụ Rìu#n để đốn nhanh#r và chế biến thành @item_11323# hoặc có thể dùng làm Chất Đốt,Dùng #caba1dcông cụ Rìu#n để đốn nhanh
258,Lá Cây Gen,"Có thể dùng để làm chất đốt trong @item_1200# hoặc nguyên liệu chế tạo Oxy, cũng có thể làm #c0aba1dtrang sức đầu cho người tuyết#n",
259,Cây Gen Non,Mầm Non Gỗ Gen,Phá hoại Lá Cây Gỗ Gen có xác suất rơi ra
260,Gỗ Gen Nhẵn,"Sinh trưởng trên bề mặt cằn cỗi ở Horas, mặt bên có thể trồng Quả Oxy",Dùng #caba1d Rìu Bạc Kín #n hoặc công cụ loại Rìu cao cấp hơn để đốn
261,Thân Bào Tử Ánh Sao,"Trồng Măng Đất, Tía Tô bên cạnh nó sẽ xảy ra #c0aba1d Biến Dị #n",Sinh trưởng ở #caba1d vùng tối tăm phía dưới Đảo Hoang #n Horas
262,Rêu,"Rêu ẩm và chứa nhiều nước, cẩn thận nếu đứng bên trên sẽ bị trượt ngã, phá hủy sẽ rơi @item_11595##rNơi nắng gió không đến được, thanh xuân vẫn sẽ nảy mầm",
263,Hạt Giống Bào Tử Ánh Sao,"#c0aba1d Trồng#n trên chỗ tối tăm ở Horas, sau một thời gian sẽ mọc ra @item_270#",
264,Ván Gỗ Xám Đá Biếc,"Vật liệu xây dựng cơ bản, được dùng rộng rãi trong những kiến trúc bằng gỗ",Đến Bàn Thợ dùng Thuốc Màu Xám Đá Biếc để sơn
265,Miếng gỗ cây Gen nhẵn,Có thể dùng để trang trí,Đến Bàn Thợ dùng Gỗ Gen Nhẵn để chế tạo
266,Măng Đất Biến Dị,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được hiệu ứng đặc biệt sau #r#c0aba1d Trạng thái Huỳnh Quang, Đào Điên Cuồng hoặc Đào Kiệt Sức.",Để @item_270# gần Măng Đất Biến Dị sẽ tạo thành
267,Tía Tô Biến Dị,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được hiệu quả đặc biệt sau #r#c0aba1d trạng thái Huỳnh Quang, Phục Hồi HP hoặc Trúng Độc.",Để @item_270# gần Tía Tô Biến Dị sẽ tạo thành
268,Trụ Thực Vật Biến Dị,,Sinh trưởng ở #caba1d vùng tối tăm phía dưới Đảo Hoang #n ở Horas
269,Cỏ Màu Huỳnh Quang,Là một trong những vật liệu chế tạo Bóng Huỳnh Quang và Bóng Huỳnh Quang Lớn,Sinh trưởng #caba1d trên Đảo Hoang #n ở Horas
270,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
271,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
272,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
273,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
274,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
275,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
276,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
277,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
278,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
279,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
280,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
281,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
282,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
283,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
284,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
285,Bào Tử Ánh Sao,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, và nhận được #c0aba1d trạng thái Huỳnh Quang #n, có tỉ lệ nhận được trạng thái Nhìn Đêm hoặc Đầu Óc Choáng Váng","Sinh trưởng ở chỗ tối tăm phía dưới Đảo Horas, cũng có thể nhận khi trồng @item_263#"
286,Thân Bào Tử Ánh Sao Biến Dị,Sau khi gặp @item_227# hoặc @item_226# sẽ biến dị thành @item_261#,
287,Dương Xỉ Răng Cưa Không Cầu,"Thực vật cổ xưa đặc biệt của vùng #c0aba1d Đất Đỏ#n, răng cưa trên phiến lá cực kỳ sắc bén, có những chiếc lá còn mọc #c0aba1d Cầu Gai#n, một khi dính lên trên người sẽ rất khó gỡ ra #r Khi gặp phải hãy tìm đường đi vòng để tránh, đề nghị không dùng tay chạm vào",
288,Dương Xỉ Răng Cưa Kết Cầu,"Thực vật cổ xưa đặc biệt của vùng #c0aba1d Đất Đỏ#n, răng cưa trên phiến lá cực kỳ sắc bén, có những chiếc lá còn mọc #c0aba1d Cầu Gai#n, một khi dính lên trên người sẽ rất khó gỡ ra #r Khi gặp phải hãy tìm đường đi vòng để tránh, đề nghị không dùng tay chạm vào",
289,Tường Đá Vụn Răng Cưa,"Sau khi bện vào #c0aba1d Sợi Gai#n, năng lực phòng thủ của Tường Đá Vụn sẽ tăng rõ rệt, bây giờ không chỉ có thể ngăn Quái Vật, còn có thể khiến những Quái Vật chạm vào phải bị bật ra #r#c0aba1d Nhắc Nhở#n: Không nên dùng để vây chuồng nuôi động vật",Nhận được khi dùng Bàn Thợ để gia công
290,Tường Đá Rêu Răng Cưa,"Sau khi bện vào #c0aba1d Sợi Gai#n, năng lực phòng thủ của Tường Đá Rêu sẽ tăng rõ rệt, bây giờ không chỉ có thể ngăn Quái Vật, còn có thể khiến những Quái Vật chạm vào phải bị bật ra #r#c0aba1d Nhắc Nhở#nL Không nên dùng để vây chuồng nuôi động vật",Nhận được khi dùng Bàn Thợ để gia công
291,Tường Nham Thạch Răng Cưa,"Sau khi bện vào #c0aba1d Sợi Gai#n, năng lực phòng thủ của Tường Nham Thạch sẽ tăng rõ rệt, bây giờ không chỉ có thể ngăn Quái Vật, còn có thể khiến những Quái Vật chạm vào phải bị bật ra #r#c0aba1d Nhắc Nhở#nL Không nên dùng để vây chuồng nuôi động vật",Nhận được khi dùng Bàn Thợ để gia công
292,Mầm Dừa,"Mầm mọc ra sau khi trồng Dừa xuống đất, thêm một thời gian nữa sẽ mọc thành Cây Dừa!",
294,Lá Dừa Siêu Lớn,"Một chiếc lá lớn thế này, nếu dùng làm #c0aba1d Chất Đốt#n có lẽ sẽ cháy rất lâu",
295,Dừa Lớn,"Sau khi #c0aba1d ăn#n sẽ hồi phục 15 Thể Lực, trồng vào #c0aba1d Hố #n sẽ mọc thành Cây Dừa, trên #r#c0aba1d Cây Dừa#n mọc ra Quả Siêu Lớn, cẩn thận đừng đứng phía dưới, nếu bị quả rụng rơi trúng thì không phải là chuyện đùa đâu.",
296,Lá Dừa Siêu Lớn Dị Hóa,"Chịu ảnh hưởng của Đất Đỏ, màu của cả chiếc lá có sự thay đổi lớn, bên trong tích tụ lượng lớn vật chất không ổn định, nếu dùng làm #c0aba1d Chất Đốt#n có lẽ sẽ cháy rất lâu.",
297,Dừa Lớn Dị Hóa,"Chịu ảnh hưởng của #c0aba1d Đất Đỏ#n, đến Dừa cũng có sự thay đổi lớn, bên trong tích tụ lượng lớn vật chất không ổn định, khiến Dừa không thể tiếp tục trồng, không thể ăn được #r Nghe nói Hải Tặc có vẻ rất thích dùng Dừa Dị Hóa để chế tạo #c0aba1d Đạn Pháo#n, hãy thử xem sao!",
298,Ngọn Đuốc Nhỏ,"Sau khi đặt sẽ cháy liên tục trong một khoảng thời gian và chiếu sáng xung quanh, sau đó sẽ tắt dụi, chạm vào lửa sáng sẽ lại bị đốt cháy lần nữa, ví dụ như: tay cầm #c0aba1d Ngọn Đuốc Nhỏ#n chạm vào ngọn đã tắt dụi, hoặc tay cầm #c0aba1d Ngọn Đuốc Nhỏ Tắt Dụi#n chạm vào #c0aba1d Lửa Trại đang cháy#n#r Nhắc: hãy cẩn thận vì Bó Đuốc Nhỏ nếu bị nước mưa trong #c0aba1d Ngày Mưa#n tạt phải sẽ tắt và không thể đốt cháy nữa.",
299,Bó Đuốc Nhỏ Tắt Dụi,"Bó Đuốc Nhỏ đã bị tắt dụi, chạm vào lửa sáng sẽ lại bị đốt cháy lần nữa, ví dụ: tay cầm #c0aba1d Bó Đuốc Nhỏ Thiêu Đốt#n chạm vào bó đã tắt dụi, hoặc tay cầm #c0aba1d Bó Đuốc Nhỏ Tắt Dụi#n chạm vào #c0aba1d Lửa Trại đang cháy#n#r Nhắc: Bó Đuốc Nhỏ nếu bị nước mưa trong #c0aba1d Ngày Mưa#n tạt phải sẽ tắt và không thể đốt cháy nữa",
300,Hoa Chuông Gió,"Có thể chế tạo Vòng Hoa và Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ #r Tay cầm còn có thể hướng dẫn #c0aba1d Bù Nhìn Rơm đi theo #n","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Hoa Chuông Gió vào Hố"
301,Hoa Nhược Lan,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Hoa Nhược Lan vào Hố"
302,Hoa Salem,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Giống Hoa Salem vào Hố"
303,Hoa Máu Rồng,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Hoa Máu Rồng vào Hố"
304,Dạ Lan,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Dạ Lan vào Hố"
305,Thủy Thảo,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Thủy Thảo vào Hố"
306,Huyết Giác,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Cây Máu Rồng vào Hố"
307,Cây Thùa Đỏ,"Có thể nấu Thức Ăn Cao Cấp, cũng có thể chế biến thành Hạt Giống Hoa ở Bàn Thợ","Thu thập ở Dã Ngoại, cũng có thể nhận khi trồng Hạt Cây Thùa Đỏ vào Hố"
