ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
293,Chúa Tể Hải Dương Canorus,"Âm thanh của Dương Xỉ tạt qua đêm,
Linh Diệu Chu Tinh vọng ra tiếng sáo suy tư. 
Đuôi Cá và Sừng Cừu được cho là logic của lý trí, 
Hỗn loạn lập lại pháo đài phòng thủ sẽ bị sụp đổ.",,Avatar: Mở khóa khung hình đại diện skin Chúa Tể Hải Dương Canorus,Hiệu ứng cơ thể: Toàn thân được bao quanh bởi sức mạnh của Ma Kết!,,,,
294,Chúa Tể Sao Ngân Bình Elias,"Cảm hứng không khí hanh khô bay về quê hương hư ảo, 
Mộng Cảnh và Kỳ Tư đang lang thang ở Tinh Hà. 
Như sương bong bóng ủ trên sao sông mờ ảo, 
Nho ủ vào Ngân Bình để được uống hương thơm ngọt ngào.",,Avatar: Mở khóa khung hình đại diện skin Chúa Tể Sao Ngân Bình Elias,Hiệu ứng cơ thể: Toàn thân được bao quanh bởi sức mạnh của cung Ngân Bình!,,,,
295,Đường Khả Hinh,"Vung vung Thìa Vàng, vẫy vẫy nước Đường, lửa đỏ vẽ lên Thỏ Tuyết. 
Sùng sục, sùng sục, nồi đồng ngọt ngào, Thú Tiên Phụng Bảo Hộ nhảy ra khỏi nồi!",,Avatar: Mở khóa khung hình đại diện skin Đường Khả Hinh,Hiệu ứng cơ thể: Những bức tranh bằng đường tản ra khắp cơ thể!,,,,
296,Đường Khả Dực,"Kim Mặc múa bút, dao kéo bay múa, tấp nập ồn ào thổi kẹo thú. 
Vê nặn lôi kéo, xưng là Tiên Pháp, hoa lửa bay lượn gọi là bình an!",,Avatar: Mở khóa khung hình đại diện skin Đường Khả Dực,Hiệu ứng cơ thể: Những bức tranh bằng đường tản ra khắp toàn thân!,,,,
297,Pelou,"Cô gái bí ẩn lớn lên ở làng chài, nghe nói có sức mạnh của các vị thần, đơn thân độc mã bảo vệ tượng thần và kho báu. Cô ấy lương thiện và tốt bụng, nụ cười luôn giữ trên môi, nhưng cũng rất bình tĩnh khi đối mặt với nguy hiểm. Dường như không có gì có thể khiến cô ấy tức giận hay sợ hãi.",,Avatar: Mở khóa khung hình đại diện skin Pelou,,,,,
298,Ronnas,"Thiếu niên lớn lên trong đất liền, từ nhỏ khao khát phiêu lưu, thích khám phá những điều chưa biết và phá vỡ mọi quy tắc. Theo bước chân của người anh trai thứ tư và thuyền trưởng Tom đến hòn đảo nhỏ nơi có kho báu của Thần Biển trong truyền thuyết, quyết tâm tìm ra kho báu, và vang danh bốn biển.",Có thể tham gia sự kiện để mở khóa đạo cụ,Avatar: Mở khóa avatar.,,,,,
299,Soundwave,"Sĩ quan tình báo của Decepticons, nắm giữ tất cả các thông tin trao đổi tình báo giữa địch và đồng minh. Lòng trung thành và năng lực của anh đã được Megatron khẳng định. Với sự giúp đỡ của các tay sai quân đoàn băng: Ravage, Laserbeak, Frenzy, Ratbat... Anh đã thu được thông tin tình báo quan trọng trong kế hoạch hành động của Autobots để đảm bảo thu về thắng lợi cho Decepticons.",,Avatar: Mở khóa hình đại diện,Dấu chân: để lại dấu chân logo của phe cánh ở những nơi đi qua.,"#cda5b0aTriệu Hồi: Triệu hồi quân đoàn, nhận hiệu ứng Buff! #n",,,
300,Bài Hát Xoài Chín,"Kem sữa mềm nhẹ nhàng đặt vào đáy cốc, trái cây tròn trịa được ngắt ra khỏi cành. 
Hương vị mềm mại lưu lại hương thơm cho miệng, màu vàng kim mang đến sự ngọt ngào!",,Avatar: Mở khóa khung hình đại diện skin Bài Hát Xoài Chín,Hiệu ứng cơ thể: Các hạt xoài chín tản ra khắp toàn thân,,,,
301,Tiêu Nguyên Nhi,"Đảm nhận chức vụ phó chủ tịch của Hiệp hội ẩm thực Ngôi Sao Vui Nhộn, ngoài điều hành cửa hàng Nguyên Tiêu của mình, còn thích đến thăm các cửa hàng ẩm thực khác. Một khi tìm thấy nguyên liệu tốt, ngay tối đó sẽ nghiên cứu và phát triển, ngày hôm sau sẽ khởi động chuỗi sự kiện cho sản phẩm mới. Sự kiện này sẽ được giảm giá chứ? Ôi rất tiếc, tặng thêm hai cái là được rồi, chứ còn giảm giá? thì không được đâu!",,Avatar: Mở khóa khung hình đại diện skin Tiêu Nguyên Nhi,Hiệu ứng cơ thể: Bánh trôi nước tản ra khắp toàn thân!,,,,
302,Nonana,"Sức sống tấn công mạnh mẽ, chiến đấu khiến mái tóc cột đuôi gà lắc lư hưng phấn, bùm nổ siêu tốc, tiếng đạn kèm theo tiếng cười điên rồ không dứt. Không ngờ chứ gì?! Một cô em loli bê nổi pháo để cứu lấy thế giới đấy!",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra trái tim yêu thương!,,,,
303,Lăng Vũ,"Tính toán tỉ mỉ và chặt chẽ, cẩn thận và chi tiết, bày mưu tính kế. Trấn thủ nơi hậu phương, quyết thắng nơi ngàn dặm. Ý?! Nắm chặt bàn tay, mồ hôi đầy trán? Không ngờ vị tướng quân mặt lạnh này cũng có lúc không biết phải làm sao.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra năng lượng chiến đấu!,,,,
304,Rebecca,"Tai Thỏ nhung trắng lắc một cái, Váy đáng yêu lắc một cái. 
Giấy Kẹo thủy tinh lấp lánh, mang đến phép màu Hương Vị Sữa.
Ding Ling Ding Ling ~ Phép thuật Thiếu Nữ Thỏ, biến thân!",,Avatar: Mở khóa khung hình đại diện skin Rebecca,Hiệu ứng toàn thân: Con dấu hình thỏ trôi nổi khắp toàn thân!,,,,
306,Ma Đằng Thánh Đạo Fecilia,"Khi sắc đẹp được khát khao, khuôn mặt tham lam sẽ cướp đoạt sinh linh, 
Khi hoa bị ghét bỏ, sự bẩn thỉu tràn lan làm ô nhục xứ sở thần tiên. 
Chào mừng linh hồn hoa trở về, làm sống lại ngàn bông hoa. 
Chờ hoa nở rộ, bướm đứng lặng yên.",,"Ánh Sáng: Tạo hình dạng với ánh sáng theo môi trường, nhấp nút bên trái để xem.","#cda5b0aẢo Hóa: Khi ánh sáng môi trường >9, biến thành Bí Cảnh Tinh Linh. #n",#cda5b0aThú Cưỡi Riêng: Nhấp nút bên trái để dùng thú cưỡi độc quyền. #n,"#cda5b0aHành Động Riêng: Bầu trời rắc mưa cánh hoa, nhấp nút bên trái để xem. #n",#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,
307,Bí Cảnh Tinh Linh Fecilia,"Hoa tươi đầy gai góc, mới có thể chấm dứt sự khao khao khát ở tận đáy lòng. 
Hương thơm ngào ngạt cuốn theo độc tính, vạn năng mới có năng lực phản kháng. 
Ánh sáng lóe lên, biến tấn công thành trợ lực. 
Vài ngày suy nghĩ, tạo ra một kỷ nguyên mới của phép thuật.",,"Ánh Sáng: Tạo hình dạng với ánh sáng theo môi trường, nhấp nút bên trái để xem.","#cda5b0aẢo Hóa: Khi ánh sáng môi trường >9, biến thành Ma Đằng Thánh Đạo. #n",#cda5b0aThú Cưỡi Riêng: Nhấp nút bên trái để dùng thú cưỡi độc quyền. #n,"#cda5b0aHành Động Riêng: Bầu trời rắc mưa cánh hoa, nhấp nút bên trái để xem. #n",#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,
308,Valena,"Thở và cảm nhận nhịp điệu của gió,
Tự tay chạm vào di tích tự nhiên,
Lặng lẽ viết nên chương sách tự do.",,Avatar: Mở khóa hình đại diện,Dấu chân di chuyển: nơi đi qua để lại dấu chân mèo.,,,,
309,Mark,"Lắng nghe âm thanh trong rừng,
Đặt chân nơi không người dưới ánh trăng,
Đi ngược dòng người, khám phá bí mật ngoài kia.",,Avatar: Mở khóa hình đại diện,Dấu chân di chuyển: để lại dấu chân cún con khi đi qua.,,,,
310,Aileen,"Sương rơi lên lá cỏ, lắc lư trong gió xuân,
Mặt đất rung chuyển hạt sương giá, ngày xuân đang chớm nở!",,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: Củ cải trắng tản ra khắp người!,,,,
311,Elton,"Mặt trời chiếu rọi trang trại, chim hót ngân nga,
Xẻng cuốc từng tấc đất, giọt mồ hôi tạo ra hy vọng!",,Avatar: Mở khóa hình đại diện,Hiệu ứng đặc biệt: Củ cải trắng tản khắp toàn thân!,,,,
312,Thanh Vận,"Nối bút vẽ nên ánh sáng lung linh, màu mịn vẽ nên tráng men,
Cửa lò đốt nên âm vận mới, vạn vật reo hò.",,Avatar: Mở khóa hình đại diện,Hiệu ứng đặc biệt: các điểm sáng tản ra khắp toàn thân!,,,,
315,Bò Bòo,"Cất tiếng hát trong cơn gió thét, nhảy điệu múa trong màn tuyết rơi dày. 
Có bộ lông mềm mại nhất, cũng rất giỏi dùng con dao sắc bén nhất. 
Xin cúi chào bạn thật thành kính, người bạn của tôi.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra hoa tuyết!,,,,
316,Hoa Vàng Jiki,"Phù ... Phù ...! Hãy thổi tất cả những nguyện vọng muốn thực hiện vào bóng bay nào. 
Những ngày sắp tới, hãy cùng chơi nhé! 
Dù sao thì ... Được làm bạn với bạn, mỗi ngày đều là ngày mà điều ước của tớ thành sự thật.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra ánh sáng sao!,,,,
317,Nàng Tiên Nước Biếc,"Làn nước xanh vô tận, xa xăm dãy núi xanh. 
Khói bếp hòa xanh mướt, đánh động đá trong tranh.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra hình tam giác vàng!,,,,
318,Koala Gato,"Họp mặt ấm áp, bữa tiệc nồng nhiệt. Koala xinh xắn, mang đến niềm vui! 
Cùng Koala Gato dùng điệu ngọt ngào hát mừng hôm nay.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra ánh sáng sao!,,,,
319,Socola Xinh,"E hèm! Phỏng vấn một chút nha. 
Lại là người bạn nhỏ nào bị đau răng vì ăn quá nhiều kẹo thế hả? 
Tuy là Kẹo Socola rất ngon, nhưng cũng đừng ăn nhiều quá nhé.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra kẹo viên Socola!,,,,
320,Khách Tiêu Dao,"Giết và diệt, không phải ý muốn của ta.  
Tội lỗi ra sao, giang hồ tự sẽ phán quyết. 
Gió cắt như đao, kiếm vũ không dấu vết. 
Đêm nay, quyết phân thắng bại!",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra đốm lam phát sáng!,,,,
321,Nipro,"Tóc mềm mại, đôi mắt quyến rũ, yểu điệu như hoa Anh Đào.
Đừng hỏi biệt danh của ta, ta là tiên nữ đạo tặc hiệp khách số 1.
Ác quỷ hay hiệp khách? Danh tính của ta, tùy thuộc vào người.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người tỏa ra các ánh sao!,,,,
322,Bofill,"Sửa dở thành hay không khó, thiện ác thăng trầm năm rộng tháng dài, giấy trắng thành chữ đen, thuật đạo không thay đổi đức chí. Nếu sự đáng yêu không khiến bạn cảm động, vậy tôi sẽ sử dụng phép thuật. Biến!
Đây là một lá bài tốt, không nên cho một kẻ xấu.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người tản ra các Lá Bài!,,,,
323,Marina - Đại Mỹ Nhân Ngư,"Khác với những người cá khác, Marina có một khao khát kì lạ: Khám phá phá toàn bộ thế giới - dù đó là đất liền hay biển cả.
Những người cá khác coi đây là câu chuyện cười, Nhưng với Marina - đây là lẽ sống cô theo đuổi. Một ngày nào đó, cô sẽ bước đi trên đất liền tự do như cô bơi dưới biển cả!",,"Biến đổi đặc biệt: Thực hiện tính năng biến thân, thay đổi hình dạng và trạng thái!","#cda5b0a Biến thân: Trong nước biến thành hình dạng người cá, nhấp vào nút bên trái để xem trước! #n","Tài năng: Có thể kích hoạt huyết mạch đặc biệt, tự do hô hấp ở dưới nước!",Khung hình đại diện: Tự động mở khung hình đại diện động sau khi nhận được.,#cda5b0aChỉ nhận được từ Hộp Quà Tinh Huy#n,
324,Marina - Nhà Thám Hiểm Kì Bí,"Marina - Tên của cô bắt nguồn từ Marinus có nghĩa là biển cả. Phải chăng vì vậy mà dù đã có thể tự do đi lại trên đất liền, Trái tim của Marina vẫn luôn luôn là trái tim của một người cá - Hướng về Đại Dương bao la.",,"Biến đổi đặc biệt: Thực hiện tính năng biến thân, thay đổi hình dạng và trạng thái!","#cda5b0a Biến thân: Trên đất liền biến thành hình dạng tự nhiên, nhấp vào nút bên trái để xem trước! #n","Tài năng: Có thể kích hoạt huyết mạch đặc biệt, tự do hô hấp ở dưới nước!",,#cda5b0aChỉ nhận được từ Hộp Quà Tinh Huy#n,
325,Hein,"Nhảy múa trong gió tựa Lụa Tơ,
Ẩn sâu đáy biển tựa Ngọc Kha.
Nhẹ nhàng bay theo chiều Gió Biển,
Ngao du tung hoành không Dấu Vết.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Bong bóng bay nổi khắp toàn thân!,#cda5b0aChỉ nhận được từ Hộp Quà Trúc Mộng#n,,,
326,Harvey,"Đi bộ nơi biên giới sinh tử, hồn du tại vong linh ngàn dặm.
Đôi cánh dũng cảm, rực rỡ nở xòe, ác quỷ tung hoành, gào thét chạy nhanh.
Vết thương tan vỡ cần niềm tin chữa lành.
Sự thất vọng thấu xương này đã sớm thấm vào tim, rên rỉ không nguôi.",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người tản ra các lông vũ màu đen!,,,,
327,Grainne,"Lướt qua hoa hồng đen, mở ra Pandora, linh hồn vân xương dơi, nụ cười cháy trên xương.
Sinh vào hoàng hôn, ẩn trốn vào buổi sáng trong bóng tối, đây mới là bản mệnh của ta.
Màu đỏ anh đào và bộ đồ trang trí tuyệt đẹp, bộ xương và Punk cùng tồn tại.",,Avatar: Mở khóa hình đại diện skin.,Hiệu ứng cơ thể: Trên người tản ra cánh dơi và trái tim tình yêu màu hồng!,Skin DIY: Tự do kết hợp với phụ kiện khác ở mục Skin DIY!,,,
328,Big Mar,"Vận mệnh xoay vòng, bánh xe chưa bao giờ tự mình chuyển động, anh ấy muốn chế nhạo sự nực cười của tương lai.
Nhịp điệu như lưỡi dao găm, lời bài hát như viên đạn bay, sẽ không đánh nhau như ""Côn Đồ"", mà dùng âm nhạc để đánh thức thành phố tê liệt.
Có lẽ sẽ thức dậy sau cơn mơ, nhưng bây giờ vẫn chưa phải là lúc.",,Avatar: Mở khóa khung hình đại diện skin Big Mar.,Hiệu ứng dấu chân: Để lại dấu chân ánh sao ở những nơi đi qua.,,,,
329,Marlene,"Dưới ánh đèn sân khấu rực rỡ chỉ cho phép cất lên tiếng hát của bài thánh ca đồng điệu, lang thang trên đường phố và ngõ hẻm, cây đàn Guitar điện gào thét của nàng hét lên nỗi đau và vẻ đẹp thực sự của cuộc sống.
Không được chấp nhận thì sẽ làm sao? Linh hồn nổi loạn và tự do nhất định sẽ bị thu hút bởi tiếng hát của Marlene và phá vỡ mọi xiềng xích.",,Avatar: Mở khóa khung hình đại diện skin Marlene.,Hiệu ứng dấu chân: Để lại dấu chân ánh sao ở những nơi đi qua.,,,,
330,Siêu Nhân Xiaomi,"Mặc lên bộ trang phục siêu nhân yêu thích, khăn trải giường tạm thời đóng vai trò làm áo choàng cực ngầu, Siêu Nhân Xiaomi sẵn sàng đứng trên công lý trừng phạt cái ác!",,Avatar: Mở khóa khung hình đại diện skin,Hiệu ứng cơ thể: trên người tản ra điểm ánh sáng vàng!,,,,
331,Angel,"Đôi cánh biến dị trên người khiến Angel không dám đến gần nhân loại, tinh thần tỉnh táo lại không cho phép nàng kết bạn với quái thú biến dị mất đi lý trí.
Trong giờ khắc hấp hối, một người lính có thân hình vạm vỡ đã cứu nàng trở lại lãnh thổ cuối cùng của nhân loại. Được coi là tia hy vọng cuối cùng, nàng cũng tìm thấy con người thật của mình trong sự bảo vệ vững chãi của người lính.",,Avatar: Mở khóa khung hình đại diện skin,Hiệu ứng thân thể: Lông vũ trắng tản ra toàn thân!,,#cda5b0aTương Tác: Kích hoạt động tác tương tác cùng Isaia!#n,,
332,Isaia,"Chiến đấu lâu năm cùng quái vật biến dị, các loại virus của chúng đồng thời ăn mòn thân thể, thậm chí là linh hồn của Isaia.
Trong một chiến dịch, Isaia tình cờ gặp một cô gái xa lạ, sự xuất hiện của cô không chỉ mang lại hy vọng mới cho nhân loại, mà còn lặng lẽ chữa lành trái tim tan vỡ của Isaia.",,Avatar: Mở khóa khung hình đại diện skin,Hiệu ứng cơ thể: Khối năng lượng tản ra khắp toàn thân!,,#cda5b0aTương Tác: Kích hoạt động tác tương tác cùng Angel!#n,,
333,Barricade,"Barricade là một chiến binh Decepticon tàn nhẫn, kẻ có thể dễ dàng thao túng kẻ thù bằng cách lợi dụng lòng tin của họ. Anh ta cũng thích xé nát đối thủ thành từng mảnh bằng vũ khí mạnh mẽ và nắm đấm thủy lực của mình.",,Avatar: Mở khóa avatar.,Hiệu ứng đặc biệt: Trên người tản ra các tia chớp!,#cda5b0a Biến Hình: Nhấp vào nút biến hình bên trái để chuyển đổi hình thái Robot/Phương Tiện! #n,,,
334,Cozy Glow,"Cozy Glow có ngoại hình đáng yêu, xe cờ là biểu tượng đáng yêu của cô. Cô đầy tham vọng, coi tình bạn là quyền lực để thao túng, cuối cùng bị đánh bại và biến thành tượng đá.",,Avatar: Mở khóa khung hình đại diện skin Cozy Glow,Hiệu ứng cơ thể: Trên người bùng lên các ngọn lửa!,,,,
335,Apple Bloom,"Apple Bloom là em gái của Applejack, cũng là một trong những thành viên sáng lập quân đoàn dễ thương, bình thường ngoài việc giúp thu thập táo ở Sweet Apple Acres, còn làm việc chăm chỉ để xây dựng biểu tượng dễ thương cùng Sweetie Belle và Scootaloo.",,Avatar: Mở khóa khung hình đại diện,Hiệu ứng cơ thể: Trên người tản ra các đóa hoa!,,,,
336,Flurry Heart,"Flurry Heart là con gái của Shining Armor và Princess Cadence, tên của nàng được đặt để kỷ niệm buổi tiệc pha lê khi nàng dùng tiếng khóc để làm tan vỡ Crystal Heart. Từ sau đó, pháp thuật của nàng đã trở nên ổn định và điều này không bao giờ xảy ra sau đó nữa.",,Avatar: Mở khóa khung hình đại diện,Hiệu ứng cơ thể: Trên người tản ra những đốm sáng màu hồng!,,,,
337,Hoàng Tử Liên Hoa,"Trong thế giới hỗn loạn này
Những đứa trẻ bị thương đừng sợ hãi
Ai lại muốn hại các em?
Lật sông đổ biển cũng sẽ không tha!",,"Thay đổi đặc biệt: Có thể thực hiện tính năng biến hình, thay đổi hình dạng và trạng thái trong game!","#cda5b0a Đổi Màu: Thần Thông: Có thể chuyển về trạng thái khi còn nhỏ, nhấp vào nút bên trái để xem trước. #n",,,,
338,Cậu Bé Mưa Lian,"Chúng sinh nhìn tôi
Không chút lo lắng
Hoa sen nở rộ phía sau
Gió thu gợn sóng khuấy động những luồng gió mây",,"Thay đổi đặc biệt: Có thể thực hiện tính năng biến hình, thay đổi hình dạng và trạng thái trong game!","#cda5b0a Có thể chuyển sang hình dạng người lớn, nhấp vào nút bên trái để xem trước. #n",,,,
339,Thanh Hoa,"Những bông hoa Ngải tắm hương Lan thơm, buổi trưa Đoan Ngọ hoa đột nhiên nhiều.
Du thuyền rồng lướt sóng, bánh chưng tròn bọc lụa tựa ngọc bích.
Cầm quạt Hoàn Khê tản mát mùa hè, giáng xuống Xích Dương nhớ về cố nhân.",,Avatar: Mở khóa khung hình đại diện,Hiệu ứng cơ thể: Trên người tản ra các lá xanh tươi!,,,,
340,Doris,"Ding dong, tay cầm tin tức từ xa.
Lách tách, đi bộ qua những con phố gần xa.
Hì hì, nụ cười của người nhận là sự hài lòng lớn nhất của người gửi!",,Avatar: Mở khóa khung hình đại diện,Hiệu ứng cơ thể: Trên người tản ra những lá thư!,,,,
341,Dole,"Tấu nhạc vui buồn ly hợp, cuốn vào hàng ngàn hộ gia đình.
Tiếng gõ cửa vang lên, tin tức đưa đến thật đúng giờ.
Nhiệm vụ của người đưa thư là bảo vệ tốt mỗi lá thư.",,Avatar: Mở khóa khung hình đại diện skin,Hiệu ứng cơ thể: Trên người tản ra những lá thư!,,,,
342,Lambert,"Thuật chiêm tinh, lấy ngôi sao làm họ, lấy ý chí làm tên.
Vận mệnh luân chuyển đan xen, tiên đoán thiên văn luân hồi.
Truyền thuyết về tương lai, không bao giờ biến mất, còn tôi, đang kiếm tìm thứ đã mất này.",,Avatar: Mở khóa khung hình đại diện skin,Hiệu ứng cơ thể: Trên người tản ra ánh sao sáng!,,,,
343,Martini,"Khi Martini lần đầu tiên làm thợ săn tiền thưởng, ý định ban đầu của anh là bảo vệ những người không thể tự vệ. Trong khi chiến đấu với khủng long biến đổi Gen, khớp của anh bị thương rất nghiêm trọng, nhưng hộp sọ khủng long mà anh mang bên người khiến những tên tội phạm độc ác nhất cũng phải sợ mất mật.",Mở khóa vật phẩm thông qua sự kiện,Avatar: Mở khóa khung hình đại diện skin.,Hiệu Ứng Cơ Thể: Trên người tản ra các điểm sáng!,,,,
344,Optimus Primal,"Optimus Primal là chỉ huy của đội Maximal, anh đã chiến đấu quyết liệt với quái thú Predacons do Megatron dẫn đầu ở trái đất thời tiền sử, bắt giữ thành công Megatron và dẫn độ trở về hành tinh Cybertron. Với lòng trắc ẩn, trung thành và ý thức về danh dự, anh ấy xung phong đi đầu trong mọi trận chiến.",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Ngọn lửa phun ra từ phía sau!,#cda5b0aBiến Hình: Nhấp vào nút bên phải để chuyển đổi hình dạng! #n,,,
345,Nắng Hạ Mộng Nhiên,"Gió hè luồn qua tóc áo, mọi điều tốt đẹp không hẹn mà gặp.",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Các bông hoa tản khắp toàn thân!,,,,
346,Ngôi Sao Belinda,"Bước lên ván trượt, theo dòng âm nhạc và bắt đầu bay lượn trên mặt đất cùng tôi!",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Các nốt nhạc tản khắp toàn thân!,,,,
347,Pani Lười Biếng,"Tớ buồn ngủ quá! Muốn vùi mình trong chăn ấm. Trong trái tim tớ, giường là nơi thoải mái nhất trên thế giới này!",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Hình bong bóng ngủ gật xung quanh cơ thể!,,,,
348,Hello Kitty Lorna,"Thích chiếc nơ trên đầu tớ phải không? Không được không được, cái này không tặng được đâu!",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Cánh hoa tản ra khắp toàn thân!,Dấu Chân: Để lại dấu chân hình bông hoa ở những nơi đi qua.,,,
349,Cinnamoroll  Nimo,"Những cánh hoa ngọt ngào bay bay, tôi thực sự muốn dừng thời khắc này tại đây.",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Các bông hoa trôi nổi khắp toàn thân!,Dấu Chân: Để lại dấu chân kẹo ngọt ở những nơi đi qua.,,,
350,Garan,"Ẩn trong hang động quá khứ, chuyến du hành thời gian đã thay đổi số phận.
Lầm vào thân xác hoàng tử, trải qua muôn vàn đau khổ và khó khăn.
Trong khói bụi khu cấm địa lịch sử, giữa bình yên hoa cỏ.
Đến rồi đi trong phút chốc, giấc mơ tuyệt vời xưa kia chợt ùa về.",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Nốt nhạc bay nhảy khắp toàn thân!,Diy: Sau khi nhận xong có thể tự do phối với các món đồ tại [Skin Diy],,,
351,Tenten,"Không có sự mát mẻ nào trong những ngày hè nóng nực,
Vỏ xanh ruột đỏ cùng vị ngọt mát của dưa hấu,
Hương thơm phảng phất giải cơn khát ngày hè.
Cắn một miếng lạnh buốt răng, thích thú vô cùng.",,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Dưa hấu trôi nổi khắp toàn thân!,,,,
352,Eden,"Một chỉ huy xuất sắc có thể ra lệnh cho binh sĩ hành động, nhưng không thể ra lệnh cho sự trung thành của người lính.
Không màng đến sống chết, chỉ biết thắng thua.
Chống trả hay truy đuổi, kết cục chỉ trong chớp mắt.",Mở khóa vật phẩm thông qua sự kiện,Avatar: Mở khóa khung hình đại diện.,Hiệu Ứng Cơ Thể: Điểm sáng tản ra khắp toàn thân!,,,,
353,Mini T-Rex,"Là hậu duệ lai ăn thịt của T-Rex, bề ngoài uy nghiêm nhưng tâm hồn lại cô đơn. Khi một người bạn đồng hành hiểu được tiếng lòng của anh ấy, anh ấy cũng sẽ thể hiện khía cạnh rất dịu dàng ~",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Mùi thơm của thịt nướng tỏa ra từ cơ thể bạn!,,,,
354,Mini Trisno,"Là một cô gái lai khủng long ăn cỏ với tính cách đơn giản và yếu đuối, không thích tranh chấp, cô bắt đầu dũng cảm chiến đấu vì điều mình mong muốn với sự động viên của người bạn đồng hành Mini T-Rex.",,Avatar: Mở khóa avatar.,Hiệu ứng đặc biệt trên cơ thể: Những chiếc lá xanh sẽ bay xung quanh bạn!,,,,
355,Huyền Vũ,"Cơn gió đen thổi trong rừng và câu thần chú bắt đầu,
Phong ấn đang ngủ cuối cùng sẽ thức tỉnh.
Tiếng gió gào thét trong đêm.
Gột sạch mùa hè oi bức.",,"#cda5b0aBiến hình: Chức năng biến hình có thể được thực hiện trong game, nhấp vào nút bên trái để xem trước! #n",,"Khả năng: Có thể thức tỉnh linh lực bị phong ấn, chống lại sát thương băng giá!",Khung Avatar: Tự động mở khóa khung avatar động sau khi nhận skin.,,
356,Phong Hồ,"Hầu tước ngàn dặm uống sương băng.
Một khối tang thương,
Cánh đồng mùa đông lạnh thấu xương.
Không gì khác hơn là một ý nghĩ để cứu dân thường!",,"#cda5b0aBiến hình: Chức năng biến hình có thể được thực hiện trong game, nhấp vào nút bên trái để xem trước! #n",Hiệu ứng đặc biệt: lá phong bay xung quanh cơ thể và dấu chân mặt nạ để lại ở bất cứ nơi nào bạn đi qua!,"Khả năng: Có thể thức tỉnh linh lực bị phong ấn, chống lại sát thương băng giá!",Khung Avatar: Tự động mở khóa khung avatar động sau khi nhận skin.,,
357,Cynthia,"Là Pháp sư nghi lễ Hoàng gia mới, có khả năng chỉ huy Sao và Trăng bằng phép thuật ánh trăng. Khi cô ấy vẫy vương trượng trăng sao trong tay, các nốt nhạc từ các ngôi sao và mặt trăng mà cô ấy niệm chú sẽ bao quanh một bên váy. Cô đến từ một hành tinh khác và dành phần lớn thời gian của mình với các vì sao và mặt trăng. Mái tóc bồng bềnh như mây là biểu tượng cho sự ngọt ngào của cô.",,Avatar: Mở khóa avatar.,Hiệu ứng đặc biệt: Ánh sao đang lơ lửng quanh cơ thể!,Khung Avatar: Tự động mở khóa khung avatar sau khi có skin.,,,
358,Skoll,"Skoll luôn mơ ước khám phá vũ trụ. Cuối cùng hôm nay anh cũng thực hiện được ước mơ của mình. Anh nhặt một con tàu vũ trụ và sửa chữa nó bằng kỹ năng tuyệt vời của mình. Sau đó, anh lập tức lái con tàu vũ trụ và bay vào không gian. Khoảnh khắc xuyên qua bầu trời, anh nhìn thấy những ngôi sao lấp lánh, cảm nhận được ánh sáng tuyệt đẹp, tất cả đều làm anh vô cùng phấn khích.",,Avatar: Mở khóa khung hình đại diện skin.,Hiệu Ứng: Trên người tản ra các ngôi sao!,,,,
