ID,名字,描述,获得方式
271,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
272,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
273,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
274,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
275,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
276,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
277,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
278,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
279,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
280,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
281,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
282,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
283,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
284,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
285,Spora Horas,"Selepas #c0aba1dmakan#n, dapatkan #c0aba1dkeadaan pendarfluor#n, berpeluang mendapatkan Penglihatan Malam atau keadaan Pening","Tumbuh di kawasan teduh di bawah Pulau Terapung, juga boleh diperolehi dengan menanam @item_263#"
286,Batang Perilla Mutan,@item_261# yang mutasi setelah bertemu dengan @item_227# atau item_226#,
287,Pakis Bergerigi Tanpa Bola,"Tumbuhan purba yang unik di #c0aba1dTanah Liat Merah#n, gigi gergaji yang sangat tajam pada daun, juga tumbuh @item_12619#. Apabila melekat pada badan, sukar untuk dilepaskan. #rSila ambil laluan yang lain jika anda menjumpainya, terutamanya jangan sentuh dengan tangan kosong",
288,Pakis Bergerigi Berbola,"Tumbuhan purba yang unik di #c0aba1dTanah Liat Merah#n, gigi gergaji yang sangat tajam pada daun, juga tumbuh @item_12619#. Apabila melekat pada badan, sukar untuk dilepaskan. #rSila ambil laluan yang lain jika anda menjumpainya, terutamanya jangan sentuh dengan tangan kosong",
289,Dinding Batu Kerikil Bergerigi,"Selepas dililit dengan @item_12618#, kuasa pertahanan @item_548# meningkat. Dapat menghalang raksasa, juga melantun raksasa yang ditemuinya #r#c0aba1dPetua#n: Tidak digalakkan untuk mengelilingi haiwan",@Null@
290,Dinding Batu Biru Bergerigi,"Selepas dililit dengan @item_12618#, kuasa pertahanan @item_549# meningkat. Dapat menghalang raksasa, juga melantun raksasa yang ditemuinya #r#c0aba1dPetua#n: Tidak digalakkan untuk mengelilingi haiwan",Diperolehi dengan sintesis di Meja Tukang
291,Dinding Batu Bergerigi Horas,"Selepas dililit dengan @item_12618#, kuasa pertahanan @item_572# meningkat. Dapat menghalang raksasa, juga melantun raksasa yang ditemuinya #r#c0aba1dPetua#n: Tidak digalakkan untuk mengelilingi haiwan",@Null@
292,Bibit Pokok Kelapa,"Selepas kelapa ditanam di dalam tanah, bibit akan tumbuh dan menjadi Pokok Kelapa kemudian!",
294,Daun Kelapa Gergasi,"Daun yang besar, boleh tahan lama kalau dijadikan #c0aba1dbahan bakar#n",
295,Kelapa Gergasi,"Tanam di dalam @item_103#, tumbuh menjadi pokok kelapa. #rBerhati-hati buah besar yang tumbuh atas #c0aba1dPokok Kelapa#n, jangan berdiri di bawahnya, akibat sangat serius jika terjatuh",
296,Daun Kelapa Gergasi Mutan,"Dipengaruhi oleh Tanah Merah, warna keseluruhan daun telah berubah, sejumlah besar bahan tidak stabil di dalamnya. Boleh dibakar lebih lama jika digunakan sebagai #c0aba1dBahan Api#n.",
297,Kelapa Gergasi Mutan,"Dipengaruhi oleh #c0aba1dTanah Merah#n, kelapa telah berubah, sejumlah besar bahan tidak stabil di dalamnya. Kelapa tidak boleh ditanam, tidak boleh dimakan. #rNampaknya lanun suka membuat #c0aba1dBebola Meriam#n dengan menggunakan kelapa mutan, cubalah!",
298,Obor Kecil Yang Menyala,"Selepas diletakkan, boleh menyala untuk jangka waktu tertentu dan menerangi persekitaran, akan padam kemudian. Boleh dinyalakan semula apabila bersentuh dengan api. Contohnya: Memegang @item_298# klik untuk memadamkan, atau memegang @item_299# Klik pada @item_1200# yang menyala. #rPetua: Semasa #c0aba1hari hujan#n, Obor Kecil akan disiram oleh hujan dan tidak dapat dinyalakan",
299,Obor Kecil Yang Padam,"Obor kecil yang telah dipadamkan boleh dinyalakan semula apabila bersentuhan dengan api. Contohnya: Memegang @item_298# klik untuk memadamkan, atau memegang @item_299# Klik pada @item_1200# yang menyala. #rPetua: Semasa #c0aba1hari hujan#n, obor kecil akan disiram oleh hujan dan tidak dapat dinyalakan",
300,Bunga Campanula,"Guna untuk membuat @item_11228# dan makanan bermutu tinggi, juga boleh diproses menjadi @item_431# melalui @item_800# #rPegang boleh membimbing #c0aba1d orang-orang untuk mengikuti#n","Boleh dikumpulkan di alam liar, boleh didapati dengan menanam @item_431# di dalam @item_103#"
301,Bunga Orkid,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_432# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_432# dalam @item_103#"
302,Bunga Bintang,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_433# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_433# dalam @item_103#"
303,Bunga Dracaena,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_434# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_434# dalam @item_103#"
304,Bunga Gondok,"Boleh membuat @item_11228# dan makanan berkualiti tinggi, juga boleh disintesis menjadi @item_435# melalui @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_435# dalam @item_103#"
305,Cakar Naga,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_436# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_436# dalam @item_103#"
306,Pokok Dracaena,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_437# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_437# dalam @item_103#"
307,Agave Merah,"Boleh membuat @item_11228# dan makanan berkualiti tinggi, juga boleh disintesis menjadi @item_438# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_438# dalam @item_103#"
308,Agave Jingga,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi@item_439# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_439# dalam @item_103#"
309,Agave Kelabu,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_440# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_440# dalam @item_103#"
310,Agave Merah Jambu,"Boleh membuat @item_11228# dan makanan berkualiti tinggi, juga boleh diproses menjadi @item_441# melalui @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_441# dalam @item_103#"
311,Bunga Kelapa Putih,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_442# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_442# dalam @item_103#"
312,Bunga Loceng Kuning,"Boleh membuat @item_11228# dan makanan berkualiti tinggi, juga boleh disintesis menjadi @item_443# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_443# dalam @item_103#"
313,Mawar Liar,"Boleh membuat @item_11228# dan makanan bertahap tinggi, juga boleh disintesis menjadi @item_444# di @item_800#","Boleh dikumpul di alam liar, diperolehi dengan menanam @item_444# dalam @item_103#"
314,Alga Merah,Ini adalah bahan utama untuk membuat @item_11228#,"Tumbuh di dasar laut #c0aba1dlaut dalam#n, ini akan bercahaya samar-samar apabila berada di sekitar mata air panas"
315,Versi permainan terlalu rendah,@Null@,
316,Versi permainan terlalu rendah,@Null@,
317,Versi permainan terlalu rendah,@Null@,
318,Versi permainan terlalu rendah,@Null@,
319,Versi permainan terlalu rendah,@Null@,
320,Versi permainan terlalu rendah,@Null@,
321,Bunga Persik,Rumput segar dan bunga berwarna-warni.,"Muncul di #c0aba1ddalam Pokok Persik#n, dikumpulkan dengan alat sekop"
322,Bunga Kecil,Gembira bertemu anda lagi apabila musim bunga bergugur,"Muncul di #c0aba1ddalam Pokok Pic#n, dikumpulkan dengan alat penyodok"
323,Tumpukan Daun Gugur,"Daun digugurkan secara berterusan, seperti hujan yang tidak akan berhenti","Muncul di #c0aba1ddalam pokok pic#n, dikumpulkan dengan alat sekop"
324,Buah Ceri,"Daun mengandungi ceri yang matang, boleh mendapat @item_12500# selepas dimusnahkan",
325,Buah Pinus,"Mengandungi daun kon pain yang matang, boleh mendapat @item_12503# selepas musnah",
326,Buah Arbor,"Daun mengandungi Buah Arbor yang matang, boleh mendapat @item_378# selepas dimusnahkan",
327,Buah Pokok Gen,"Daun mengandungi Buah Oksigen yang matang, boleh mendapat @item_12583# selepas dimusnahkan",
328,Buah Pokok Sequoia,"Mengandungi daun buah Sequoia yang matang, mendapatkan @item_11403# selepas dimusnahkan",
329,Buah Kenari,"Mengandungi daun kenari yang matang, mendapatkan @item_12603# selepas dimusnahkan",
330,Buah Persik,"Daun mengandungi Pic yang matang, boleh mendapat @item_12601# selepas dimusnahkan",
331,Buah Kayu Poplar,"Daun mengandungi buah poplar yang matang, boleh mendapatkan @item_12604# selepas dimusnahkan",
332,Dahan Kayu Ceri Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
333,Dahan Kayu Ceri Halus,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. Ia juga boleh digunakan sebagai #c0aba1dhidung manusia salji#n",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
334,Dahan Kayu Pinus Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
335,Dahan Kayu Pinus Halus,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. Ia juga boleh digunakan sebagai #c0aba1dhidung manusia salji#n",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
336,Dahan Kayu Gen Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
337,Dahan Kayu Gen Halus,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. Ia juga boleh digunakan sebagai #c0aba1dhidung manusia salji#n.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
338,Dahan Pokok Kenari Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
339,Dahan Pokok Kenari Halus,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. Ia juga boleh digunakan sebagai  #c0aba1dhidung manusia salji#n.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
340,Dahan Pokok Persik Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
341,Dahan Pokok Persik Halus,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. Ia juga boleh digunakan sebagai  #c0aba1dhidung manusia salji#n.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
342,Dahan Kayu Poplar Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
343,Dahan Kayu Poplar Halus,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar. #rGunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. Ia juga boleh digunakan sebagai  #c0aba1dhidung manusia salji#n.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
344,Tepung Jagung,"Sdalah bahan mentah asas untuk memasak, boleh membuat banyak hidangan.",@Null@
345,Bibit Pokok Kapas,Anak pokok kapas,
346,Kerang Gergasi,"Kerang besar yang tumbuh di laut, kadang-kadang dihanyutkan ke pantai, akan membuka diri sekali-sekala di dalam air. Jika anda bernasib baik, boleh menemui @item_11655# di dalam kerang!",
348,Blok Mangan,"Blok berkilau, diperbuat daripada sejumlah besar @item_12614#",
349,Dahan Kayu Sequoia Tebal,"Boleh disintesis menjadi pelbagai alat dan peralatan di @item_800#, boleh digunakan sebagai bahan bakar",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
350,Dahan Kayu Sequoia Halus,"Boleh dibuat ke dalam pelbagai alat atau barangan di @item_800#, atau digunakan sebagai bahan bakar. Ia juga boleh digunakan sebagai  #c0aba1dhidung manusia salji#n.",Diperolehi dengan menebang selepas Rune #c0aba1dTerima Lengkap#n ditatah pada alat kapak
351,Pancaran Cahaya,,
352,Pancaran Cahaya Celesthium,"#rMenerima #c0aba1dIsyarat Celesthium#n, menghantar Isyarat Celesthium. Apabila ia dihidupkan oleh #c0aba1d mana-mana buatng suis Transduser#n, keamatan output ialah 15 Pancaran Cahaya Celesthium.",
353,Pintu BUKAN,"Selepas Pintu BUKAN diletakkan, ia boleh mengeluarkan #c0aba1dIsyarat Celesthium#n secara berterusan, terminal input Pintu BUKAN tidak akan mengeluarkan Isyarat Celesthium selepas menerima Isyarat Celesthium, terminal output Pintu BUKAN sentiasa bertentangan dengan terminal input",
354,Pintu DAN,"Terminal input pada kedua-dua belah Pintu DAN perlu menerima #c0aba1dIsyarat Celesthium#n pada masa yang sama, kemudian terminal output akan mengeluarkan #c0aba1dIsyarat Celesthium#n.",
355,Pintu ATAU,"Selepas salah satu terminal input pada kedua-dua belah Pintu ATAU menerima #c0aba1dIsyarat Celesthium#n, terminal output akan mengeluarkan c0aba1dIsyarat Celesthium#n",
356,Pemisah Celesthium,"Apabila terminal input Pemisah menerima isyarat, terminal output yang dihidupkan mengeluarkan c0aba1dIsyarat Celesthium#n yang diterima. Setiap terminal output boleh menukar #c0aba1dKeadaan hidup/mati#n secara interaktif",
357,Penangguhan Celestium,"Selepas meletakkannya, gunakannya semula untuk #c0aba1dmelaraskan selang Isyarat Celestium#n, setiap kali satu grid dimalapkan, selang isyarat ialah +0.1 saat.",
358,Tukar,"Selepas menarik suis, @item_352 # dan @item_353 # boleh diaktifkan.",
359,Transducer-Touch,"Setelah diletakkan, ia hanya boleh digunakan untuk mengaktifkan @item_352# dan @item_353# apabila berada di bawah tekanan #c0aba1dany#n.",
360,Transducer-Biasa,"Sebaik sahaja diletakkan, ia hanya boleh digunakan untuk mengaktifkan @item_352# dan @item_353# apabila di bawah #c0aba1dpressures daripada bukan item#n.",
361,Transducer-Makhluk,"Sebaik sahaja diletakkan, ia hanya boleh digunakan untuk mengaktifkan @item_352# dan @item_353# apabila di bawah tekanan #c0aba1dcreature sahaja#n (tekanan daripada pemain tidak dapat dikesan).",
362,Transducer-Sandstone,"Sebaik sahaja diletakkan, ia hanya boleh digunakan untuk mengaktifkan @item_352# dan @item_353# apabila di bawah #c0aba1dpressures daripada bukan item#n.",
363,Butang-Sentuh,Digunakan untuk mengaktifkan @item_352# dan @item_353#. Hanya boleh diletakkan di #c0aba1dside blok #n dan tekanan boleh dikesan.#rUse @item_11070# di atasnya untuk beralih ke mod #c0aba1dloop#n. Bertukar antara negeri #c0aba1don/mati#n pada selang masa.,
