ID,名字,描述,获得方式
280,Espora Estrella,"Después de comer, restaure 15 de resistencia y obtenga un estado fluorescente, existe la posibilidad de tener visión nocturna o un estado de mareo.",Plantar la semilla de esporas de Horas en la roca de Horas en un lugar oscuro
281,Espora Estrella,"Después de comer, restaure 15 de resistencia y obtenga un estado fluorescente, existe la posibilidad de tener visión nocturna o un estado de mareo.",Plantar la semilla de esporas de Horas en la roca de Horas en un lugar oscuro
282,Espora Estrella,"Después de comer, restaure 15 de resistencia y obtenga un estado fluorescente, existe la posibilidad de tener visión nocturna o un estado de mareo.",Plantar la semilla de esporas de Horas en la roca de Horas en un lugar oscuro
283,Espora Estrella,"Después de comer, restaure 15 de resistencia y obtenga un estado fluorescente, existe la posibilidad de tener visión nocturna o un estado de mareo.",Plantar la semilla de esporas de Horas en la roca de Horas en un lugar oscuro
284,Espora Estrella,"Después de comer, restaure 15 de resistencia y obtenga un estado fluorescente, existe la posibilidad de tener visión nocturna o un estado de mareo.",Plantar la semilla de esporas de Horas en la roca de Horas en un lugar oscuro
285,Espora Estrella,"Después de comer, restaure 15 de resistencia y obtenga un estado fluorescente, existe la posibilidad de tener visión nocturna o un estado de mareo.",Plantar la semilla de esporas de Horas en la roca de Horas en un lugar oscuro
286,Estipe de esporas de horas mutado,La @item_261# mutada después de reaccionar con @item_227# o @item_226#,
287,Helecho dentado sin toros,"Plantas antiguas únicas de la tierra roja，los dientes dentados son extremadamente afilados, algunos crecerán bolas de púas. Son difíciles de deshacerse de una vez pegado.#rManténgase alejado de ellos y no los toque con las manos desnudas.",
288,Helecho serrado bulboso,"Plantas antiguas únicas de la tierra roja，los dientes dentados son extremadamente afilados，algunos crecerán. Pero se adhieren al cuerpo es difícil de sacudir, especialmente no se recomienda tocar las manos vacías",
289,Pared de grava dentada,Después de envolver el tallo，la capacidad defensiva de la pared de grava ha mejorado significativamente，ahora no solo puede detener a los monstruos，sino también rebotar en los monstruos que encuentre.,Obtenido por la mesa de artesano
290,Pared de piedra de musgo dentada,Después de envolver el tallo，la capacidad defensiva de la pared de piedra azul se mejora significativamente，ahora no solo puede detener monstruos，sino también rebotar en los monstruos que encuentres. No es recomendado usarla para mantener animales.,Obtenido por una mesa de artesano
291,Pared de Roca Planeta Diente de Sierra,"Después de ser envuelto en #c0aba1dhaste de espina#n, la capacidad de defensa de la pared de roca del planeta se mejoró significativamente. Ahora no sólo puede detener a los monstruos, sino también repeler a los monstruos #r#c0aba1dHints#n: No se recomienda usarlo animales en cautividad.",Obtenido por mecanizado con una mesa de artesano
292,Pimpollo de árbol de coco,¡Las plántulas que crecen después de plantar los cocos en el suelo，se convertirán en cocoteros después de un tiempo!,
294,Hoja de coco gigante,Una hoja tan grande parece arder durante mucho tiempo cuando se usa como #c0aba1dcombustible#n,
295,Coco grande,"Cómelo para recuperar 15 de Resistencia. Plántalo en un pozo para que crezca un cocotero. El Cocotero puede dar frutos gigantes. Ser golpeado por esos frutos te causará heridas graves, así que no te pongas debajo de ellos.",
296,Hoja de coco gigante alienada,"Afectada por la tierra roja, el color de toda la hoja cambió drásticamente, y en su interior se acumuló una gran cantidad de sustancias inestables, y parece que puede arder durante más tiempo si se utiliza como #c0aba1dcombustible#n.",
297,Coco grande alienado,"Afectado por el #c0aba1dtierra roja#n, incluso el coco cambió, y una gran cantidad de sustancias inestables se acumularon en su interior, haciendo que el coco ya no pudiera plantarse y que no fuera comestible. #rHe oido que a los piratas parece gustarles hacer #c0aba1dbalas de cannon#n con cocos enajenados, ¡puedes probarlo!",
298,Antorcha quemando,"Una vez colocada, puede seguir ardiendo durante un tiempo e iluminar la habitación, y luego se apagará. Se puede volver a encender cuando entra en contacto con una llama abierta, por ejemplo: manteniendo #c0aba1duma pequeña antorcha encendida#n y pulsando sobre una hoguera apagada, o manteniendo una pequeña antorcha apagada y pulsando #c0aba1duma pequeña hoguera encendida#n. #rConsejos: La antorcha pequeña se borrará con la lluvia en #c0aba1días lluviosos#n y no se podrá encender",
299,Antorcha pequeña apagada,"Una pequeña antorcha apagada puede volver a encenderse al entrar en contacto con una llama abierta, por ejemplo: mantén #c0aba1dtocha encendida#clic en la apagada, o mantén #c0aba1dtocha pequeña apagada#clic en la encendida #c0aba1dfogueira#n #rNotas: La antorcha pequeña se apagará con la lluvia y no podrá encenderse en #c0aba1días lluviosos#n",
300,Campánula,"Se puede usar para hacer coronas de flores y alimentos de alta calidad, y también se puede procesar en semillas de flores a través de artesanos #r Handheld también puede guiar #c0aba1d Scarecrow para seguir #n",Plantar las semillas en el foso.
301,Flor,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
302,Siempreviva,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
303,Flor de Dracaena,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
304,Jacinto,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
305,Hierba de garra,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
306,árbol de serpiente,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
307,Agave rojo,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
308,Agave naranja,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
309,Agave gris,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
310,Agave rosa,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
311,Margarita,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
312,Flor de Campana Amarilla,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
313,Rosal,Se pueden hacer alimentos de alta calidad y también se pueden procesar en semillas de flores en la mesa del artesano.,Plantar las semillas en el foso.
314,Alga roja,Es el principal material para hacer pociones de fuerza.,Se obtiene cortándolo con tijeras de hierro.
315,Ladrillo amarillo rayado,,
316,Ladrillo amarillo rayado,,
317,Ladrillo amarillo rayado,,
318,Ladrillo amarillo rayado,,
319,Ladrillo amarillo rayado,,
320,Ladrillo amarillo rayado,,
321,Flores de durazno caídas,Flores de durazno caídas,"Aparece en #c0aba1d melocotoneros #n, recogidos con herramientas de pala"
322,Flores caídas,Flores caídas,"Aparece en #c0aba1d melocotoneros #n, recogidos con herramientas de pala"
323,Hojas caídas,Los árboles en todas partes están dejando caer hojas bulliciosas.,"Aparece en #c0aba1d melocotoneros #n, recogidos con herramientas de pala"
324,fruta del cerezo,"Hojas que contienen cerezas maduras, que se puede romper para obtener cerezas.",
325,fruta de alerce,"Hojas que contienen una frutas de alerce maduras, que se puede romper para obtener frutas de alerce",
326,fruta de cenador,"Hojas que contienen una frutas de cebador maduras, que se puede romper para obtener frutas de cenador",
327,fruta de gen,"Hojas que contienen frutas de oxígeno madura, puedes obtener frutas de oxígeno después de destruirla",
328,fruta de secoya,"Hojas que contienen frutas de secuoya madura, que se puede romper para obtener fruta de secuoya",
329,fruta de nuez,"Hojas que contienen nueces maduras, que se puede romper para obtener nueces.",
330,fruta de durazno,"Hojas que contienen duraznos maduros, que se puede destruir para obtener duraznos.",
331,Fruta de álamo,"Hojas que contienen bayas de álamo maduras, que se pueden romper para obtener bayas de álamo.",
332,Ramas gruesas de cereza,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede utilizar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden talar rápidamente",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
333,Finas ramas de cereza,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede usar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden cortar rápidamente y también se pueden usar como#c0aba1d nariz de muñeco de nieve#n",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
334,Ramas de alerce en bruto,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede utilizar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden talar rápidamente",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
335,Ramas de alerce,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede usar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden cortar rápidamente y también se pueden usar como#c0aba1d nariz de muñeco de nieve#n",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
336,Ramas de madera raras y gruesas,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede utilizar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden talar rápidamente",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
337,Ramas de madera de cerezo,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede usar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden cortar rápidamente y también se pueden usar como#c0aba1d nariz de muñeco de nieve#n",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
338,Ramas gruesas de nogal,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede utilizar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden talar rápidamente",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
339,Finas ramas de nogal,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede usar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden cortar rápidamente y también se pueden usar como#c0aba1d nariz de muñeco de nieve#n",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
340,Ramas gruesas de melocotonero,"Se puede procesar en varias herramientas y accesorios en@item_800#, y también se puede utilizar como combustible#r#c0aba1d Las herramientas de hacha#n se pueden talar rápidamente",Incrustación#c0aba1d en la herramienta de hacha para obtener la runa completa#n y luego cortarla para obtener
