ID,名字,描述,获得方式
275,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
276,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
277,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
278,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
279,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
280,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
281,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
282,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
283,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
284,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
285,astrospore,"#c0aba1d recuperare 15 forza fisica dopo aver mangiato #n e ottenere #c0aba1d stato fluorescente #n, probabilità di ottenere visione notturna o stato di vertigini","Crescendo nell'ombra sotto l'isola del cielo stellato dagli occhi carini, si possono anche ottenere semi di spore di luce stellare"
286,Gambo sporale di Horas mutato,L'@item_261# mutato dopo aver reagito a @item_227# o @item_226#,
287,Felce seghettata senza bullless,"#c0aba1d #n piante antiche uniche di terra rossa, i denti seghettati sulle foglie sono estremamente affilati e alcuni cresceranno #c0aba1d spina #n, ma è difficile scuoterlo quando si attacca al corpo #r prova a deviare quando lo incontri, in particolare non è consigliabile toccarlo a mani vuote",
288,Felce seghettata bulbosa,"#c0aba1d #n piante antiche uniche di terra rossa, i denti seghettati sulle foglie sono estremamente affilati e alcuni cresceranno #c0aba1d spina #n, ma è difficile scuoterlo quando si attacca al corpo #r prova a deviare quando lo incontri, in particolare non è consigliabile toccarlo a mani vuote",
289,Parete di ghiaia seghettata,"Dopo aver avvolto #c0aba1d lo stelo #n della spina, la capacità di difesa del muro di ghiaia è stata notevolmente migliorata. Ora può non solo fermare il mostro, ma anche far rimbalzare il mostro che incontra #r #c0aba1d Suggerimenti #n: non è consigliabile utilizzare animali in cattività",Ottenuto lavorando con un tavolo artigiano
290,Muro di pietra blu seghettato,"Dopo #n #c0aba1d stelo di spina, l'abilità difensiva del muro di pietra blu è stata notevolmente migliorata. Ora può non solo fermare il mostro, ma anche far rimbalzare il mostro che incontra #r #c0aba1d Suggerimenti #n: non è consigliabile utilizzare animali in cattività",Ottenuto lavorando con un tavolo artigiano
291,Muro di roccia del pianeta a dente di sega,"Dopo #n #c0aba1d stelo di spina, la capacità di difesa della parete rocciosa del pianeta è stata notevolmente migliorata. Ora può non solo fermare i mostri, ma anche rimbalzare sui mostri che incontra #r #c0aba1d Suggerimenti #n: non è consigliabile utilizzare animali in cattività",Ottenuto lavorando con un tavolo artigiano
292,Alberello di cocco,Le piantine che crescono dopo che le noci di cocco sono state piantate nel terreno cresceranno in alberi di cocco dopo un po '!,
294,Foglia di cocco gigante,Una foglia così grande sembra bruciare a lungo #n usata come #c0aba1d combustibile,
295,Cocco grande,"#c0aba1d per recuperare 15 forza fisica dopo aver mangiato #n, piantato in #c0aba1d fossa #n può crescere in una noce di cocco #r #c0aba1d enorme frutto sulla noce di cocco #n, fare attenzione a non stare sotto di essa, essere colpiti non è uno scherzo",
296,Foglia di cocco gigante alienata,"Colpito dalla laterite, il colore dell'intera foglia è cambiato drasticamente e all'interno si è accumulata una grande quantità di sostanze instabili. Se usato come #c0aba1d combustibile #n, sembra che possa bruciare più a lungo.",
297,Cocco grande alienato,"Colpiti dalla #n #c0aba1d laterite, anche le noci di cocco sono cambiate. Una grande quantità di sostanze instabili si sono raccolte all'interno, rendendo le noci di cocco incapaci di continuare ad essere piantate e immangiabili #r Ho sentito che i pirati sembrano usare noci di cocco alienate per fare #c0aba1d conchiglie #n, provalo!",
298,Piccola torcia accesa,"Dopo averlo posizionato, può bruciare per un periodo di tempo e illuminare l'ambiente circostante, dopodiché si spegnerà e il fuoco di contatto può essere acceso di nuovo, ad esempio: una piccola torcia con #c0aba1d bruciore #n clic per estinguere, o una piccola torcia con #c0aba1d spento #n clic sul falò in fiamme #c0aba1d #n #r Suggerimenti: La piccola torcia Sarà bagnato dalla pioggia #n #c0aba1d giorni di pioggia e non può essere acceso",
299,Piccola torcia spenta,"Una piccola torcia che è stata spenta può essere accesa di nuovo a contatto con una fiamma aperta, ad esempio: una piccola torcia con un #c0aba1d clic #n acceso per estinguere, o una piccola torcia con una #c0aba1d spenta #n clic sul falò in fiamme #c0aba1d #n #r Suggerimenti: La piccola torcia #c0aba1d giorni di pioggia #n sarà bagnata dalla pioggia e non può essere acceso",
300,Bellflower,"Può fare corone di fiori e cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso la tavola dell'artigiano #r la mano può anche guidare #c0aba1d lo spaventapasseri da seguire #n",Può essere raccolto in natura o ottenuto piantando semi di carillon in fosse di terreno
301,Ruolan,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o può essere ottenuto piantando semi di Jolan in fosse di terreno
302,Fiore di stella,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di fiori di stelle in fosse di terreno
303,Fiore di sangue di drago,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di fiori di sangue di drago in fosse di terreno
304,Giacinto,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di giacinto in fosse di terreno
305,Artiglio del drago,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di artiglio di drago in fosse di terreno
306,Dracaena,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di Dracaena in fosse di terreno
307,Tequila rossa,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di agave rossa in fosse di terreno
308,Agave arancione,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di agave arancione in fosse di terreno
309,Agave grigia,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di agave grigia in fosse di terreno
310,Tequila rosa,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di agave rosa in fosse di terra
311,Cocco bianco,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di cocco bianchi in fosse di terreno
312,fiore di campana giallo,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di fiori di campana gialla in fosse di terreno
313,radica,"Può produrre cibo di alta qualità, può anche essere trasformato in semi di fiori attraverso il tavolo dell'artigiano",Può essere raccolto in natura o ottenuto piantando semi di rosa selvatica in fosse di terreno
314,Alghe rosse,È il materiale principale per fare pozioni energetiche di alghe rosse,Cresce #c0aba1d in profondità #n sul fondo del mare e si illumina debolmente intorno alle sorgenti termali
315,La versione del gioco è troppo bassa,,
316,La versione del gioco è troppo bassa,,
317,La versione del gioco è troppo bassa,,
318,La versione del gioco è troppo bassa,,
319,La versione del gioco è troppo bassa,,
320,La versione del gioco è troppo bassa,,
321,Mucchio di fiori di pesco,L'erba è deliziosa e colorata,"Appare nei #c0aba1d pescheti #n, raccolti con strumenti a pala"
322,Piccolo mucchio di fiori,I fiori che cadono stanno cadendo di nuovo,"Appare nei #c0aba1d pescheti #n, raccolti con strumenti a pala"
323,mucchio deciduo,Legno che cade senza limiti,"Appare nei #c0aba1d pescheti #n, raccolti con strumenti a pala"
324,Frutta di ciliegia,"Foglie contenenti ciliegie mature, che possono essere ottenute dopo la distruzione",
325,Frutta di larice,"Foglie contenenti pigne mature, che possono essere ottenute dopo la distruzione",
326,frutto dell'albero,"Foglie contenenti frutti di alberi maturi, che possono essere ottenuti dopo la distruzione",
327,Frutta di Zhenmu,Le foglie contenenti frutti di ossigeno maturi possono essere ottenute dopo la distruzione,
328,Frutta di sequoia,"Foglie contenenti frutti di sequoia maturi, che possono essere ottenuti dopo la distruzione",
329,Frutta di noce,"Foglie contenenti noci mature, le noci possono essere ottenute dopo la distruzione",
330,Frutta di mogano,"Foglie contenenti pesche mature, le pesche possono essere ottenute dopo la distruzione",
331,Frutta di pioppo,Le foglie contenenti frutti di pioppo maturi possono essere ottenute dopo la distruzione,
332,Rami di ciliegio spessi,"Può essere trasformato in vari strumenti e oggetti di scena a @item_800#, e può anche essere usato come combustibile#r#c0aba1d strumenti ascia#n può essere rapidamente abbattuto",Intarsiare#c0aba1d sull'ascia per ottenere la completa#n runa e poi tagliarla per ottenere
333,sottili rami di ciliegio,"Può essere trasformato in vari strumenti e oggetti di scena a @item_800#, e può anche essere usato come carburante#r#c0aba1d strumenti ascia#n può essere tagliato rapidamente, e può anche essere usato come#c0aba1d naso del pupazzo di neve#n",Intarsiare#c0aba1d sull'ascia per ottenere la completa#n runa e poi tagliarla per ottenere
334,Rami di larice ruvidi,"Può essere trasformato in vari strumenti e oggetti di scena a @item_800#, e può anche essere usato come combustibile#r#c0aba1d strumenti ascia#n può essere rapidamente abbattuto",Intarsiare#c0aba1d sull'ascia per ottenere la completa#n runa e poi tagliarla per ottenere
