过滤场景ID,过滤框架ID,过滤组件ID,过滤事件码
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_6,ChatInput,view
10001,CONTENT_PAGE_1_SURVIVEMODE_1,Startgame,view
7,ID_CERTIFICATION_POPUP,ConfirmButton,view
25,SWITCH_ACCOUNT_1,QQLogin,view
3403,MIDI_LIBRARY_MAIN,MidiTipsButton,view
28,MINI_POPUP_FRIENDSINVITE_1,Accept,view
,SETTING,MemberSetting,view
5,MINI_CREATIONCENTER_SERVICE_1,RencentEvent,view
7,ID_CERTIFICATION_POPUP,-,view
22,SHOP_FIREWORKS_BUY,Buy1Time,view
25,SWITCH_ACCOUNT_1,ViewPrivacypolicy,view
2208,MOUNT_DETAILS_PAGE,-,view
,SETTING,HomelandSetting,view
18,ELECTRIC_CONTENT,JoinButton,view
1015,GAME_USER_REDENVELOPE,RedEnvelopeSelect,view
2901,SETTING_OTHERS,Gosetting,view
2209,GIVE_GIFT,GiveGift,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_6,Homeland,view
,SETTING,IllustratedHandbookSetting,view
5,MINI_CREATIONCENTER_SERVICE_1,-,view
2105,LOTTERY_RESULTS,RemindButton,view
2209,BUY_GIFT,BuyGift,view
7,MY_WORKS,CreatorStatus,view
,EVENT_LOG,-,view
3101,BEST_PARTNERS,-,view
,CONTAINER,QuickBackpack,view
,CONTAINER,EditingMap,view
,CONTAINER,PlayerInformation,view
,CONTAINER,-,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ResourcesMakingMaterialExhibition,view
18,RPG_CONTENT,-,view
,CHAT,Homeland,view
,CONTAINER,Setting,view
601,MINI_MY_HOMELAND_EDIT_CHAT,ChatInput,view
1000,HOT_RESOURCE_UPDATE,HotFixPkgMergeFinish,view
1001,OTHER_OUT_POPUP,-,view
3,Page2_PROJECT1_NEWWORKSHOP_sub_1,BackButton,view
,CONTAINER,HomelandShop,view
1007,FACE_TO_FACE_TEAM,-,view
,CONTAINER,HomelandBackpack,view
2211,MY_ITME,SalesPush,view
1001,OTHER_OUT_POPUP,ReturnPlayerLobby,view
1001,MINI_TOOL_BAR,AvatarButton,view
22,SHOP_SKIN_CHASELIGHTPLAN,ToysShow,view
10000,HOT_RESOURCE_UPDATE,HotFixPkgMergeStart,view
2901,SETTING_OTHERS,Apppush,view
601,MINI_MY_HOMELAND_EDIT_CHAT,Homeland,view
1001,OTHER_OUT_POPUP,SwitchRoom,view
,CHAT,MiniFriends,view
1008,TEAM_SETTINGS,MapSelection,view
,EVENT_LOG,VisitorRelatedContent,view
18,RPG_CONTENT,JoinButton,view
18,RPG_CONTENT,MapCard,view
,CHAT,ChatInput,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_6,MiniFriends,view
6002,PROP_ADAWARD,-,view
1501,MINI_ADVANCEDMODE_SWITCH,Switchfail,view
408,PIANO_DETAILS,Demo,view
10,MINI_MUTIPLAYERLOBBY_OTHCON_2,Refresh,view
,CONTAINER,EventLog,view
,CHAT,Emoticon,view
1003,INVITATION_LIST_CONTAINER,-,view
601,MINI_MY_HOMELAND_EDIT_FARMING_AREA,FarmAmountUp,view
2001,MINI_MINEMAP_GAME_1,Exit,view
,CONTAINER,HomelandFriendsList,view
,CONTAINER,HomelandChat,view
601,MINI_MY_HOMELAND_EDIT_CHAT,Emoticon,view
,CONTAINER,MyHomelandFruits,view
,CONTAINER,ShortcutPhrase,view
601,MINI_MY_HOMELAND_EDIT_CHAT,Send,view
2210,CHAR_VALUE,CharmValue,view
,EVENT_LOG,TipsContent,view
,CONTAINER,HomelandLevel,view
31,BEST_PARTNERS,PartnerCard,view
7,PERSONAL_INFO_MOMENTS,-,view
601,MINI_MY_HOMELAND_EDIT_FARMING_AREA,FarmAmount,view
14,RETURN_ADVENTURE,DressButton,view
14,RETURN_ADVENTURE_NEW,DressButton,view
43,PERSONAL_MATCH,SkinPage,view
,CHAT,-,view
,SCREENSHOTSHARE,,view
3,Page2_PROJECT1_JIANSHANGJIAMAP_1,Page2Title_PROJECT1_JIANSHANGJIAMAP_1,view
1501,MINI_ADVANCEDMODE_SWITCH,SwitchSuccess,view
,CHAT,Send,view
9906,TASK_SCHEDULE,GetButton,view
22,SHOP_MINIVIP,VipCardBuyMonth,view
10,MINI_MUTIPLAYERLOBBY_OTHCON_2,NoResult,view
2209,SHOW_GIFT,ShowGift,view
5,MINI_CREATIONCENTER_SERVICE_1,NoMessage,view
3,Page2_PROJECT1_JINGXUANMAP_1,Page2Title_PROJECT1_JINGXUANMAP_1,view
5,MINI_CREATIONCENTER_SERVICE_1,CreatorGuideButton,view
2211,MY_ITME,-,view
1001,OTHER_OUT_POPUP,SwitchMap,view
5,MINI_CREATIONCENTER_SERVICE_1,NewComment,view
,EVENT_LOG,Close,view
1003,ROOM_RECRUIT_POPUP,-,view
5,MINI_CREATIONCENTER_SERVICE_1,CreatorInfo,view
6,MINI_MY_HOMELAND_SETTING,ReportHomeland,view
5,MINI_CREATIONCENTER_MANAGEMENT_1,-,view
18,LABEL_CONTAINER,CreatTab,view
