ID,名字,描述,获得方式
276,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
277,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
278,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
279,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
280,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
281,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
282,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
283,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
284,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
285,astrospore,"#c0aba1d récupérer 15 de force physique après avoir mangé #n, et obtenir #c0aba1d état fluorescent #n, probabilité d'obtenir une vision nocturne ou un état vertigineux","Cultivant dans l'ombre sous l'île du ciel étoilé aux yeux mignons, la plantation de graines de spores de lumière des étoiles peut également être obtenue"
286,Stipe de spore Horas muté,Le @item_261# muté après avoir réagi à @item_227# ou @item_226#,
287,Fougère dentelée sans taureau,"#c0aba1d #n plantes anciennes uniques de la terre rouge, les dents dentelées sur les feuilles sont extrêmement tranchantes, et certaines pousseront #c0aba1d épine #n, mais il est difficile de la secouer lorsqu'elle colle au corps #r veuillez essayer de faire un détour lorsque vous la rencontrez, surtout il n'est pas recommandé de la toucher les mains vides",
288,Fougère dentelée bulbeuse,"#c0aba1d #n plantes anciennes uniques de la terre rouge, les dents dentelées sur les feuilles sont extrêmement tranchantes, et certaines pousseront #c0aba1d épine #n, mais il est difficile de la secouer lorsqu'elle colle au corps #r veuillez essayer de faire un détour lorsque vous la rencontrez, surtout il n'est pas recommandé de la toucher les mains vides",
289,Mur de gravier dentelé,"Après avoir enveloppé #c0aba1d tige d'épine #n, la capacité de défense du mur de gravier a été considérablement améliorée. Maintenant, il peut non seulement arrêter le monstre, mais aussi faire rebondir le monstre qu'il rencontre #r #c0aba1d Conseils #n: Il n'est pas recommandé d'utiliser des animaux captifs",Obtenu par usinage avec une table d'artisan
290,Mur en pierre bleue dentelée,"Après #n #c0aba1d tige d'épine, la capacité défensive du mur de pierre bleue a été considérablement améliorée. Maintenant, il peut non seulement arrêter le monstre, mais aussi faire rebondir le monstre qu'il rencontre #r #c0aba1d Conseils #n: Il n'est pas recommandé d'utiliser des animaux captifs",Obtenu par usinage avec une table d'artisan
291,Mur de roche de la planète en dents de scie,"Après #n #c0aba1d tige d'épine, la capacité de défense de la paroi rocheuse de la planète a été considérablement améliorée. Maintenant, il peut non seulement arrêter les monstres, mais aussi rebondir sur les monstres qu'il rencontre #r #c0aba1d Conseils #n: Il n'est pas recommandé d'utiliser des animaux captifs",Obtenu par usinage avec une table d'artisan
292,Sapling à la noix de coco,Les plants qui poussent après la plantation de noix de coco dans le sol deviendront des cocotiers après un certain temps!,
294,Feuille de coco géante,Une si grande feuille semble brûler pendant longtemps #n utilisée comme #c0aba1d combustible,
295,Grosse noix de coco,"#c0aba1d de récupérer 15 de force physique après avoir mangé #n, planté dans #c0aba1d fosse #n peut se transformer en noix de coco #r #c0aba1d énorme fruit sur la noix de coco #n, attention à ne pas rester sous elle, être frappé n'est pas une blague",
296,Feuille de coco géante aliénée,"Atteinte par la latérite, la couleur de la feuille entière a radicalement changé, et une grande quantité de substances instables se sont accumulées à l'intérieur. Si elle est utilisée comme #c0aba1d combustible #n, il semble qu'elle puisse brûler plus longtemps.",
297,Grosse noix de coco aliénée,"Touchés par la #n #c0aba1d latérite, même les noix de coco ont changé. Une grande quantité de substances instables se sont rassemblées à l'intérieur, rendant les noix de coco incapables de continuer à être plantées et non comestibles #r J'ai entendu dire que les pirates semblent aimer utiliser les noix de coco aliénées pour faire #c0aba1d coquilles #n, essayez-le!",
298,Brûler petite torche,"Après l'avoir placé, il peut brûler pendant un certain temps et éclairer les environs, après quoi il sera éteint, et le feu de contact peut être allumé à nouveau, par exemple : une petite torche avec #c0aba1d brûlure #n cliquez pour éteindre, ou une petite torche avec #c0aba1d éteinte #n cliquez sur la brûlure #c0aba1d feu de joie #n #r Conseils : La petite torche sera aspergé par la pluie #n #c0aba1d jours de pluie et ne peut être enflammé",
299,Petite torche éteinte,"Une petite torche qui a été éteinte peut être allumée à nouveau au contact d'une flamme nue, par exemple : une petite torche avec une #c0aba1d brûlure #n cliquez pour éteindre, ou une petite torche avec une #c0aba1d éteinte #n cliquez sur la brûlure #c0aba1d feu de joie #n #r Conseils : La petite torche #c0aba1d jours de pluie #n sera aspergée par la pluie et ne peut pas être allumé",
300,Bellflower,"Peut faire des couronnes de fleurs et des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan #r main peut également guider #c0aba1d épouvantail à suivre #n",Il peut être collecté dans la nature ou obtenu en plantant des graines de carillon dans des fosses de sol
301,Ruolan,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan","Il peut être collecté dans la nature, ou il peut être obtenu en plantant des graines de Jolan dans des fosses de sol"
302,Fleur d'étoile,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de fleurs étoilées dans des fosses de sol
303,Fleur de sang de dragon,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de fleurs de sang de dragon dans des fosses de sol
304,Jacinthe,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Peut être récolté dans la nature ou obtenu en plantant des graines de jacinthe dans des fosses de sol
305,Griffe de dragon,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de griffes de dragon dans des fosses de sol
306,Dracaena,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de Dracaena dans des fosses de sol
307,Tequila rouge,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Peut être récolté dans la nature ou obtenu en plantant des graines d'agave rouge dans des fosses de sol
308,Agave orange,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Peut être récolté dans la nature ou obtenu en plantant des graines d'agave orange dans des fosses de sol
309,Agave gris,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Peut être récolté dans la nature ou obtenu en plantant des graines d'agave gris dans des fosses de sol
310,Tequila rose,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Peut être récolté dans la nature ou obtenu en plantant des graines d'agave rose dans des fosses de terre
311,Noix de coco blanche,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de noix de coco blanches dans des fosses de sol
312,fleur de cloche jaune,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de fleurs de cloche jaune dans des fosses de sol
313,bruyère,"Peut faire des aliments de haute qualité, peut également être transformé en graines de fleurs à travers la table de l'artisan",Il peut être collecté dans la nature ou obtenu en plantant des graines de rose sauvage dans des fosses de sol
